accord,related_accord,accord_frequency,related_accord_frequency,cooccurrence_count,union_count,jaccard_similarity,lift,jaccard_rank,is_top10
citrus,white floral,59969,39497,22725,76741,0.2961259300764911,1.2657750689313219,4,True
citrus,powdery,59969,62885,26439,96415,0.27422081626302963,0.9249424571834882,5,True
citrus,floral,59969,46586,22125,84430,0.2620514035295511,1.0448275427571636,6,True
citrus,sweet,59969,60625,24700,95894,0.25757607358124596,0.8963176679084881,7,True
citrus,fresh,59969,33478,18826,74621,0.2522882298548666,1.237129904057774,8,True
citrus,musky,59969,41154,19037,82086,0.2319153083351607,1.0176611895508083,9,True
citrus,fruity,59969,43222,19255,83936,0.22940097216927183,0.9800662174677993,10,True
citrus,green,59969,29755,16172,73552,0.21987165542745268,1.1956953315141798,11,False
citrus,amber,59969,45478,17900,87547,0.20446160348155848,0.8659013747835563,12,False
citrus,warm spicy,59969,45319,16070,89218,0.18012060346566836,0.7801036574237349,13,False
citrus,rose,59969,25617,11743,73843,0.15902658342700052,1.0084805999098025,14,False
citrus,vanilla,59969,34562,12842,81689,0.15720598856639204,0.8174299676189487,15,False
citrus,earthy,59969,19049,7888,71130,0.110895543371292,0.9109855235273662,16,False
citrus,patchouli,59969,14822,6030,68761,0.08769505969953899,0.8950087037165487,17,False
citrus,animalic,59969,18242,5589,72622,0.0769601498168599,0.6740287382592763,18,False
citrus,lavender,59969,8336,4587,63718,0.07198907686995826,1.2105640977524887,19,False
citrus,soft spicy,59969,13661,4708,68922,0.06830910304402078,0.7581771969100561,20,False
citrus,herbal,59969,8607,4359,64217,0.06787922201286264,1.1141709262693824,21,False
citrus,aquatic,59969,8872,3806,65035,0.05852233412777735,0.9437653021840063,22,False
citrus,balsamic,59969,18162,4068,74063,0.05492621146861456,0.49275839097640156,23,False
citrus,mossy,59969,6173,2979,63163,0.047163687601918844,1.0616735110645765,24,False
citrus,yellow floral,59969,6986,2923,64032,0.04564905047476262,0.9204855803993816,25,False
citrus,leather,59969,10809,2902,67876,0.0427544345571336,0.590647876306388,26,False
citrus,tropical,59969,6512,2686,63795,0.04210361313582569,0.9074200519572295,27,False
citrus,violet,59969,7614,2643,64940,0.04069910686787804,0.7636617637263361,28,False
citrus,ozonic,59969,5777,2570,63176,0.04068000506521464,0.9786953193949123,29,False
citrus,marine,59969,4326,2315,61980,0.037350758309131975,1.1772839838416438,30,False
citrus,iris,59969,7451,2388,65032,0.03672038381104687,0.7050769457746432,31,False
citrus,aldehydic,59969,3556,2135,61390,0.03477765108323831,1.3208481206103468,32,False
citrus,lactonic,59969,7015,1836,65148,0.028181985632713208,0.575786869782935,33,False
citrus,oud,59969,8298,1764,66503,0.02652511916755635,0.46767257804818824,34,False
citrus,tuberose,59969,3931,1648,62252,0.02647304504272955,0.9222972613693197,35,False
citrus,cinnamon,59969,4259,1541,62687,0.024582449311659513,0.7959975924165655,36,False
citrus,smoky,59969,7407,1478,65898,0.022428601778506176,0.4389841551342187,37,False
citrus,soapy,59969,1720,1239,60450,0.020496277915632754,1.58474582022417,38,False
citrus,caramel,59969,4008,1186,62791,0.018888057205650493,0.6509891221575592,39,False
citrus,salty,59969,2520,1112,61377,0.018117535884777686,0.9707804058551945,40,False
citrus,coconut,59969,3269,1086,62152,0.01747329128587978,0.7308557366651265,41,False
citrus,conifer,59969,1828,1039,60758,0.01710062872378946,1.2504205765247127,42,False
citrus,honey,59969,3467,1004,62432,0.016081496668375193,0.6370838951341089,43,False
citrus,tobacco,59969,4372,995,63346,0.015707384838821708,0.5006793537441737,44,False
citrus,almond,59969,3438,822,62585,0.013134137572900854,0.5259963139186776,45,False
citrus,nutty,59969,3619,585,63003,0.009285272129898577,0.35561824839121653,46,False
citrus,anis,59969,1418,527,60860,0.008659217877094972,0.8176193101743846,47,False
citrus,bitter,59969,1034,517,60486,0.00854743246371061,1.0999849922459937,48,False
citrus,sour,59969,1912,480,61401,0.007817462256315045,0.5522937199561475,49,False
citrus,cacao,59969,2035,429,61575,0.006967113276492083,0.4637774561902028,50,False
citrus,coffee,59969,1815,418,61366,0.006811589479516345,0.5066597540042153,51,False
citrus,camphor,59969,793,378,60384,0.006259936406995231,1.0486616067313634,52,False
citrus,cherry,59969,1803,382,61390,0.006222511809741,0.4661056761375148,53,False
citrus,terpenic,59969,557,342,60184,0.005682573441446232,1.3507894698317051,54,False
citrus,metallic,59969,2235,349,61855,0.005642227790801067,0.343529988629845,55,False
citrus,rum,59969,1166,284,60851,0.004667137762731919,0.5358417457939317,56,False
citrus,chocolate,59969,1554,270,61253,0.004407947365843306,0.3822341671897276,57,False
citrus,mineral,59969,770,225,60514,0.0037181478666093795,0.6428483720918146,58,False
citrus,Champagne,59969,311,190,60090,0.003161923780995174,1.3440331094967126,59,False
citrus,whiskey,59969,808,134,60643,0.0022096532163646257,0.3648465073291167,60,False
citrus,cannabis,59969,388,109,60248,0.0018091886867613862,0.6180328049217182,61,False
citrus,beeswax,59969,349,101,60217,0.0016772672168988824,0.6366675313286267,62,False
coconut,lactonic,3269,7015,1589,8695,0.18274870615296146,9.141655766703654,1,True
coconut,tropical,3269,6512,1317,8464,0.15560018903591682,8.162064547235854,2,True
coconut,nutty,3269,3619,481,6407,0.07507413766193226,5.363955115717317,3,True
coconut,vanilla,3269,34562,2190,35641,0.06144608737128588,2.557254142736187,4,True
coconut,sweet,3269,60625,3039,60855,0.04993837811190535,2.0230545360509375,5,True
coconut,caramel,3269,4008,262,7015,0.03734853884533143,2.6381666156826755,6,True
coconut,fruity,3269,43222,1386,45105,0.030728300631858996,1.294157141205253,7,True
coconut,white floral,3269,39497,1092,41674,0.026203388203676153,1.1158020892162195,8,True
coconut,tuberose,3269,3931,182,7018,0.025933314334568254,1.8685167098182405,9,True
coconut,yellow floral,3269,6986,253,10002,0.02529494101179764,1.4615732360582723,10,True
coconut,powdery,3269,62885,1562,64592,0.024182561307901907,1.0024497367856706,11,False
coconut,almond,3269,3438,156,6551,0.02381315829644329,1.831248862202818,12,False
coconut,marine,3269,4326,171,7424,0.02303340517241379,1.5952848364559438,13,False
coconut,salty,3269,2520,119,5670,0.020987654320987655,1.905790081914279,14,False
coconut,musky,3269,41154,838,43585,0.019226798210393484,0.8217895364497478,15,False
coconut,citrus,3269,59969,1086,62152,0.01747329128587978,0.7308557366651265,16,False
coconut,woody,3269,81432,1272,83429,0.01524649702141941,0.6304064555559793,17,False
coconut,fresh,3269,33478,528,36219,0.014577983931085893,0.6365068170673386,18,False
coconut,aquatic,3269,8872,168,11973,0.014031571034828364,0.7642164652454224,19,False
coconut,floral,3269,46586,685,49170,0.01393125889770185,0.5934222023279667,20,False
coconut,amber,3269,45478,657,48090,0.013661883967560823,0.5830323520026041,21,False
coconut,green,3269,29755,371,32653,0.01136189630355557,0.5032022761186377,22,False
coconut,warm spicy,3269,45319,472,48116,0.009809626735389475,0.42032993656585316,23,False
coconut,aromatic,3269,54606,511,57364,0.008908025939613696,0.377667120688042,24,False
coconut,animalic,3269,18242,181,21330,0.008485700890764182,0.40043752212907,25,False
coconut,balsamic,3269,18162,178,21253,0.00837528819460782,0.3955350487736742,26,False
coconut,fresh spicy,3269,47271,370,50170,0.007374925254135938,0.31588978059049005,27,False
coconut,rose,3269,25617,164,28722,0.005709908780725576,0.2583712709993112,28,False
coffee,cacao,1815,2035,240,3610,0.0664819944598338,8.572623713119581,1,True
coffee,chocolate,1815,1554,159,3210,0.04953271028037383,7.437261346352256,2,True
coffee,warm spicy,1815,45319,1654,45480,0.03636763412489006,2.6529075764535905,3,True
coffee,caramel,1815,4008,204,5619,0.036305392418579815,3.6997245179063363,4,True
coffee,tobacco,1815,4372,160,6027,0.02654720424755268,2.6601538969500376,5,True
coffee,vanilla,1815,34562,888,35489,0.02502183775254304,1.867587820378852,6,True
coffee,smoky,1815,7407,219,9003,0.02432522492502499,2.149159774035506,7,True
coffee,cinnamon,1815,4259,138,5936,0.02324797843665768,2.3552574130814863,8,True
coffee,almond,1815,3438,116,5137,0.022581273116605023,2.4525566629326745,9,True
coffee,lactonic,1815,7015,182,8648,0.021045328399629974,1.8858651963816222,10,True
coffee,nutty,1815,3619,111,5323,0.02085290249859102,2.229468439069283,11,False
coffee,sweet,1815,60625,1136,61304,0.018530601592065772,1.3620514498310188,12,False
coffee,oud,1815,8298,147,9966,0.014750150511739916,1.2876885598242334,13,False
coffee,amber,1815,45478,683,46610,0.014653507830937567,1.0916571897385798,14,False
coffee,patchouli,1815,14822,232,16405,0.014142029868942396,1.1377533136098414,15,False
coffee,balsamic,1815,18162,246,19731,0.012467690436369165,0.984551342781814,16,False
coffee,woody,1815,81432,996,82251,0.012109275267170004,0.8890602025398263,17,False
coffee,soft spicy,1815,13661,173,15303,0.011304972881134419,0.9205143112151117,18,False
coffee,leather,1815,10809,131,12493,0.010485872088369487,0.8809529452932677,19,False
coffee,aromatic,1815,54606,544,55877,0.009735669416754657,0.7241448860451767,20,False
coffee,powdery,1815,62885,601,64099,0.009376121312344967,0.6946952666888769,21,False
coffee,fruity,1815,43222,391,44646,0.008757783452044976,0.657565215551258,22,False
coffee,white floral,1815,39497,351,40961,0.008569126730304437,0.645966416112365,23,False
coffee,fresh spicy,1815,47271,368,48718,0.007553676259288148,0.5658742892295656,24,False
coffee,earthy,1815,19049,144,20720,0.0069498069498069494,0.5494867737791489,25,False
coffee,citrus,1815,59969,418,61366,0.006811589479516345,0.5066597540042153,26,False
coffee,musky,1815,41154,288,42681,0.006747733183383707,0.5086831682810423,27,False
coffee,rose,1815,25617,181,27251,0.006641958093280981,0.5135908048320615,28,False
coffee,animalic,1815,18242,124,19933,0.006220839813374806,0.49410149375264845,29,False
coffee,floral,1815,46586,259,48142,0.005379917743342611,0.40412086583195345,30,False
coffee,green,1815,29755,154,31416,0.004901960784313725,0.37620771655387686,31,False
coffee,fresh,1815,33478,121,35172,0.0034402365518025704,0.26271979608499113,32,False
conifer,sour,1828,1912,176,3564,0.04938271604938271,6.6434267507759355,1,True
conifer,green,1828,29755,1001,30582,0.03273167222549212,2.4279598118404606,2,True
conifer,balsamic,1828,18162,604,19386,0.03115650469410915,2.400162457165838,3,True
conifer,aromatic,1828,54606,1622,54812,0.029592060132817632,2.1437683565844394,4,True
conifer,fresh spicy,1828,47271,1292,47807,0.0270253310184701,1.9725821323457968,5,True
conifer,herbal,1828,8607,236,10199,0.023139523482694383,1.9789169621490217,6,True
conifer,mossy,1828,6173,149,7852,0.018976057055527254,1.7420369499277044,7,True
conifer,woody,1828,81432,1421,81839,0.017363359767348086,1.2594077097632896,8,True
conifer,citrus,1828,59969,1039,60758,0.01710062872378946,1.2504205765247127,9,True
conifer,fresh,1828,33478,591,34715,0.01702434106294109,1.2740760351714695,10,True
conifer,earthy,1828,19049,313,20564,0.015220774168449717,1.1858766743787443,11,False
conifer,smoky,1828,7407,126,9109,0.013832473377977824,1.227709373030834,12,False
conifer,lavender,1828,8336,120,10044,0.011947431302270013,1.0389410618361423,13,False
conifer,sweet,1828,60625,702,61751,0.011368236951628313,0.8357044823930159,14,False
conifer,amber,1828,45478,447,46859,0.009539256066070551,0.7093711745395831,15,False
conifer,leather,1828,10809,108,12529,0.008620001596296592,0.721116793627484,16,False
conifer,warm spicy,1828,45319,395,46752,0.008448836413415468,0.6290485251088769,17,False
conifer,musky,1828,41154,238,42744,0.005568032940295714,0.4173806152032463,18,False
conifer,powdery,1828,62885,292,64421,0.004532683441734838,0.3351221682314405,19,False
conifer,fruity,1828,43222,190,44860,0.0042353990191707535,0.31726057936902424,20,False
conifer,floral,1828,46586,203,48211,0.004210657318869138,0.31449082992880817,21,False
conifer,white floral,1828,39497,166,41159,0.004033139775018829,0.30332719505771955,22,False
conifer,rose,1828,25617,101,27344,0.0036936805149210064,0.2845512361056051,23,False
conifer,vanilla,1828,34562,129,36261,0.0035575411599238853,0.2693755755837636,24,False
earthy,mossy,19049,6173,4715,20507,0.22992149022285074,5.290013748424104,1,True
earthy,woody,19049,81432,17184,83297,0.20629794590441433,1.4615058003343386,2,True
earthy,patchouli,19049,14822,5618,28253,0.19884614023289562,2.625102747787933,3,True
earthy,aromatic,19049,54606,11309,62346,0.18139094729413274,1.4343502714996137,4,True
earthy,warm spicy,19049,45319,8407,55961,0.15022962420256963,1.2847898879942692,5,True
earthy,fresh spicy,19049,47271,7661,58659,0.13060229461804668,1.1224372039335455,6,True
earthy,iris,19049,7451,3054,23446,0.13025676021496205,2.8387415204573214,7,True
earthy,citrus,19049,59969,7888,71130,0.110895543371292,0.9109855235273662,8,True
earthy,green,19049,29755,4698,44106,0.10651612025574751,1.0935142288724145,9,True
earthy,amber,19049,45478,5637,58890,0.0957208354559348,0.8584560350585277,10,True
earthy,powdery,19049,62885,6983,74951,0.09316753612360075,0.7690708619856276,11,False
earthy,balsamic,19049,18162,3132,34079,0.09190410516740515,1.1943440839884996,12,False
earthy,leather,19049,10809,2010,27848,0.07217753519103706,1.2878993417023894,13,False
earthy,musky,19049,41154,3983,56220,0.07084667378157239,0.6703006396083521,14,False
earthy,violet,19049,7614,1726,24937,0.06921442033925493,1.569998724343864,15,False
earthy,white floral,19049,39497,3694,54852,0.06734485524684605,0.6477451378774584,16,False
earthy,floral,19049,46586,3946,61689,0.0639660231159526,0.5866418468201174,17,False
earthy,rose,19049,25617,2638,42028,0.06276767869039687,0.7132107878262677,18,False
earthy,lavender,19049,8336,1400,25985,0.05387723686742352,1.1631660303476365,19,False
earthy,sweet,19049,60625,3942,75732,0.05205197274599905,0.4503355675785671,20,False
earthy,fruity,19049,43222,3072,59199,0.05189276845892667,0.4922522761725197,21,False
earthy,herbal,19049,8607,1356,26300,0.05155893536121673,1.0911369608868222,22,False
earthy,fresh,19049,33478,2514,50013,0.05026693059804451,0.5200883778867665,23,False
earthy,oud,19049,8298,1209,26138,0.04625449537072462,1.0090768690419618,24,False
earthy,animalic,19049,18242,1638,35653,0.04594283790985331,0.6218889307040972,25,False
earthy,soft spicy,19049,13661,1390,31320,0.04438058748403576,0.704699055720627,26,False
earthy,vanilla,19049,34562,2095,51516,0.040666977249786476,0.4198136372049546,27,False
earthy,smoky,19049,7407,1016,25440,0.03993710691823899,0.9499981158210906,28,False
earthy,tobacco,19049,4372,570,22851,0.02494420375475909,0.9029549497643122,29,False
earthy,aquatic,19049,8872,662,27259,0.024285557063722072,0.5167825456639966,30,False
earthy,ozonic,19049,5777,574,24252,0.02366815108032327,0.6881465002390408,31,False
earthy,yellow floral,19049,6986,568,25467,0.022303372992500098,0.5631072709152434,32,False
earthy,metallic,19049,2235,429,20855,0.020570606569168065,1.329386136283643,33,False
earthy,marine,19049,4326,448,22927,0.019540280019191347,0.7172373206826,34,False
earthy,aldehydic,19049,3556,356,22249,0.0160007191334442,0.6933613454756814,35,False
earthy,conifer,19049,1828,313,20564,0.015220774168449717,1.1858766743787443,36,False
earthy,cinnamon,19049,4259,333,22975,0.014494015233949945,0.5415118615452387,37,False
earthy,tuberose,19049,3931,256,22724,0.011265622249603943,0.4510329831410296,38,False
earthy,tropical,19049,6512,224,25337,0.00884082566996882,0.23823469358668056,39,False
earthy,salty,19049,2520,182,21387,0.008509842427642961,0.500198318955209,40,False
earthy,caramel,19049,4008,183,22874,0.008000349742065227,0.3162239487637146,41,False
earthy,honey,19049,3467,176,22340,0.007878245299910474,0.3515848937121658,42,False
earthy,lactonic,19049,7015,195,25869,0.007537979821407863,0.192521092113908,43,False
earthy,cacao,19049,2035,151,20933,0.00721349066067931,0.5139062675941253,44,False
earthy,coffee,19049,1815,144,20720,0.0069498069498069494,0.5494867737791489,45,False
earthy,mineral,19049,770,133,19686,0.006756070303769176,1.1962784970816889,46,False
earthy,camphor,19049,793,130,19712,0.006594967532467532,1.135380799646124,47,False
earthy,nutty,19049,3619,147,22521,0.006527241241507926,0.2813196913629951,48,False
earthy,anis,19049,1418,131,20336,0.006441778127458694,0.6398327200262466,49,False
earthy,bitter,19049,1034,112,19971,0.005608131791097091,0.7501858436346537,50,False
earthy,chocolate,19049,1554,108,20495,0.005269577945840449,0.4813313196955383,51,False
earthy,almond,19049,3438,117,22370,0.005230219043361645,0.23569554296318754,52,False
floral,powdery,46586,62885,24536,84935,0.2888797315594278,1.1049556267757163,1,True
floral,fresh,46586,33478,17236,62828,0.2743362831858407,1.4580255029367966,2,True
floral,white floral,46586,39497,18198,67885,0.26807100243058113,1.3048112448679157,3,True
floral,rose,46586,25617,15238,56965,0.2674975862371632,1.6845652633074955,4,True
floral,citrus,46586,59969,22125,84430,0.2620514035295511,1.0448275427571636,5,True
floral,fruity,46586,43222,18543,71265,0.26019785308356136,1.2149636353006872,6,True
floral,sweet,46586,60625,21498,85713,0.2508137622064331,1.0042329039165343,7,True
floral,woody,46586,81432,24145,103873,0.23244731547177805,0.8396924503370942,8,True
floral,musky,46586,41154,15892,71848,0.22118917715176484,1.0935902843542513,9,True
floral,green,46586,29755,11279,65062,0.17335772032830224,1.0734919254969981,10,True
floral,fresh spicy,46586,47271,12985,80872,0.16056237016519934,0.777920657659754,11,False
floral,aromatic,46586,54606,13681,87511,0.15633463221766405,0.7095215950844657,12,False
floral,amber,46586,45478,11066,80998,0.13662065730018025,0.6890923817934081,13,False
floral,vanilla,46586,34562,9608,71540,0.1343024881185351,0.7872674009628086,14,False
floral,warm spicy,46586,45319,9201,82704,0.11125217643644805,0.574966911696454,15,False
floral,animalic,46586,18242,5777,59051,0.09783068872669387,0.8968463732488899,16,False
floral,soft spicy,46586,13661,4876,55371,0.08806053710426036,1.010809571581711,17,False
floral,violet,46586,7614,4104,50096,0.08192270839987224,1.5264501282307745,18,False
floral,aquatic,46586,8872,4020,51438,0.07815233873789805,1.2831950039209217,19,False
floral,yellow floral,46586,6986,3641,49931,0.07292063047004867,1.4759792014126811,20,False
floral,earthy,46586,19049,3946,61689,0.0639660231159526,0.5866418468201174,21,False
floral,tropical,46586,6512,2816,50282,0.05600413666918579,1.2246342422790282,22,False
floral,patchouli,46586,14822,3121,58287,0.053545387479197765,0.5963141293164526,23,False
floral,iris,46586,7451,2703,51334,0.052655160322593215,1.0273528318729692,24,False
floral,lactonic,46586,7015,2642,50959,0.05184560136580388,1.0665796126135436,25,False
floral,balsamic,46586,18162,3132,61616,0.05083095299922098,0.4883669011268821,26,False
floral,ozonic,46586,5777,2264,50099,0.045190522764925446,1.109844655608768,27,False
floral,herbal,46586,8607,2362,52831,0.044708599117942116,0.7771703625663224,28,False
floral,honey,46586,3467,1875,48178,0.038918178421686246,1.5315654845346767,29,False
floral,oud,46586,8298,1801,53083,0.033927999547877855,0.6146507592397837,30,False
floral,lavender,46586,8336,1614,53308,0.030276881518721394,0.5483198452526618,31,False
floral,almond,46586,3438,1399,48625,0.02877120822622108,1.152391330044527,32,False
floral,leather,46586,10809,1596,55799,0.028602663130163623,0.418153282421253,33,False
floral,aldehydic,46586,3556,1353,48789,0.027731660825186005,1.077517133062613,34,False
floral,tuberose,46586,3931,1343,49174,0.02731118070525074,0.9675225790684177,35,False
floral,mossy,46586,6173,1305,51454,0.02536245967271738,0.5986905109796987,36,False
floral,nutty,46586,3619,977,49228,0.019846428861623466,0.7645292764600821,37,False
floral,marine,46586,4326,984,49928,0.01970838006729691,0.6441644055261047,38,False
floral,soapy,46586,1720,857,47449,0.018061497607958017,1.4110438658584923,39,False
floral,smoky,46586,7407,948,53045,0.017871618437175982,0.36245503140761437,40,False
floral,caramel,46586,4008,744,49850,0.014924774322968907,0.525694414631005,41,False
floral,sour,46586,1912,701,47797,0.014666192438855995,1.0382890409908196,42,False
floral,coconut,46586,3269,685,49170,0.01393125889770185,0.5934222023279667,43,False
floral,tobacco,46586,4372,666,50292,0.013242662848962061,0.43140206138837794,44,False
floral,cherry,46586,1803,551,47838,0.011518040051841632,0.8654540452489791,45,False
floral,salty,46586,2520,545,48561,0.011222997878956364,0.6124689855048762,46,False
floral,cinnamon,46586,4259,547,50298,0.010875183903932563,0.36372053929157744,47,False
floral,anis,46586,1418,500,47504,0.010525429437521052,0.9985778156806251,48,False
floral,metallic,46586,2235,414,48407,0.008552482079038156,0.524579063848718,49,False
floral,bitter,46586,1034,304,47316,0.006424887987150224,0.8326091608531497,50,False
floral,cacao,46586,2035,275,48346,0.0056881644810325566,0.38269820071219635,51,False
floral,coffee,46586,1815,259,48142,0.005379917743342611,0.40412086583195345,52,False
floral,chocolate,46586,1554,228,47912,0.0047587243279345465,0.4155009036303846,53,False
floral,conifer,46586,1828,203,48211,0.004210657318869138,0.31449082992880817,54,False
floral,mineral,46586,770,165,47191,0.0034964294039117627,0.6068500039864828,55,False
floral,savory,46586,654,148,47092,0.003142784337042385,0.6408731948318004,56,False
floral,camphor,46586,793,132,47247,0.0027938281795669567,0.47139924647625897,57,False
floral,Champagne,46586,311,129,46768,0.0027582962709544988,1.1746742842439313,58,False
floral,rum,46586,1166,126,47626,0.0026456137403939027,0.3060272747376088,59,False
floral,terpenic,46586,557,100,47043,0.002125714771591948,0.5084320799407994,60,False
fresh,floral,33478,46586,17236,62828,0.2743362831858407,1.4580255029367966,1,True
fresh,fruity,33478,43222,15779,60921,0.2590075671771639,1.4386616754517636,2,True
fresh,citrus,33478,59969,18826,74621,0.2522882298548666,1.237129904057774,3,True
fresh,green,33478,29755,12621,50612,0.24936773887615585,1.6715442176383835,4,True
fresh,white floral,33478,39497,13098,59877,0.2187484342902951,1.3068475665700738,5,True
fresh,fresh spicy,33478,47271,12655,68094,0.18584603636150027,1.054997467619332,6,True
fresh,sweet,33478,60625,14194,79909,0.17762705077025115,0.9226502562384407,7,True
fresh,woody,33478,81432,16861,98049,0.17196503788921866,0.8159664164804442,8,True
fresh,powdery,33478,62885,13829,82534,0.16755518937649938,0.866618126753441,9,True
fresh,aromatic,33478,54606,12497,75587,0.165332663024065,0.9018814667822587,10,True
fresh,musky,33478,41154,10255,64377,0.15929602187116518,0.9819913649408019,11,False
fresh,rose,33478,25617,7120,51975,0.136988936988937,1.0953067971221084,12,False
fresh,aquatic,33478,8872,4963,37387,0.1327466766523123,2.2044832303366957,13,False
fresh,amber,33478,45478,6450,72506,0.08895815518715693,0.5589106880518688,14,False
fresh,tropical,33478,6512,3149,36841,0.08547542140549931,1.9056464324438815,15,False
fresh,vanilla,33478,34562,5070,62970,0.08051453072891854,0.5780869305093332,16,False
fresh,ozonic,33478,5777,2658,36597,0.07262890400852529,1.8131622416320923,17,False
fresh,warm spicy,33478,45319,5060,73737,0.06862226561970246,0.44000160027473745,18,False
fresh,animalic,33478,18242,3224,48496,0.06647970966677665,0.6964767754999546,19,False
fresh,soft spicy,33478,13661,2844,44295,0.06420589231290214,0.8204104019461036,20,False
fresh,aldehydic,33478,3556,2137,34897,0.06123735564661719,2.3682460808505037,21,False
fresh,violet,33478,7614,2223,38869,0.05719210682034526,1.15056364597505,22,False
fresh,earthy,33478,19049,2514,50013,0.05026693059804451,0.5200883778867665,23,False
fresh,herbal,33478,8607,1899,40186,0.0472552630269248,0.8694752400930607,24,False
fresh,lactonic,33478,7015,1428,39065,0.03655446051452707,0.8022035683735581,25,False
fresh,yellow floral,33478,6986,1267,39197,0.032323902339464756,0.7147136737181873,26,False
fresh,patchouli,33478,14822,1495,46805,0.03194103194103194,0.3974828921337152,27,False
fresh,soapy,33478,1720,1049,34149,0.03071832264487979,2.403427901975195,28,False
fresh,balsamic,33478,18162,1489,50151,0.029690335187733046,0.3230837267678822,29,False
fresh,marine,33478,4326,1085,36719,0.029548734987336258,0.9883875823585831,30,False
fresh,lavender,33478,8336,1146,40668,0.028179403953968722,0.5417650305543423,31,False
fresh,mossy,33478,6173,1008,38643,0.02608493129415418,0.643499646331616,32,False
fresh,iris,33478,7451,959,39970,0.023992994746059544,0.5072103431328141,33,False
fresh,sour,33478,1912,814,34576,0.02354234150856085,1.6777242208147185,34,False
fresh,leather,33478,10809,873,43414,0.020108720689178607,0.3182825173219501,35,False
fresh,salty,33478,2520,608,35390,0.01717999434868607,0.9507954524980632,36,False
fresh,conifer,33478,1828,591,34715,0.01702434106294109,1.2740760351714695,37,False
fresh,tuberose,33478,3931,566,36843,0.015362484053958689,0.5674106000411027,38,False
fresh,smoky,33478,7407,608,40277,0.015095463912406584,0.32347840425207497,39,False
fresh,caramel,33478,4008,546,36940,0.014780725500812128,0.5368450922994206,40,False
fresh,coconut,33478,3269,528,36219,0.014577983931085893,0.6365068170673386,41,False
fresh,cinnamon,33478,4259,475,37262,0.012747571252214053,0.4395112813114726,42,False
fresh,oud,33478,8298,518,41258,0.012555140821174076,0.24600299054957595,43,False
fresh,honey,33478,3467,452,36493,0.012385937029019264,0.513769892545786,44,False
fresh,cherry,33478,1803,373,34908,0.01068522974676292,0.8152619296148228,45,False
fresh,nutty,33478,3619,376,36721,0.010239372566106587,0.40943344844414203,46,False
fresh,almond,33478,3438,336,36580,0.00918534718425369,0.38513896808270953,47,False
fresh,tobacco,33478,4372,284,37566,0.0075600276846084224,0.25598955428226494,48,False
fresh,bitter,33478,1034,224,34288,0.006532897806812879,0.8537122967558706,49,False
fresh,terpenic,33478,557,211,33824,0.006238174077578051,1.4928333116858115,50,False
fresh,anis,33478,1418,187,34709,0.005387651617736034,0.5196960705348379,51,False
fresh,metallic,33478,2235,189,35524,0.005320346807791915,0.33324860040310955,52,False
fresh,mineral,33478,770,179,34069,0.0052540432651383955,0.9161073408937678,53,False
fresh,camphor,33478,793,140,34131,0.004101842899416952,0.6957270766437345,54,False
fresh,cacao,33478,2035,133,35380,0.0037591859807801016,0.25755577060911905,55,False
fresh,chocolate,33478,1554,125,34907,0.0035809436502707193,0.3169881709519681,56,False
fresh,coffee,33478,1815,121,35172,0.0034402365518025704,0.26271979608499113,57,False
fresh,savory,33478,654,111,34021,0.0032626906910437673,0.6688508570053674,58,False
fresh,rum,33478,1166,102,34542,0.0029529268716345317,0.344735238430563,59,False
fresh spicy,aromatic,47271,54606,33821,68056,0.4969583872105325,1.7286013680561934,1,True
fresh spicy,citrus,47271,59969,29822,77418,0.3852075744658865,1.3879017765124506,2,True
fresh spicy,woody,47271,81432,32141,96562,0.33285350344856157,1.101572425498701,3,True
fresh spicy,warm spicy,47271,45319,18101,74489,0.24300232249056908,1.1147334232150943,4,True
fresh spicy,green,47271,29755,14648,62378,0.2348263810958992,1.373938044608135,5,True
fresh spicy,amber,47271,45478,16002,76747,0.20850326397123015,0.9820230495404665,6,True
fresh spicy,fresh,47271,33478,12655,68094,0.18584603636150027,1.054997467619332,7,True
fresh spicy,powdery,47271,62885,16835,93321,0.1803988384179338,0.7471620898487588,8,True
fresh spicy,floral,47271,46586,12985,80872,0.16056237016519934,0.777920657659754,9,True
fresh spicy,musky,47271,41154,12139,76286,0.1591248721914899,0.823227047405069,10,True
fresh spicy,sweet,47271,60625,13591,94305,0.14411749111924077,0.6256744687955192,11,False
fresh spicy,herbal,47271,8607,6708,49170,0.13642464917632702,2.1751540672328598,12,False
fresh spicy,white floral,47271,39497,10353,76415,0.13548387096774195,0.7315615589719082,13,False
fresh spicy,earthy,47271,19049,7661,58659,0.13060229461804668,1.1224372039335455,14,False
fresh spicy,lavender,47271,8336,6224,49383,0.12603527529716704,2.0838221532389447,15,False
fresh spicy,fruity,47271,43222,9935,80558,0.12332729213734205,0.6415223408170733,16,False
fresh spicy,rose,47271,25617,7176,65712,0.10920379839298758,0.781813084340766,17,False
fresh spicy,vanilla,47271,34562,7128,74705,0.0954153001807108,0.5755957755451014,18,False
fresh spicy,balsamic,47271,18162,5217,60216,0.08663810282981267,0.8016890247648607,19,False
fresh spicy,oud,47271,8298,4104,51465,0.0797435150102011,1.3803292604037705,20,False
fresh spicy,patchouli,47271,14822,4562,57531,0.07929637934331056,0.8590080716989216,21,False
fresh spicy,animalic,47271,18242,4203,61310,0.06855325395530909,0.6430366277745686,22,False
