query_id,query_text,raw_response,parsed_prediction,api_status,parse_status,validation_status,attempts,latency_seconds,attempt_latencies,prompt_tokens,completion_tokens,total_tokens,first_attempt_success,final_error_type,attempt_log,model_name,prompt_version,run_timestamp
UQ0051,향수 입문용으로 조말론이나 메종 마르지엘라는 어때?,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""향수 입문용"",
    ""조말론"",
    ""메종 마르지엘라""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""향수 입문용"",""조말론"",""메종 마르지엘라""]}",success,success,success,1,1.5685409000143409,[1.567417100071907],641.0,93.0,734.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.567417100071907,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0052,향수 사보려고 하는데 난 달콤한 향기는 별로 안 좋아하거든 좀 화한거 사고싶어,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [
    ""sweet (달콤한)""
  ],
  ""additional_requirements"": [
    ""좀 화한 향기(화한 느낌) 선호""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[""sweet (달콤한)""],""additional_requirements"":[""좀 화한 향기(화한 느낌) 선호""]}",success,success,success,1,1.9945060999598354,[1.9933474999852479],649.0,95.0,744.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.9933474999852479,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0053,맑고 산뜻한거 갖고싶은데,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""맑고 산뜻한 느낌""]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""맑고 산뜻한 느낌""]}",success,success,success,1,1.4518591000232846,[1.4510260000824928],633.0,75.0,708.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4510260000824928,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0054,홍차향 같은 향수도 있나? 근데 너무 음식같은 느낌 안 났으면 좋곘음,"{
  ""scent_preference"": [
    ""black tea""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [
    ""too food-like""
  ],
  ""additional_requirements"": [
    ""홍차향 같은 향수 찾아보기""
  ]
}","{""scent_preference"":[""black tea""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[""too food-like""],""additional_requirements"":[""홍차향 같은 향수 찾아보기""]}",success,success,success,1,1.4380548000335693,[1.4370200999546796],646.0,95.0,741.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4370200999546796,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0055,플로럴 계열인데 톡 쏘는 거 추천 받고싶음,"{
  ""scent_preference"": [
    ""floral"",
    ""citrus""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""톡 쏘는 느낌""
  ]
}","{""scent_preference"":[""floral"",""citrus""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""톡 쏘는 느낌""]}",success,success,success,1,1.7866110000759363,[1.785920900059864],638.0,91.0,729.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.785920900059864,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0056,아로마 계열이면 다 좋은데 너무 진한 향 아니고 은은한 게 좋아,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": ""LOW"",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""아로마 계열을 선호"",
    ""너무 진한 향은 싫고 은은한 향을 원함""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":""LOW"",""longevity"":""""},""avoid"":[],""additional_requirements"":[""아로마 계열을 선호"",""너무 진한 향은 싫고 은은한 향을 원함""]}",success,success,success,1,1.514034500112757,[1.5132375000976026],641.0,101.0,742.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.5132375000976026,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0057,대학교 들어가는데 좀 어른스러운 느낌의 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""어른스러운 느낌"", ""대학교 입학""]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""어른스러운 느낌"",""대학교 입학""]}",success,success,success,1,1.5660559001844376,[1.564907900057733],637.0,78.0,715.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.564907900057733,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0058,내 추구미 겨울 느낌나는 서늘한 여자임 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [
      ""winter""
    ],
    ""daypart"": [],
    ""gender"": [
      ""female""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""winter 느낌"",
    ""서늘한 여자임""
  ]
}","{""scent_preference"":[],""context"":{""season"":[""winter""],""daypart"":[],""gender"":[""female""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""winter 느낌"",""서늘한 여자임""]}",success,success,success,1,1.8216510999482125,[1.82033080002293],637.0,94.0,731.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.82033080002293,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0059,무조건 달콤한 향이 좋아 달콤한데 약간 민트계열도 있었으면 좋겠어,"{
  ""scent_preference"": [""Sweet"", ""Mint""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""무조건 달콤한 향"", ""달콤한데 약간 민트계열도 있으면 좋겠어""]
}","{""scent_preference"":[""Sweet"",""Mint""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""무조건 달콤한 향"",""달콤한데 약간 민트계열도 있으면 좋겠어""]}",success,success,success,1,2.4074814000632614,[2.4062715999316424],647.0,99.0,746.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.4062715999316424,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0060,살같에서 날 것 같은 베이비 파우더 같은 거 가지고 싶어,"{
  ""scent_preference"": [""Baby Powder""],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [""살갗에서 날 것 같은 느낌""]
}","{""scent_preference"":[""Baby Powder""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""살갗에서 날 것 같은 느낌""]}",success,success,success,1,1.4881577000487596,[1.4873540999833494],638.0,79.0,717.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4873540999833494,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0061,흰 꽃에서만 나는 맑은 향에 시트러스 향 섞인 거 갖고싶어.,"{
  ""scent_preference"": [
    ""citrus""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""맑은 향"",
    ""흰 꽃에서만 나는 향"",
    ""시트러스 향이 섞인 것""
  ]
}","{""scent_preference"":[""citrus""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""맑은 향"",""흰 꽃에서만 나는 향"",""시트러스 향이 섞인 것""]}",success,success,success,1,2.012364000082016,[2.0112356001045555],645.0,106.0,751.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.0112356001045555,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0062,풍성한 복숭아!!! 나는 복숭아 밭한다!!! 할 정도로 복숭아 향나는 폭닥한거,"{
  ""scent_preference"": [
    ""Peach""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""peach 향이 풍성한"",
    ""폭닥한 느낌""
  ]
}","{""scent_preference"":[""Peach""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""peach 향이 풍성한"",""폭닥한 느낌""]}",success,success,success,1,1.4641547000501305,[1.4632390001788735],651.0,93.0,744.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4632390001788735,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0063,쨍한 허브 비누향에 세제 잔뜩 쓴 것 같은 향 갖고 싶어,"{
  ""scent_preference"": [
    ""Fresh herb"",
    ""clean soap""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""세제를 잔뜩 쓴 것 같은 향""
  ]
}","{""scent_preference"":[""Fresh herb"",""clean soap""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""세제를 잔뜩 쓴 것 같은 향""]}",success,success,success,1,1.7540531000122428,[1.752838500076905],646.0,95.0,741.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.752838500076905,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0064,차가운데 쨍한 향수 추천,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""차가운데 쨍한 향""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""차가운데 쨍한 향""]}",success,success,success,1,1.4097984998952597,[1.4084898999426514],631.0,80.0,711.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4084898999426514,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0065,은은하게 잔향 좋은 거. 향은 딱히 선호 없음 모름 잘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": ""LOW"",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""은은하게 잔향 좋은 거"",
    ""향은 딱히 선호 없음/모름""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":""LOW"",""longevity"":""""},""avoid"":[],""additional_requirements"":[""은은하게 잔향 좋은 거"",""향은 딱히 선호 없음/모름""]}",success,success,success,1,1.658138600178063,[1.6569091000128537],641.0,96.0,737.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.6569091000128537,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0066,자연스러운 향수 갖고싶음 은은한 살냄새 같은 걸로,"{
  ""scent_preference"": [
    ""Skin scent""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": ""LOW"",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""자연스러운 향"",
    ""은은한 살냄새 같은 느낌""
  ]
}","{""scent_preference"":[""Skin scent""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":""LOW"",""longevity"":""""},""avoid"":[],""additional_requirements"":[""자연스러운 향"",""은은한 살냄새 같은 느낌""]}",success,success,success,1,2.1852507998701185,[2.184481200063601],641.0,98.0,739.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.184481200063601,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0067,중성적인 향수 원해. 약간 담백하고 부드러운데 엣지있는거?,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""neuter""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""약간 담백하고 부드러운데 엣지 있는 느낌""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""neuter""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""약간 담백하고 부드러운데 엣지 있는 느낌""]}",success,success,success,1,2.151803199900314,[2.1510288000572473],644.0,93.0,737.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.1510288000572473,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0068,장마철 호수에 떠있는 연꽃같은 느낌 원해,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [
      ""summer""
    ],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""장마철, 호수 위에 떠있는 연꽃 같은 느낌""
  ]
}","{""scent_preference"":[],""context"":{""season"":[""summer""],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""장마철, 호수 위에 떠있는 연꽃 같은 느낌""]}",success,success,success,1,1.658338899957016,[1.6571434999350458],636.0,92.0,728.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.6571434999350458,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0069,땀 냄새랑 섞여도 안 이상한 거. 바디스프레이처럼 쓸 수 있는 거 필요함,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""땀 냄새랑 섞여도 이상하지 않음"",
    ""바디스프레이처럼 가볍게/편하게 사용 가능""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""땀 냄새랑 섞여도 이상하지 않음"",""바디스프레이처럼 가볍게/편하게 사용 가능""]}",success,success,success,1,2.1994357998482883,[2.1987410001456738],650.0,105.0,755.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.1987410001456738,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0070,10만원 이내에서 살 수 있는 저렴한 시원한 향기 나는 향수,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""10만원 이내"",
    ""저렴한"",
    ""시원한 향기""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""10만원 이내"",""저렴한"",""시원한 향기""]}",success,success,success,1,1.8043152000755072,[1.8030749999452382],640.0,90.0,730.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.8030749999452382,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0071,무조건 20만원 이내에서 조합 괜찮은 향수 2개. 중성적인 느낌으로!,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": [
      ""neuter""
    ]
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""20만원 이내"",
    ""조합 괜찮은 향수 2개"",
    ""중성적인 느낌""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[""neuter""]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""20만원 이내"",""조합 괜찮은 향수 2개"",""중성적인 느낌""]}",success,success,success,1,1.6489327000454068,[1.6478560999967158],647.0,104.0,751.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.6478560999967158,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0072,이슬을 머금은 장미같은 향수 추천해줘,"{
  ""scent_preference"": [""Rose""],
  ""context"": {""season"": [], ""daypart"": [], ""gender"": []},
  ""performance"": {""intensity"": """", ""longevity"": """"},
  ""avoid"": [],
  ""additional_requirements"": [""이슬을 머금은 장미 같은 향""]
}","{""scent_preference"":[""Rose""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""이슬을 머금은 장미 같은 향""]}",success,success,success,1,1.4088425000663847,[1.4081034997943789],636.0,70.0,706.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.4081034997943789,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0073,첫 인상이 포근하고 릴랙싱한 향수를 가지고 싶어,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""첫 인상이 포근하고 릴랙싱한 향""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""첫 인상이 포근하고 릴랙싱한 향""]}",success,success,success,1,1.8109963000752032,[1.8102154000662267],637.0,84.0,721.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.8102154000662267,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0074,비 오는 날에 뿌릴 만한 30대 여성 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": ""female""
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""비 오는 날"",
    ""30대 여성"",
    ""추천 요청""
  ]
}",,success,success,failed,3,8.413809000048786,"[1.5463829000946134, 2.3260894999839365, 1.5374445000197738]",,,,False,SCHEMA_VALIDATION_ERROR,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.5463829000946134,""status"":""failed"",""error_type"":""SCHEMA_VALIDATION_ERROR"",""error_message"":""context.gender는 문자열 list여야 합니다.""},{""attempt"":2,""http_status"":200,""latency_seconds"":2.3260894999839365,""status"":""failed"",""error_type"":""SCHEMA_VALIDATION_ERROR"",""error_message"":""context.gender는 문자열 list여야 합니다.""},{""attempt"":3,""http_status"":200,""latency_seconds"":1.5374445000197738,""status"":""failed"",""error_type"":""SCHEMA_VALIDATION_ERROR"",""error_message"":""context.gender는 문자열 list여야 합니다.""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0075,회사나 중요한 공식석상에서 뿌리기 적합한 향수 추천해줘,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""회사나 중요한 공식석상에서 뿌리기 적합""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""회사나 중요한 공식석상에서 뿌리기 적합""]}",success,success,success,1,1.3585429000668228,[1.3571979999542236],641.0,86.0,727.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.3571979999542236,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0076,산뜻하면서 과일냄새 나는 향수 사고싶어,"{
  ""scent_preference"": [
    ""citrus"",
    ""fruity""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""산뜻하면서 과일냄새 나는 향수""
  ]
}","{""scent_preference"":[""citrus"",""fruity""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""산뜻하면서 과일냄새 나는 향수""]}",success,success,success,1,1.6053816999774426,[1.6044434998184443],635.0,96.0,731.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.6044434998184443,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0077,지금 단종된 템버린즈 볼드 시트러스랑 비슷한 향수 추천해줘,"{
  ""scent_preference"": [
    ""citrus""
  ],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""지금 단종된 템버린즈 볼드 시트러스와 비슷한 향""
  ]
}","{""scent_preference"":[""citrus""],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""지금 단종된 템버린즈 볼드 시트러스와 비슷한 향""]}",success,success,success,1,1.771979499841109,[1.770486299879849],645.0,100.0,745.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.770486299879849,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0078,가볍고 부드러운 느낌의 향수,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""가볍고 부드러운 느낌""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""가볍고 부드러운 느낌""]}",success,success,success,1,1.745500799966976,[1.7444971001241356],632.0,80.0,712.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.7444971001241356,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0079,물 대신 과즙을 마시고 자란 꽃 같은 느낌과 최대한 비슷한 느낌의 향수,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""물 대신 과즙을 마신 듯한 느낌"",
    ""자란 꽃 같은 느낌"",
    ""가능한 한 최대한 비슷한 느낌의 향수""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""물 대신 과즙을 마신 듯한 느낌"",""자란 꽃 같은 느낌"",""가능한 한 최대한 비슷한 느낌의 향수""]}",success,success,success,1,2.200581000186503,[2.199710600078106],645.0,106.0,751.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":2.199710600078106,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
UQ0080,바다에 누워서 가만히 하늘을 올려다보고있는 듯한 느낌의 향수,"{
  ""scent_preference"": [],
  ""context"": {
    ""season"": [],
    ""daypart"": [],
    ""gender"": []
  },
  ""performance"": {
    ""intensity"": """",
    ""longevity"": """"
  },
  ""avoid"": [],
  ""additional_requirements"": [
    ""바다에 누워서 가만히 하늘을 올려다보고 있는 듯한 느낌""
  ]
}","{""scent_preference"":[],""context"":{""season"":[],""daypart"":[],""gender"":[]},""performance"":{""intensity"":"""",""longevity"":""""},""avoid"":[],""additional_requirements"":[""바다에 누워서 가만히 하늘을 올려다보고 있는 듯한 느낌""]}",success,success,success,1,1.8580632000230253,[1.8573461999185383],644.0,92.0,736.0,True,,"[{""attempt"":1,""http_status"":200,""latency_seconds"":1.8573461999185383,""status"":""success"",""error_type"":"""",""error_message"":""""}]",gpt-5.4-nano,stage1_llm_v1,2026-09-01T00:32:31+09:00
