source,row,sentence,v1_response,v2_response,ok,latency_seconds
합성,469,남녀 누구나 편하게 쓸 여름 향이면 좋겠어. 신선한 과일 느낌이 있고 너무 진하거나 무겁지 않았으면 해.,"{""scent_preference"": [""citrus"", ""fruity""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""남녀 누구나 편하게 쓸 여름 향"", ""신선한 과일 느낌"", ""너무 진하거나 무겁지 않았으면 해""]}","{""scent_preference"": [""fruit""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""편하게 쓸 수 있는"", ""너무 진하지 않았으면 해"", ""너무 무겁지 않았으면 해"", ""신선한 과일 느낌""]}",True,1.76
합성,479,"더운 날 답답하지 않은 자연스러운 향을 찾고 있어. 시원한 민트와 풀, 바닷바람 같은 느낌이 함께 났으면 좋겠어.","{""scent_preference"": [""Mint"", ""woodsy""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""더운 날 답답하지 않은 자연스러운 향"", ""풀과 바닷바람 같은 느낌""]}","{""scent_preference"": [""Mint"", ""woody""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""더운 날 답답하지 않은 자연스러운 향"", ""시원한 민트와 풀"", ""바닷바람 같은 느낌""]}",True,1.722
합성,484,바다 근처에 온 것처럼 상쾌한 향이면 좋겠어. 한여름에도 답답하지 않고 깔끔하고 현대적인 분위기를 원해.,"{""scent_preference"": [], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""바다 근처에 온 것처럼 상쾌한 향"", ""한여름에도 답답하지 않음"", ""깔끔하고 현대적인 분위기""]}","{""scent_preference"": [], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""바다 근처에 온 것처럼 상쾌한 향"", ""한여름에도 답답하지 않게"", ""깔끔하고 현대적인 분위기""]}",True,1.547
합성,523,차 마실 때 나는 은은한 향처럼 자연스러운 향이면 좋겠어. 상쾌하게 시작하고 너무 달거나 무겁지 않았으면 해.,"{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""차 마실 때 나는 은은한 향처럼 자연스러운 향"", ""상쾌하게 시작"", ""너무 달거나 무겁지 않게""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""차 마실 때 나는 은은한 향처럼 자연스러운 향"", ""상쾌하게 시작"", ""너무 달거나 무겁지 않게""]}",True,1.22
합성,563,사람들이 편하게 좋아할 만한 우아한 향이면 좋겠어. 밝은 꽃향이 풍성하면서도 답답하지 않고 산뜻했으면 해.,"{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""우아한 향"", ""사람들이 편하게 좋아할 만한 향"", ""밝은 꽃향"", ""꽃향이 풍성함"", ""답답하지 않음"", ""산뜻함""]}","{""scent_preference"": [""Rose"", ""flower"", ""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""우아한 향"", ""사람들이 편하게 좋아할 만한 향"", ""밝은 꽃향"", ""풍성한 꽃향"", ""답답하지 않게"", ""산뜻했으면 함""]}",True,1.578
합성,594,여름에 학교나 회사에서 편하게 쓸 향을 찾고 있어. 밝고 호불호 적으면서 너무 개성 강하지 않았으면 해.,"{""scent_preference"": [], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""학교나 회사에서 편하게 사용"", ""밝은 느낌"", ""호불호 적게"", ""너무 개성 강하지 않게""]}","{""scent_preference"": [], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""학교 또는 회사에서 편하게 사용"", ""밝은 느낌"", ""호불호가 적었으면"", ""너무 개성 강하지 않았으면""]}",True,1.183
합성,597,솜사탕과 마시멜로처럼 달콤하지만 답답하지 않은 향을 찾고 있어. 폭신하고 깨끗한 느낌이면 좋겠어.,"{""scent_preference"": [""Vanilla""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""솜사탕과 마시멜로처럼 달콤하지만 답답하지 않은 향"", ""폭신한 느낌"", ""깨끗한 느낌""]}","{""scent_preference"": [""Vanilla"", ""Coconut"", ""Marshmallow"", ""Cotton Candy""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""달콤하지만 답답하지 않은 향"", ""폭신한 느낌"", ""깨끗한 느낌""]}",True,1.438
설문,2,향이 별로 안강했으면 좋겠어. 향에 민감해서 다른 향수 냄새를 맡으면 두통이 와. 그리고 자연스러운 향이 났으면 좋겠어. 너무 꾸민 티가 안나게. 그리고 가격대도 취준생 입장에서 부담스럽지 않아야해.,"{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""향이 별로 안 강했으면 좋겠음"", ""향에 민감해서 다른 향수 냄새를 맡으면 두통이 옴"", ""자연스러운 향이었으면 좋겠음"", ""너무 꾸민 티가 안 나게"", ""취준생 입장에서 부담스럽지 않은 가격대""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [""다른 향수 냄새(다른 향을 맡으면 두통 유발)""], ""additional_requirements"": [""자연스러운 향"", ""너무 꾸민 티가 나지 않게"", ""취준생 입장에서 부담스럽지 않은 가격대""]}",True,1.289
설문,13,꽃냄새와 우드의 중간 계열이고 가볍지 않은 조금 무거운 향이 났으면 해. 무거운 향이지만 달달한 냄새로,"{""scent_preference"": [""Rose"", ""woody""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""꽃냄새와 우드의 중간 계열"", ""가볍지 않은 조금 무거운 향"", ""무거운 향이지만 달달한 냄새""]}","{""scent_preference"": [""Rose"", ""woody""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""꽃냄새와 우드의 중간 계열"", ""가볍지 않은 조금 무거운 향"", ""무거운 향이지만 달달한 냄새""]}",True,1.573
설문,17,"중성적인 향, 너무 강하지 않게, 산뜻하고 가벼운 느낌의 향수를 추천해줘.","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""neuter""]}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""산뜻하고 가벼운 느낌""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""neuter""]}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""산뜻하고 가벼운 느낌""]}",True,1.442
설문,22,"나 비누향 엄청 좋아하는데 은은하면서 포근한, 부담스럽지 않은 향수를 추천해줘. 나는 20대 후반의 남자이고, 과한 향은 어지러워 하는 편이야. 특히 목욕탕 스킨 냄새는 진짜 싫어해.","{""scent_preference"": [""soap""], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""male""]}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [""bathhouse skin scent""], ""additional_requirements"": [""은은하면서 포근한 느낌"", ""부담스럽지 않은 향"", ""과한 향은 어지러울 수 있음"", ""목욕탕 스킨 냄새는 싫음""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""male""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""목욕탕 스킨 냄새"", ""과한 향(어지러움)""], ""additional_requirements"": [""비누향을 엄청 좋아함"", ""은은하면서 포근한"", ""부담스럽지 않은 향""]}",True,1.422
설문,39,너는 향수 전문가야. 나에게 향수를 추천해줘. 내가 원하는 향수의 향은 다음과 같아. [향수 정보] - 너무 진하지 않은 향 - 적당히 달콤하고 적당히 시원한 향 - [봄/여름/가을/겨울]에 어울리는 향 검색된 향수의 리뷰도 같이 검색해서 테이블 형태로 보여줘,"{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""너무 진하지 않은 향"", ""적당히 달콤한 향"", ""적당히 시원한 향"", ""봄/여름/가을/겨울에 어울리는 향""]}","{""scent_preference"": [], ""context"": {""season"": [""spring"", ""summer"", ""autumn"", ""winter""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""너무 진하지 않은 향"", ""적당히 달콤하고 적당히 시원한 향"", ""봄/여름/가을/겨울에 어울리는 향"", ""검색된 향수의 리뷰도 같이 제공"", ""테이블 형태로 보여달라""]}",True,1.557
설문,42,"데일리로 가볍게 쓸 수 있는 향수를 찾고 싶어. 나는 학생이라 가격대가 그렇게 높은 것은 부담스럽고, 10만원대 안팎으로 추천해줘. 향수를 많이 써본 적이 없어서 향에 대해서 설명하는 메세지를 잘 몰라. 실제 향이랑 향에 대한 설명이 매치되지 않아. 일단 좋아하는 냄새는 비누향, 코튼향인것 같고 특히 싫어했던 냄새는 장미향인 것 같아. 향수를 뿌렸을 때, 깨끗하고 여성스러운 이미지로 보였으면 좋겠어. 그리고 밀폐된 강의실에서도 사용해도 주변 사람에게 부담스럽지 않을 정도면 좋겠어. 여름이랑 겨울에 각각 사용할만한 향수를 추천해줘.","{""scent_preference"": [""Clean"", ""Cotton"", ""Soap""], ""context"": {""season"": [""summer"", ""winter""], ""daypart"": [""day""], ""gender"": [""female""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""Rose""], ""additional_requirements"": [""daily로 가볍게 사용"", ""학생이라 가격대가 부담스럽지 않아 10만원대 안팎 선호"", ""향 설명이 실제 향과 매치되었으면 좋겠음"", ""밀폐된 강의실에서도 주변 사람에게 부담스럽지 않을 정도""]}","{""scent_preference"": [""Citrus"", ""Cotton"", ""Soap""], ""context"": {""season"": [""summer"", ""winter""], ""daypart"": [""day""], ""gender"": [""female""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""Rose""], ""additional_requirements"": [""daily use"", ""lightly wearable"", ""price around 100,000 KRW (10만원대 안팎)"", ""for use in enclosed lecture rooms without being too burdensome to others"", ""prefers clean and feminine impression"", ""has limited experience using perfume and needs matching between actual scent and its description""]}",True,1.652
설문,54,여름에 쓰려고 하는데 시트러스하지만 머스크한 느낌을 품고 있으면서 그렇다고 너무 무겁지 않은 향을 추천받고싶어 그리고 달달한 느낌보다는 화이트플로럴계열이 더 나은것같아,"{""scent_preference"": [""citrus"", ""musk"", ""white floral""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""too heavy""], ""additional_requirements"": [""sweet 느낌보다는 white floral 계열 선호""]}","{""scent_preference"": [""citrus"", ""musky"", ""white floral""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""too heavy"", ""sweet""], ""additional_requirements"": [""not too heavy"", ""prefer white floral over sweet""]}",True,1.096
설문,65,"너는 향수 매장에서 향수를 판매하고 있는 셀러야. 모든 종류의 향수를 판매하고있어서 어울리는 향수를 찾아서 추천할 수 있어. 나는 향수를 뿌려본 적 없어서 관련 지식이 없는 사람이야. 그런 사람이 이해할 수 있게 설명을 곁들여서 향수를 세가지 추천해줘 다양한 향과 가격대로 추천할 것 나는 20대 중반 남성이고, 교육을 수강하러 다녀. 향수를 뿌림으로써 다음 효과를 기대해 주변 동료들이 느끼기에 깔끔한 이미지 얻음 너무 강하지 않아 은은한 향으로 상대방에게 불쾌감을 주지 않음","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [""day""], ""gender"": [""male""]}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""20대 중반 남성"", ""교육 수강하러 다니는 상황"", ""동료들이 느끼기에 깔끔한 이미지"", ""너무 강하지 않고 은은한 향"", ""상대방에게 불쾌감을 주지 않기"", ""다양한 향과 가격대로 3가지 추천"", ""향수를 뿌려본 경험 없음(이해하기 쉽게 설명 필요)""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""male""]}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""20대 중반 남성"", ""교육을 수강하러 다님"", ""주변 동료들이 느끼기에 깔끔한 이미지"", ""은은한 향으로 상대방에게 불쾌감을 주지 않음"", ""다양한 향과 가격대로 3가지 추천"", ""향수 지식이 없는 초보자도 이해할 수 있게 설명을 곁들여 추천"", ""향수를 뿌려본 적 없음""]}",True,1.948
설문,78,"약간 달달하지만, 인공적인 향이 나지 않고, 또 너무 강하진 않은 타인이 맡았을 때 부담스럽지 않은 향이 났으면 좋겠어요 또 지속력은 오래가면 좋을 것 같아 아 그리고 러쉬에서 맡은 20만원 정도 하는 향수 되게 향 좋았는데 이름이 기억 안 나 그거도 되게 달달했던거 같은데 좋은 향이었어","{""scent_preference"": [""Vanilla"", ""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": ""HIGH""}, ""avoid"": [""artificial""], ""additional_requirements"": [""약간 달달함"", ""인공적인 향이 나지 않음"", ""너무 강하지 않아서 타인이 맡았을 때 부담스럽지 않음"", ""지속력은 오래가면 좋음"", ""러쉬에서 약 20만원대 향수를 맡았는데 이름은 기억 안 남"", ""그 향은 되게 달달했던 것 같음""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""MEDIUM"", ""longevity"": ""HIGH""}, ""avoid"": [""인공적인 향""], ""additional_requirements"": [""약간 달달한 향"", ""너무 강하지 않아 타인이 맡았을 때 부담스럽지 않은 향"", ""러쉬에서 맡은 20만원 정도 하는 향수(이름은 기억 안 남)"", ""러쉬 향수도 되게 달달했던 것 같음"", ""좋았던 향""]}",True,1.456
설문,83,"너는 조향사야. 나는 평소에 머스크, 시트러스를 선호하는 편인데, 여름에 사용할 무겁지 않은 향수 추천해줘.","{""scent_preference"": [""musk"", ""citrus""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""heavy""], ""additional_requirements"": [""무겁지 않은 향수"", ""여름에 사용할 것""]}","{""scent_preference"": [""Musk"", ""Citrus""], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""무겁지 않은 향수 추천""]}",True,1.31
설문,86,"3만원에서 10만원 사이 가격대의 향수를 추천해줘. 데이트할 때 상대방에게 나의 향을 각인시키기 위해 일상적으로 뿌려도 거부감 없고, 부담스럽지 않은 향이었으면 좋겠어. 또한 서점과 어울리는 차분하면서 안정되는 향이 좋아. 그리고 너무 여성스러운 이미지의 향보다는 중성적이거나 남성적인 향에 가까운 것이 좋아","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""neuter"", ""male""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""3만원에서 10만원 사이 가격대"", ""데이트할 때 상대방에게 거부감 없고 부담스럽지 않게 일상적으로 뿌릴 수 있는 향"", ""서점과 어울리는 차분하면서 안정되는 향"", ""너무 여성스러운 이미지보다는 중성적이거나 남성적인 쪽에 가까운 향""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""male""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""가격대 3만원~10만원"", ""데이트할 때 상대방에게 나의 향이 각인되도록"", ""일상적으로 뿌려도 거부감 없고 부담스럽지 않은 향"", ""서점과 어울리는 차분하고 안정되는 향"", ""너무 여성스러운 이미지의 향은 피하고 중성적이거나 남성적인 쪽에 가까운 향 선호""]}",True,2.088
설문,94,달콤한데 너무 어리거나 무겁지 않고 상큼한 과일느낌나는 향수 추천해줘. 약간 플로럴한 느낌도 있었으면 좋겠어,"{""scent_preference"": [""sweet"", ""fruity"", ""floral""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""not too young"", ""not too heavy"", ""fresh fruit feel""]}","{""scent_preference"": [""sweet"", ""fruity"", ""citrus"", ""floral""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""너무 어리거나 무겁지 않게"", ""상큼한 과일 느낌"", ""약간 플로럴한 느낌""]}",True,1.39
설문,96,지속력이 좋지만 향이 너무 진하지 않고 플로럴 계열이면서 인공적이지 않고 산뜻한 느낌을 주는 향수를 추천해줘,"{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": ""GOOD""}, ""avoid"": [""인공적""], ""additional_requirements"": [""지속력이 좋지만 향이 너무 진하지 않음"", ""플로럴 계열"", ""산뜻한 느낌""]}","{""scent_preference"": [""floral""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": ""MEDIUM""}, ""avoid"": [], ""additional_requirements"": [""지속력이 좋지만 향이 너무 진하지 않게"", ""인공적이지 않음"", ""산뜻한 느낌""]}",True,1.338
설문,114,"향수를 하나 사고 싶은데 추천해줘. 평소에 사용할 수 있는 데일리 향수를 원하기 때문에 향은 많이 강하지 않은, 일상에서 사용할 수 있는 코튼향 또는 플로럴 향이었으면 좋겠어. 그렇지만 지속력은 최소 1시간은 되었으면 좋겠고, 가격도 10만원은 넘기지 않았으면 하고, 작은 용량 패키지가 있는 상품을 원해.","{""scent_preference"": [""cotton"", ""floral""], ""context"": {""season"": [], ""daypart"": [""day""], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""지속력 최소 1시간"", ""가격 10만원 이하"", ""작은 용량 패키지(미니 용량) 상품""]}","{""scent_preference"": [""cotton"", ""floral""], ""context"": {""season"": [], ""daypart"": [""day""], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""지속력 최소 1시간"", ""가격 10만원 이하"", ""작은 용량 패키지""]}",True,1.305
설문,117,"너무 진하지 않으면서, 흔하지 않으면서, 유니크한 향수.","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""너무 진하지 않으면서"", ""흔하지 않으면서"", ""유니크한 향수""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""너무 진하지 않음"", ""흔하지 않음"", ""유니크한 향수""]}",True,1.143
설문,120,"플로럴 계열의 향을 좋아하고, 향이 너무 강하거나 무겁지 않았으면 좋겠어요. 은은하게 퍼지면서도 잔향이 오래 남아 금방 사라지지 않는 향을 원해요. 너무 흔하거나 뻔한 향보다는 은근히 분위기 있고 호감 가는 느낌이면 좋겠고, 무엇보다 지속력이 좋은 향수를 추천받고 싶어요.","{""scent_preference"": [""floral""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": ""HIGH""}, ""avoid"": [], ""additional_requirements"": [""은은하게 퍼지면서 잔향이 오래 남아 금방 사라지지 않는 향"", ""너무 강하거나 무겁지 않은 향"", ""너무 흔하거나 뻔한 향보다는 은근히 분위기 있고 호감 가는 느낌"", ""지속력이 좋은 향수""]}","{""scent_preference"": [""floral""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": ""HIGH""}, ""avoid"": [], ""additional_requirements"": [""향이 너무 강하거나 무겁지 않았으면 좋겠어요"", ""은은하게 퍼지면서도 잔향이 오래 남아 금방 사라지지 않는 향"", ""너무 흔하거나 뻔한 향보다는 은근히 분위기 있고 호감 가는 느낌"", ""지속력이 좋은 향수 추천""]}",True,1.435
설문,121,향수 살건데 여름에 어울리는 시원한 느낌이지만 너무 가볍지는 않았으면 좋겠고 꽃향이나 코를 찌르는 향 대신 부드럽고 잔향 좋은 향수 3개 추천해줘,"{""scent_preference"": [], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""꽃향"", ""코를 찌르는 향""], ""additional_requirements"": [""시원한 느낌"", ""너무 가볍지는 않은 느낌"", ""부드럽고 잔향이 좋은 향"", ""여름에 어울리는 향수"", ""추천 3개""]}","{""scent_preference"": [], ""context"": {""season"": [""summer""], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""꽃향"", ""코를 찌르는 향""], ""additional_requirements"": [""시원한 느낌"", ""너무 가볍지는 않게"", ""부드럽고 잔향 좋은 향수"", ""여름에 어울리는 향수 3개 추천""]}",True,1.342
설문,131,나는 머스크 계열 향을 좋아하고 무겁지 않고 가벼운데 잔향은 오래 남는 포근한 느낌이 좋아. 상큼한 향도 괜찮아. 내 취향에 맞춰서 향수 추천해줘,"{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": ""HIGH""}, ""avoid"": [], ""additional_requirements"": [""머스크 계열 향 선호"", ""무겁지 않고 가벼운 느낌"", ""잔향이 오래 남는 포근한 느낌 선호"", ""상큼한 향도 괜찮음""]}","{""scent_preference"": [""Musk"", ""citrus""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": ""HIGH""}, ""avoid"": [], ""additional_requirements"": [""무겁지 않고 가벼운 느낌"", ""잔향은 오래 남는 포근한 느낌"", ""상큼한 향도 괜찮아""]}",True,1.317
설문,135,내가 원하는 향수는 향이 너무 강하지 않았으면 좋겠어. 향이 강해서 머리가 아픈적이 있었거든. 그리고 빨래향 같이 자연스러운 향이 좋아서 그런 계열의 향이었으면 좋겠어.,"{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""빨래향 같이 자연스러운 향 계열 선호"", ""향이 강해서 머리가 아픈 적이 있었음""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""빨래향 같이 자연스러운 계열을 선호"", ""향이 강해서 머리가 아픈 적이 있었음""]}",True,1.437
설문,140,중성적인 향수면서 가볍지 않은 향수 추천해줘.,"{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""neuter""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""light""], ""additional_requirements"": [""neutral (중성적인)"", ""not light (가볍지 않은)"", ""recommend perfume""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": [""neuter""]}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""가볍지 않은 향수"", ""중성적인 향수""]}",True,1.127
설문,144,향이 강하지 않으면서 고급스럽고 오래 지속되는 향,"{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": ""HIGH""}, ""avoid"": [], ""additional_requirements"": [""고급스럽게"", ""오래 지속되는 향"", ""향이 강하지 않음""]}","{""scent_preference"": [], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": ""LOW"", ""longevity"": ""HIGH""}, ""avoid"": [], ""additional_requirements"": [""고급스럽고"", ""오래 지속되는 향""]}",True,1.227
설문,150,"인위적이지 않고, 자연 베이스 향이었으면 좋겠음 .플로헐 계열을 좋아하고 너무 풀 냄새가 강하지 않았으면 함. 호불호가 크게 없되 흔하지는 않은 향.","{""scent_preference"": [""floral"", ""woody"", ""natural""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""인위적이지 않은 자연 베이스 향"", ""플로럴 계열 선호"", ""너무 풀 냄새가 강하지 않게"", ""호불호가 크게 없되 흔하지는 않은 향""]}","{""scent_preference"": [""floral""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [""too strong green/grass-like smell""], ""additional_requirements"": [""artificial하지 않은 자연 베이스 향"", ""호불호가 크게 없되 흔하지는 않은 향""]}",True,1.317
설문,153,"가벼운 우디향과 머스크 향을 좋아해. 너무 무겁지 않고 산뜻한 느낌이면 좋을 것 같아. 가벼운 풀냄새도 괜찮고, 달달한 쪽은 바닐라 쪽도 좋아해","{""scent_preference"": [""woody"", ""musk"", ""mint"", ""vanilla""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""가볍고 너무 무겁지 않게"", ""산뜻한 느낌"", ""가벼운 풀냄새도 괜찮음"", ""달달한 쪽은 바닐라 쪽도 선호""]}","{""scent_preference"": [""woody"", ""musk"", ""fresh"", ""grass"", ""vanilla""], ""context"": {""season"": [], ""daypart"": [], ""gender"": []}, ""performance"": {""intensity"": """", ""longevity"": """"}, ""avoid"": [], ""additional_requirements"": [""너무 무겁지 않고 산뜻한 느낌"", ""가벼운 풀냄새도 괜찮음"", ""달달한 쪽은 바닐라 쪽도 좋아함""]}",True,1.244
