source_type,source_expression,target_type,target_feature,association_score,association_metric,support_count,evidence_level,evidence_description
NATURAL_LANGUAGE_DIRECT,Myrrh,NOTE,Myrrh,1.0,EXACT_MATCH,2709.0,A,"Exact canonical Note label; present in 2,709 perfumes"
NATURAL_LANGUAGE_DIRECT,Myrrh Oil,NOTE,Myrrh Oil,1.0,EXACT_MATCH,17.0,A,Exact canonical Note label; present in 17 perfumes
NATURAL_LANGUAGE_DIRECT,Myrtle,NOTE,Myrtle,1.0,EXACT_MATCH,502.0,A,Exact canonical Note label; present in 502 perfumes
NATURAL_LANGUAGE_DIRECT,Mysore Sandalwood,NOTE,Mysore Sandalwood,1.0,EXACT_MATCH,312.0,A,Exact canonical Note label; present in 312 perfumes
NATURAL_LANGUAGE_DIRECT,Mystikal,NOTE,Mystikal,1.0,EXACT_MATCH,19.0,A,Exact canonical Note label; present in 19 perfumes
NATURAL_LANGUAGE_DIRECT,Nag Champa,NOTE,Nag Champa,1.0,EXACT_MATCH,19.0,A,Exact canonical Note label; present in 19 perfumes
NATURAL_LANGUAGE_DIRECT,Nagarmotha,NOTE,Nagarmotha,1.0,EXACT_MATCH,168.0,A,Exact canonical Note label; present in 168 perfumes
NATURAL_LANGUAGE_DIRECT,Nail Polish,NOTE,Nail Polish,1.0,EXACT_MATCH,5.0,A,Exact canonical Note label; present in 5 perfumes
NATURAL_LANGUAGE_DIRECT,Nalca,NOTE,Nalca,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Narcissus,NOTE,Narcissus,1.0,EXACT_MATCH,1378.0,A,"Exact canonical Note label; present in 1,378 perfumes"
NATURAL_LANGUAGE_DIRECT,Narciussus,NOTE,Narciussus,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Nard,NOTE,Nard,1.0,EXACT_MATCH,33.0,A,Exact canonical Note label; present in 33 perfumes
NATURAL_LANGUAGE_DIRECT,Nard Himalayan (Jatamansi),NOTE,Nard Himalayan (Jatamansi),1.0,EXACT_MATCH,150.0,A,Exact canonical Note label; present in 150 perfumes
NATURAL_LANGUAGE_DIRECT,Nashi Pear,NOTE,Nashi Pear,1.0,EXACT_MATCH,78.0,A,Exact canonical Note label; present in 78 perfumes
NATURAL_LANGUAGE_DIRECT,Nasturtium,NOTE,Nasturtium,1.0,EXACT_MATCH,33.0,A,Exact canonical Note label; present in 33 perfumes
NATURAL_LANGUAGE_DIRECT,Naswar,NOTE,Naswar,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Natural Musk,NOTE,Natural Musk,1.0,EXACT_MATCH,298.0,A,Exact canonical Note label; present in 298 perfumes
NATURAL_LANGUAGE_DIRECT,Natural Vanilla,NOTE,Natural Vanilla,1.0,EXACT_MATCH,24.0,A,Exact canonical Note label; present in 24 perfumes
NATURAL_LANGUAGE_DIRECT,NaturalCalm™,NOTE,NaturalCalm™,1.0,EXACT_MATCH,6.0,A,Exact canonical Note label; present in 6 perfumes
NATURAL_LANGUAGE_DIRECT,Nectar,NOTE,Nectar,1.0,EXACT_MATCH,96.0,A,Exact canonical Note label; present in 96 perfumes
NATURAL_LANGUAGE_DIRECT,Nectarine,NOTE,Nectarine,1.0,EXACT_MATCH,577.0,A,Exact canonical Note label; present in 577 perfumes
NATURAL_LANGUAGE_DIRECT,Nectarine blossom,NOTE,Nectarine blossom,1.0,EXACT_MATCH,42.0,A,Exact canonical Note label; present in 42 perfumes
NATURAL_LANGUAGE_DIRECT,Neem,NOTE,Neem,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Neem tree,NOTE,Neem tree,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Negroni,NOTE,Negroni,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Nemophila,NOTE,Nemophila,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Neoprene,NOTE,Neoprene,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Nerium Oleander,NOTE,Nerium Oleander,1.0,EXACT_MATCH,31.0,A,Exact canonical Note label; present in 31 perfumes
NATURAL_LANGUAGE_DIRECT,Neroli,NOTE,Neroli,1.0,EXACT_MATCH,6490.0,A,"Exact canonical Note label; present in 6,490 perfumes"
NATURAL_LANGUAGE_DIRECT,Neroli Essence,NOTE,Neroli Essence,1.0,EXACT_MATCH,42.0,A,Exact canonical Note label; present in 42 perfumes
NATURAL_LANGUAGE_DIRECT,Nettle,NOTE,Nettle,1.0,EXACT_MATCH,36.0,A,Exact canonical Note label; present in 36 perfumes
NATURAL_LANGUAGE_DIRECT,Nettle Blossom,NOTE,Nettle Blossom,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,New Magazine,NOTE,New Magazine,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Nigella,NOTE,Nigella,1.0,EXACT_MATCH,10.0,A,Exact canonical Note label; present in 10 perfumes
NATURAL_LANGUAGE_DIRECT,Nigerian Ginger,NOTE,Nigerian Ginger,1.0,EXACT_MATCH,54.0,A,Exact canonical Note label; present in 54 perfumes
NATURAL_LANGUAGE_DIRECT,Night Blooming Jasmine,NOTE,Night Blooming Jasmine,1.0,EXACT_MATCH,157.0,A,Exact canonical Note label; present in 157 perfumes
NATURAL_LANGUAGE_DIRECT,Night blooming Cereus,NOTE,Night blooming Cereus,1.0,EXACT_MATCH,63.0,A,Exact canonical Note label; present in 63 perfumes
NATURAL_LANGUAGE_DIRECT,Nom Maew,NOTE,Nom Maew,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Nootka,NOTE,Nootka,1.0,EXACT_MATCH,12.0,A,Exact canonical Note label; present in 12 perfumes
NATURAL_LANGUAGE_DIRECT,Norlimbanol™,NOTE,Norlimbanol™,1.0,EXACT_MATCH,20.0,A,Exact canonical Note label; present in 20 perfumes
NATURAL_LANGUAGE_DIRECT,Norwegian pine,NOTE,Norwegian pine,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Nougat,NOTE,Nougat,1.0,EXACT_MATCH,33.0,A,Exact canonical Note label; present in 33 perfumes
NATURAL_LANGUAGE_DIRECT,Nut Grass,NOTE,Nut Grass,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Nutella,NOTE,Nutella,1.0,EXACT_MATCH,8.0,A,Exact canonical Note label; present in 8 perfumes
NATURAL_LANGUAGE_DIRECT,Nutmeg,NOTE,Nutmeg,1.0,EXACT_MATCH,6277.0,A,"Exact canonical Note label; present in 6,277 perfumes"
NATURAL_LANGUAGE_DIRECT,Nutmeg Flower,NOTE,Nutmeg Flower,1.0,EXACT_MATCH,20.0,A,Exact canonical Note label; present in 20 perfumes
NATURAL_LANGUAGE_DIRECT,Nutty Notes,NOTE,Nutty Notes,1.0,EXACT_MATCH,87.0,A,Exact canonical Note label; present in 87 perfumes
NATURAL_LANGUAGE_DIRECT,Nympheal™,NOTE,Nympheal™,1.0,EXACT_MATCH,12.0,A,Exact canonical Note label; present in 12 perfumes
NATURAL_LANGUAGE_DIRECT,Oak,NOTE,Oak,1.0,EXACT_MATCH,1095.0,A,"Exact canonical Note label; present in 1,095 perfumes"
NATURAL_LANGUAGE_DIRECT,Oak Leaves,NOTE,Oak Leaves,1.0,EXACT_MATCH,7.0,A,Exact canonical Note label; present in 7 perfumes
NATURAL_LANGUAGE_DIRECT,Oak Tree,NOTE,Oak Tree,1.0,EXACT_MATCH,44.0,A,Exact canonical Note label; present in 44 perfumes
NATURAL_LANGUAGE_DIRECT,Oakmoss,NOTE,Oakmoss,1.0,EXACT_MATCH,8737.0,A,"Exact canonical Note label; present in 8,737 perfumes"
NATURAL_LANGUAGE_DIRECT,Oat,NOTE,Oat,1.0,EXACT_MATCH,43.0,A,Exact canonical Note label; present in 43 perfumes
NATURAL_LANGUAGE_DIRECT,Oatmilk,NOTE,Oatmilk,1.0,EXACT_MATCH,8.0,A,Exact canonical Note label; present in 8 perfumes
NATURAL_LANGUAGE_DIRECT,Obsidial ®,NOTE,Obsidial ®,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Oily Notes,NOTE,Oily Notes,1.0,EXACT_MATCH,240.0,A,Exact canonical Note label; present in 240 perfumes
NATURAL_LANGUAGE_DIRECT,Old Books,NOTE,Old Books,1.0,EXACT_MATCH,25.0,A,Exact canonical Note label; present in 25 perfumes
NATURAL_LANGUAGE_DIRECT,Old Furniture,NOTE,Old Furniture,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Old House,NOTE,Old House,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Olibanum,NOTE,Olibanum,1.0,EXACT_MATCH,3213.0,A,"Exact canonical Note label; present in 3,213 perfumes"
NATURAL_LANGUAGE_DIRECT,Olibanum (Frankincense),NOTE,Olibanum (Frankincense),1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Olibanum Sacra Resin Green,NOTE,Olibanum Sacra Resin Green,1.0,EXACT_MATCH,11.0,A,Exact canonical Note label; present in 11 perfumes
NATURAL_LANGUAGE_DIRECT,Olive,NOTE,Olive,1.0,EXACT_MATCH,169.0,A,Exact canonical Note label; present in 169 perfumes
NATURAL_LANGUAGE_DIRECT,Olive Blossom,NOTE,Olive Blossom,1.0,EXACT_MATCH,60.0,A,Exact canonical Note label; present in 60 perfumes
NATURAL_LANGUAGE_DIRECT,Olive Leaf,NOTE,Olive Leaf,1.0,EXACT_MATCH,24.0,A,Exact canonical Note label; present in 24 perfumes
NATURAL_LANGUAGE_DIRECT,Olive Tree,NOTE,Olive Tree,1.0,EXACT_MATCH,136.0,A,Exact canonical Note label; present in 136 perfumes
NATURAL_LANGUAGE_DIRECT,Olive flower,NOTE,Olive flower,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Olymra plant accord,NOTE,Olymra plant accord,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Onycha,NOTE,Onycha,1.0,EXACT_MATCH,5.0,A,Exact canonical Note label; present in 5 perfumes
NATURAL_LANGUAGE_DIRECT,Oolong tea,NOTE,Oolong tea,1.0,EXACT_MATCH,85.0,A,Exact canonical Note label; present in 85 perfumes
NATURAL_LANGUAGE_DIRECT,Operanide,NOTE,Operanide,1.0,EXACT_MATCH,8.0,A,Exact canonical Note label; present in 8 perfumes
NATURAL_LANGUAGE_DIRECT,Opium,NOTE,Opium,1.0,EXACT_MATCH,69.0,A,Exact canonical Note label; present in 69 perfumes
NATURAL_LANGUAGE_DIRECT,Opoponax,NOTE,Opoponax,1.0,EXACT_MATCH,1010.0,A,"Exact canonical Note label; present in 1,010 perfumes"
NATURAL_LANGUAGE_DIRECT,Orange,NOTE,Orange,1.0,EXACT_MATCH,8200.0,A,"Exact canonical Note label; present in 8,200 perfumes"
NATURAL_LANGUAGE_DIRECT,Orange Blossom,NOTE,Orange Blossom,1.0,EXACT_MATCH,11479.0,A,"Exact canonical Note label; present in 11,479 perfumes"
NATURAL_LANGUAGE_DIRECT,Orange Cassia Tree,NOTE,Orange Cassia Tree,1.0,EXACT_MATCH,11.0,A,Exact canonical Note label; present in 11 perfumes
NATURAL_LANGUAGE_DIRECT,Orange Flower Water,NOTE,Orange Flower Water,1.0,EXACT_MATCH,10.0,A,Exact canonical Note label; present in 10 perfumes
NATURAL_LANGUAGE_DIRECT,Orange Gelato,NOTE,Orange Gelato,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Orange Honey,NOTE,Orange Honey,1.0,EXACT_MATCH,7.0,A,Exact canonical Note label; present in 7 perfumes
NATURAL_LANGUAGE_DIRECT,Orange Jasmine,NOTE,Orange Jasmine,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Orange Leaf,NOTE,Orange Leaf,1.0,EXACT_MATCH,66.0,A,Exact canonical Note label; present in 66 perfumes
NATURAL_LANGUAGE_DIRECT,Orange Marmalade,NOTE,Orange Marmalade,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Orange Oil,NOTE,Orange Oil,1.0,EXACT_MATCH,89.0,A,Exact canonical Note label; present in 89 perfumes
NATURAL_LANGUAGE_DIRECT,Orange Peel,NOTE,Orange Peel,1.0,EXACT_MATCH,166.0,A,Exact canonical Note label; present in 166 perfumes
NATURAL_LANGUAGE_DIRECT,Orange Pepper,NOTE,Orange Pepper,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Orange Soda,NOTE,Orange Soda,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Orangewood,NOTE,Orangewood,1.0,EXACT_MATCH,25.0,A,Exact canonical Note label; present in 25 perfumes
NATURAL_LANGUAGE_DIRECT,Orbitone,NOTE,Orbitone,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Orcanox™,NOTE,Orcanox™,1.0,EXACT_MATCH,106.0,A,Exact canonical Note label; present in 106 perfumes
NATURAL_LANGUAGE_DIRECT,Orchard Blossom,NOTE,Orchard Blossom,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Orchid,NOTE,Orchid,1.0,EXACT_MATCH,2814.0,A,"Exact canonical Note label; present in 2,814 perfumes"
NATURAL_LANGUAGE_DIRECT,Orchid Black Diamond,NOTE,Orchid Black Diamond,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Orchid Cactus,NOTE,Orchid Cactus,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Orchid Leaf,NOTE,Orchid Leaf,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Orchid Pink Leopard,NOTE,Orchid Pink Leopard,1.0,EXACT_MATCH,6.0,A,Exact canonical Note label; present in 6 perfumes
NATURAL_LANGUAGE_DIRECT,Oregano,NOTE,Oregano,1.0,EXACT_MATCH,233.0,A,Exact canonical Note label; present in 233 perfumes
NATURAL_LANGUAGE_DIRECT,Oriental Woodsy notes,NOTE,Oriental Woodsy notes,1.0,EXACT_MATCH,43.0,A,Exact canonical Note label; present in 43 perfumes
NATURAL_LANGUAGE_DIRECT,Oriental notes,NOTE,Oriental notes,1.0,EXACT_MATCH,451.0,A,Exact canonical Note label; present in 451 perfumes
NATURAL_LANGUAGE_DIRECT,Ornithogalum,NOTE,Ornithogalum,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Orris,NOTE,Orris,1.0,EXACT_MATCH,2380.0,A,"Exact canonical Note label; present in 2,380 perfumes"
NATURAL_LANGUAGE_DIRECT,Orris Root,NOTE,Orris Root,1.0,EXACT_MATCH,2137.0,A,"Exact canonical Note label; present in 2,137 perfumes"
NATURAL_LANGUAGE_DIRECT,Osmanthus,NOTE,Osmanthus,1.0,EXACT_MATCH,2850.0,A,"Exact canonical Note label; present in 2,850 perfumes"
NATURAL_LANGUAGE_DIRECT,Osmasylk Natsublim™,NOTE,Osmasylk Natsublim™,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Oud,NOTE,Oud,1.0,EXACT_MATCH,3780.0,A,"Exact canonical Note label; present in 3,780 perfumes"
NATURAL_LANGUAGE_DIRECT,Oud Butter,NOTE,Oud Butter,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Oud Smoke,NOTE,Oud Smoke,1.0,EXACT_MATCH,12.0,A,Exact canonical Note label; present in 12 perfumes
NATURAL_LANGUAGE_DIRECT,Oud Sumatra,NOTE,Oud Sumatra,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Ouzo,NOTE,Ouzo,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Oysters,NOTE,Oysters,1.0,EXACT_MATCH,12.0,A,Exact canonical Note label; present in 12 perfumes
NATURAL_LANGUAGE_DIRECT,Ozonic notes,NOTE,Ozonic notes,1.0,EXACT_MATCH,1107.0,A,"Exact canonical Note label; present in 1,107 perfumes"
NATURAL_LANGUAGE_DIRECT,Palestinian Sweet Lime,NOTE,Palestinian Sweet Lime,1.0,EXACT_MATCH,7.0,A,Exact canonical Note label; present in 7 perfumes
NATURAL_LANGUAGE_DIRECT,Palisander Rosewood,NOTE,Palisander Rosewood,1.0,EXACT_MATCH,1245.0,A,"Exact canonical Note label; present in 1,245 perfumes"
NATURAL_LANGUAGE_DIRECT,Palm Leaf,NOTE,Palm Leaf,1.0,EXACT_MATCH,86.0,A,Exact canonical Note label; present in 86 perfumes
NATURAL_LANGUAGE_DIRECT,Palm Sugar,NOTE,Palm Sugar,1.0,EXACT_MATCH,5.0,A,Exact canonical Note label; present in 5 perfumes
NATURAL_LANGUAGE_DIRECT,Palm Tree,NOTE,Palm Tree,1.0,EXACT_MATCH,49.0,A,Exact canonical Note label; present in 49 perfumes
NATURAL_LANGUAGE_DIRECT,Palmarosa,NOTE,Palmarosa,1.0,EXACT_MATCH,143.0,A,Exact canonical Note label; present in 143 perfumes
NATURAL_LANGUAGE_DIRECT,Palo Santo,NOTE,Palo Santo,1.0,EXACT_MATCH,436.0,A,Exact canonical Note label; present in 436 perfumes
NATURAL_LANGUAGE_DIRECT,Palo Verde Tree,NOTE,Palo Verde Tree,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Pamplewood,NOTE,Pamplewood,1.0,EXACT_MATCH,6.0,A,Exact canonical Note label; present in 6 perfumes
NATURAL_LANGUAGE_DIRECT,Pan Di Spagna,NOTE,Pan Di Spagna,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Pan de Muerto,NOTE,Pan de Muerto,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Panacotta,NOTE,Panacotta,1.0,EXACT_MATCH,30.0,A,Exact canonical Note label; present in 30 perfumes
NATURAL_LANGUAGE_DIRECT,Pancake,NOTE,Pancake,1.0,EXACT_MATCH,16.0,A,Exact canonical Note label; present in 16 perfumes
NATURAL_LANGUAGE_DIRECT,Pandan,NOTE,Pandan,1.0,EXACT_MATCH,6.0,A,Exact canonical Note label; present in 6 perfumes
NATURAL_LANGUAGE_DIRECT,Pandan Leaf,NOTE,Pandan Leaf,1.0,EXACT_MATCH,6.0,A,Exact canonical Note label; present in 6 perfumes
NATURAL_LANGUAGE_DIRECT,Pandanus,NOTE,Pandanus,1.0,EXACT_MATCH,72.0,A,Exact canonical Note label; present in 72 perfumes
NATURAL_LANGUAGE_DIRECT,Pandoro,NOTE,Pandoro,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Panettone,NOTE,Panettone,1.0,EXACT_MATCH,12.0,A,Exact canonical Note label; present in 12 perfumes
NATURAL_LANGUAGE_DIRECT,Panna Cotta,NOTE,Panna Cotta,1.0,EXACT_MATCH,8.0,A,Exact canonical Note label; present in 8 perfumes
NATURAL_LANGUAGE_DIRECT,Pansy,NOTE,Pansy,1.0,EXACT_MATCH,22.0,A,Exact canonical Note label; present in 22 perfumes
NATURAL_LANGUAGE_DIRECT,Papaya,NOTE,Papaya,1.0,EXACT_MATCH,255.0,A,Exact canonical Note label; present in 255 perfumes
NATURAL_LANGUAGE_DIRECT,Papaya Blossom,NOTE,Papaya Blossom,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Papaya flower,NOTE,Papaya flower,1.0,EXACT_MATCH,17.0,A,Exact canonical Note label; present in 17 perfumes
NATURAL_LANGUAGE_DIRECT,Paper,NOTE,Paper,1.0,EXACT_MATCH,108.0,A,Exact canonical Note label; present in 108 perfumes
NATURAL_LANGUAGE_DIRECT,Paper Mulberry,NOTE,Paper Mulberry,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Paperbark,NOTE,Paperbark,1.0,EXACT_MATCH,8.0,A,Exact canonical Note label; present in 8 perfumes
NATURAL_LANGUAGE_DIRECT,Paprika,NOTE,Paprika,1.0,EXACT_MATCH,118.0,A,Exact canonical Note label; present in 118 perfumes
NATURAL_LANGUAGE_DIRECT,Paprika Leaf,NOTE,Paprika Leaf,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Papyrus,NOTE,Papyrus,1.0,EXACT_MATCH,792.0,A,Exact canonical Note label; present in 792 perfumes
NATURAL_LANGUAGE_DIRECT,Para-Cresyl Phenyl Acetate,NOTE,Para-Cresyl Phenyl Acetate,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Paradisamide,NOTE,Paradisamide,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Paradisone,NOTE,Paradisone,1.0,EXACT_MATCH,38.0,A,Exact canonical Note label; present in 38 perfumes
NATURAL_LANGUAGE_DIRECT,Paraguayan Green Sandalwood,NOTE,Paraguayan Green Sandalwood,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Paramela,NOTE,Paramela,1.0,EXACT_MATCH,17.0,A,Exact canonical Note label; present in 17 perfumes
NATURAL_LANGUAGE_DIRECT,Parchment,NOTE,Parchment,1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Parma Violet,NOTE,Parma Violet,1.0,EXACT_MATCH,53.0,A,Exact canonical Note label; present in 53 perfumes
NATURAL_LANGUAGE_DIRECT,Parsley,NOTE,Parsley,1.0,EXACT_MATCH,31.0,A,Exact canonical Note label; present in 31 perfumes
NATURAL_LANGUAGE_DIRECT,Passion Flower,NOTE,Passion Flower,1.0,EXACT_MATCH,265.0,A,Exact canonical Note label; present in 265 perfumes
NATURAL_LANGUAGE_DIRECT,Passion Fruit,NOTE,Passion Fruit,1.0,EXACT_MATCH,14.0,A,Exact canonical Note label; present in 14 perfumes
NATURAL_LANGUAGE_DIRECT,Passionfruit,NOTE,Passionfruit,1.0,EXACT_MATCH,1512.0,A,"Exact canonical Note label; present in 1,512 perfumes"
NATURAL_LANGUAGE_DIRECT,Pastiera Napoletana,NOTE,Pastiera Napoletana,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Pataqueira,NOTE,Pataqueira,1.0,EXACT_MATCH,21.0,A,Exact canonical Note label; present in 21 perfumes
NATURAL_LANGUAGE_DIRECT,Patchouli,NOTE,Patchouli,1.0,EXACT_MATCH,32473.0,A,"Exact canonical Note label; present in 32,473 perfumes"
NATURAL_LANGUAGE_DIRECT,Patchouli (Green),NOTE,Patchouli (Green),1.0,EXACT_MATCH,4.0,A,Exact canonical Note label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Patchouli Leaf,NOTE,Patchouli Leaf,1.0,EXACT_MATCH,122.0,A,Exact canonical Note label; present in 122 perfumes
NATURAL_LANGUAGE_DIRECT,Pea,NOTE,Pea,1.0,EXACT_MATCH,26.0,A,Exact canonical Note label; present in 26 perfumes
NATURAL_LANGUAGE_DIRECT,Peach,NOTE,Peach,1.0,EXACT_MATCH,7921.0,A,"Exact canonical Note label; present in 7,921 perfumes"
NATURAL_LANGUAGE_DIRECT,Peach Blossom,NOTE,Peach Blossom,1.0,EXACT_MATCH,521.0,A,Exact canonical Note label; present in 521 perfumes
NATURAL_LANGUAGE_DIRECT,Peach Cream,NOTE,Peach Cream,1.0,EXACT_MATCH,10.0,A,Exact canonical Note label; present in 10 perfumes
NATURAL_LANGUAGE_DIRECT,Peach Leaf,NOTE,Peach Leaf,1.0,EXACT_MATCH,16.0,A,Exact canonical Note label; present in 16 perfumes
NATURAL_LANGUAGE_DIRECT,Peach Tree,NOTE,Peach Tree,1.0,EXACT_MATCH,7.0,A,Exact canonical Note label; present in 7 perfumes
NATURAL_LANGUAGE_DIRECT,Peanut,NOTE,Peanut,1.0,EXACT_MATCH,29.0,A,Exact canonical Note label; present in 29 perfumes
NATURAL_LANGUAGE_DIRECT,Peanut Butter,NOTE,Peanut Butter,1.0,EXACT_MATCH,3.0,A,Exact canonical Note label; present in 3 perfumes
NATURAL_LANGUAGE_DIRECT,Pear,ACCORD,Pear,1.0,EXACT_MATCH,4.0,A,Exact canonical Accord label; present in 4 perfumes
NATURAL_LANGUAGE_DIRECT,Pear,NOTE,Pear,1.0,EXACT_MATCH,6133.0,A,"Exact canonical Note label; present in 6,133 perfumes"
NATURAL_LANGUAGE_DIRECT,Pear Blossom,NOTE,Pear Blossom,1.0,EXACT_MATCH,180.0,A,Exact canonical Note label; present in 180 perfumes
NATURAL_LANGUAGE_DIRECT,Pear Ice Cream,NOTE,Pear Ice Cream,1.0,EXACT_MATCH,15.0,A,Exact canonical Note label; present in 15 perfumes
NATURAL_LANGUAGE_DIRECT,Pear Juice,NOTE,Pear Juice,1.0,EXACT_MATCH,1.0,A,Exact canonical Note label; present in 1 perfumes
NATURAL_LANGUAGE_DIRECT,Pear Leaf,NOTE,Pear Leaf,1.0,EXACT_MATCH,27.0,A,Exact canonical Note label; present in 27 perfumes
NATURAL_LANGUAGE_DIRECT,Pear Tree,NOTE,Pear Tree,1.0,EXACT_MATCH,2.0,A,Exact canonical Note label; present in 2 perfumes
NATURAL_LANGUAGE_DIRECT,Pear Wood,NOTE,Pear Wood,1.0,EXACT_MATCH,22.0,A,Exact canonical Note label; present in 22 perfumes
NATURAL_LANGUAGE_DIRECT,Pearadise®,NOTE,Pearadise®,1.0,EXACT_MATCH,7.0,A,Exact canonical Note label; present in 7 perfumes
NATURAL_LANGUAGE_DIRECT,Pearls,NOTE,Pearls,1.0,EXACT_MATCH,9.0,A,Exact canonical Note label; present in 9 perfumes
NATURAL_LANGUAGE_DIRECT,Peat,NOTE,Peat,1.0,EXACT_MATCH,47.0,A,Exact canonical Note label; present in 47 perfumes
