query_id,query_text,gold_scent,pred_scent,scent_match,gold_context,pred_context,context_match,gold_performance,pred_performance,performance_match,gold_avoid,pred_avoid,avoid_match,gold_additional,pred_additional,additional_match,overall_exact_match,parser_error,error_components,error_type
UQ0066,자연스러운 향수 갖고싶음 은은한 살냄새 같은 걸로,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",False,[],[],True,"[""자연스러운"",""은은한 살냄새""]",[],False,False,,"[""MISSED_INTENSITY"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0067,중성적인 향수 원해. 약간 담백하고 부드러운데 엣지있는거?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""neuter""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""담백"",""부드러운"",""엣지있는""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0068,장마철 호수에 떠있는 연꽃같은 느낌 원해,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""장마철"",""호수에 떠있는 연꽃""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0069,땀 냄새랑 섞여도 안 이상한 거. 바디스프레이처럼 쓸 수 있는 거 필요함,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""땀 냄새랑 섞여도 안 이상한 거"",""바디스프레이""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0070,10만원 이내에서 살 수 있는 저렴한 시원한 향기 나는 향수,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""10만원 이내"",""저렴한"",""시원한""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0071,무조건 20만원 이내에서 조합 괜찮은 향수 2개. 중성적인 느낌으로!,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""neuter""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""20만원 이내"",""조합 괜찮은"",""향수 2개""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0072,이슬을 머금은 장미같은 향수 추천해줘,"[""Rose""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""이슬을 머금은 장미""]",[],False,False,,"[""MISSED_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0073,첫 인상이 포근하고 릴랙싱한 향수를 가지고 싶어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""첫 인상이 포근"",""릴랙싱""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0074,비 오는 날에 뿌릴 만한 30대 여성 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""female""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""비 오는 날"",""30대""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0075,회사나 중요한 공식석상에서 뿌리기 적합한 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""회사"",""중요한 공식석상""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0076,산뜻하면서 과일냄새 나는 향수 사고싶어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""산뜻"",""과일냄새""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0077,지금 단종된 템버린즈 볼드 시트러스랑 비슷한 향수 추천해줘,[],"[""citrus""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""템버린즈 볼드 시트러스랑 비슷한 향수""]",[],False,False,,"[""EXTRA_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0078,가볍고 부드러운 느낌의 향수,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""가볍고"",""부드러운""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0079,물 대신 과즙을 마시고 자란 꽃 같은 느낌과 최대한 비슷한 느낌의 향수,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""물 대신 과즙을 마시고 자란 꽃""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0080,바다에 누워서 가만히 하늘을 올려다보고있는 듯한 느낌의 향수,"[""Sea Notes""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""바다에 누워서"",""하늘을 올려다보고있는 듯""]",[],False,False,,"[""MISSED_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0081,휴양지에 놀러갔을 때 어울릴만한 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""휴양지에 놀러갔을 때""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0082,뿌리고 슥 지나갔을 때 향이 너무 좋아서 사람들이 다 돌아볼 것 같은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""슥 지나갔을 때"",""향이 너무 좋아서 사람들이 다 돌아볼 것 같은""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0083,귀엽고 산뜻한 20대 여자가 뿌리면 잘어울릴 향수 알려줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""female""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""귀엽고"",""산뜻한"",""20대""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0084,40대 남성 데일리 향수 추천,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""40대"",""데일리 향수""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0085,여름에 남자가 쓰기 좋은 시원한 향수 추천해줘,[],[],True,"{""season"":[""summer""],""daypart"":[],""gender"":[""male""]}","{""season"":[""summer""],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""시원한 향수""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0086,봄에 데일리로 쓰기 좋은 향수 추천해줘,[],[],True,"{""season"":[""spring""],""daypart"":[],""gender"":[]}","{""season"":[""spring""],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""데일리로 쓰기 좋은""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0088,출근할 때 부담 없이 뿌릴 수 있는 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""출근"",""부담 없이""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0089,소개팅할 때 쓰기 좋은 남자 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""소개팅""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0090,데이트할 때 반응 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""데이트"",""반응 좋은""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0091,회사에서 쓰기 좋은 은은한 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",False,[],[],True,"[""회사"",""은은한""]",[],False,False,,"[""MISSED_INTENSITY"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0092,향이 너무 세지 않은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",False,"[""향이 너무 세""]",[],False,[],[],True,False,,"[""MISSED_INTENSITY"",""MISSED_AVOID""]",MULTIPLE_ERRORS
UQ0093,인기많은 남자 향수 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""인기많은 남자""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0094,너무 흔하지 않으면서 섹시한 느낌의 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""흔하지 않으면서"",""섹시한""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0095,햇살 내리쬐는 일본 여름같은 향수,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[""summer""],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""햇살 내리쬐는 일본 여름""]",[],False,False,,"[""EXTRA_SEASON"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0096,중성적이면서 살짝 꿀 향이 나는 향수 찾고있어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""neuter""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""꿀 향""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0097,마사지숍에서 날 것 같은 향수,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""마사지숍""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0098,양키캔들 핑크 샌즈 쓰고 있는데 이거 향 너무 좋아서 이거랑 비슷한 향수 갖고싶어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""양키캔들 핑크 샌즈""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0099,갓 세탁한 포근한 이불 같은 느낌의 향수 가지고싶어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""갓 세탁한 포근한 이불""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0100,샤넬 no5랑 믹스해서 사용하기 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""샤넬 no5랑 믹스해서 사용하기 좋은""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0101,봄에 쓰기 좋은 달달한 꽃 향수 사고싶어,[],[],True,"{""season"":[""spring""],""daypart"":[],""gender"":[]}","{""season"":[""spring""],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""달달한 꽃""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0102,아빠 선물용으로 실패 확률 낮은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[""day""],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""아빠 선물용"",""실패 확률 낮은""]",[],False,False,,"[""EXTRA_DAYPART"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0103,평소에 스트릿룩 많이 입는데 스트릿룩이랑 어울리는 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""스트릿룩이랑 어울리는""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0104,향수 하나만 산다면 사계절용으로 뭐가 좋아?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""사계절용""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0105,시향 없이 블라인드 구매해도 괜찮은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""시향 없이"",""블라인드 구매""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0106,지속력 좋은 남자 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""HIGH""}","{""intensity"":"""",""longevity"":""""}",False,[],[],True,[],[],True,False,,"[""MISSED_GENDER"",""MISSED_LONGEVITY""]",MULTIPLE_ERRORS
UQ0107,잔향이 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""잔향이 좋은""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0108,처음 맡았을 때 호불호 적은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""호불호 적은""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0109,여자들이 좋아할 만한 남자 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""여자들이 좋아할 만한""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0110,남자가 쓰기 좋은 머스크 향수 추천해줘,"[""Musk""]",[],False,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,[],[],True,False,,"[""MISSED_SCENT"",""MISSED_GENDER""]",MULTIPLE_ERRORS
UQ0111,남자가 쓰기 좋은 파우더리 향수 추천해줘,"[""powdery""]","[""powdery""]",True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,[],[],True,False,,"[""MISSED_GENDER""]",MISSED_GENDER
UQ0112,깨끗하고 포근한 느낌의 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""깨끗하고"",""포근한""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0113,샤워하고 나온 것 같은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""샤워하고 나온 것 같은""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0114,부드러운 우디 향수 추천해줘,"[""woody""]","[""woody""]",True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""부드러운""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0115,호텔 로비 같은 고급스러운 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""호텔 로비 같은"",""고급스러운""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0116,달달하지만 너무 느끼하지 않은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,"[""느끼""]",[],False,"[""달달하지만""]",[],False,False,,"[""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0117,시트러스 향이 오래가는 향수 추천해줘,"[""Citrus""]","[""citrus""]",True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""HIGH""}","{""intensity"":"""",""longevity"":""""}",False,[],[],True,[],[],True,False,,"[""MISSED_LONGEVITY""]",MISSED_LONGEVITY
UQ0118,니치 향수 입문용으로 추천해줄 만한 거 있어?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""니치 향수 입문용""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0119,10만 원대에서 살 만한 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""10만 원대""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0120,20만 원 이하로 가성비 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""20만 원 이하"",""가성비""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0121,20대 후반 남자한테 어울리는 향수 내놔,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""20대 후반""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0122,결혼하는 사람한테 선물해줄 향수는 뭐가 있을까?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""결혼하는 사람"",""선물""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0123,운동하고 뿌리면 좋을 남자 향수가 필요해,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""운동하고 뿌리면 좋을""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0124,요즘 올리브영이나 백화점에서 가장 핫하고 인기 많은 여자 향수 알려줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""female""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""올리브영이나 백화점"",""가장 핫"",""인기 많은""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0125,호불호 안 갈리고 누구나 맡았을 때 '좋다'고 느낄 만한 향수 추천좀,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""호불호 안 갈리고"",""누구나 맡았을 때 '좋다'고""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0126,향수 초보인데 실패 확률 제일 적고 남들이 다들 좋다고 하는 남자 향수는 뭐가 있어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""향수 초보"",""실패 확률 제일 적고"",""다들 좋다고""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0127,이번에 향수 하나 장만하려는데 남자 향수는 요즘 뭐가 제일 잘 나가냐?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""제일 잘 나가냐""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0128,호불호 안 갈리는 여자친구 선물용 향수 추천,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""호불호 안 갈리는"",""여자친구 선물""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0129,비누 향이나 세탁 건조기처럼 포근하고 깨끗한 향 나는 남자 향수 찾고 있어요,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""비누 향"",""세탁 건조기처럼 포근"",""깨끗한""]",[],False,False,,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
UQ0130,향수병 디자인이 독특하거나 예술적인 향수 추천해 주세용,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""향수병 디자인이 독특하거나 예술적인""]",[],False,False,,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL
UQ0132,바다가 떠오르는 여름용 남자 향수가 필요해,"[""Sea Notes""]",[],False,"{""season"":[""summer""],""daypart"":[],""gender"":[""male""]}","{""season"":[""summer""],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""바다가 떠오르는""]",[],False,False,,"[""MISSED_SCENT"",""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS
