query_id,query_text,gold_scent,pred_scent,scent_match,gold_context,pred_context,context_match,gold_performance,pred_performance,performance_match,gold_avoid,pred_avoid,avoid_match,gold_additional,pred_additional,additional_match,overall_exact_match,api_status,parse_status,validation_status,error_components,error_type,llm_diagnostic,semantic_over_inference_candidate
UQ0055,플로럴 계열인데 톡 쏘는 거 추천 받고싶음,"[""floral""]","[""floral"",""citrus""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""플로럴 계열"",""톡 쏘는 거""]","[""톡 쏘는 느낌""]",False,False,success,success,success,"[""WRONG_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0056,아로마 계열이면 다 좋은데 너무 진한 향 아니고 은은한 게 좋아,"[""aromatic""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":""LOW"",""longevity"":""""}",True,"[""너무 진한 향""]",[],False,"[""아로마 계열""]","[""아로마 계열을 선호"",""너무 진한 향은 싫고 은은한 향을 원함""]",False,False,success,success,success,"[""MISSED_SCENT"",""MISSED_AVOID"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0057,대학교 들어가는데 좀 어른스러운 느낌의 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""대학교 들어가는데"",""어른스러운""]","[""어른스러운 느낌"",""대학교 입학""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0058,내 추구미 겨울 느낌나는 서늘한 여자임 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""female""]}","{""season"":[""winter""],""daypart"":[],""gender"":[""female""]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""겨울 느낌"",""서늘한 여자""]","[""winter 느낌"",""서늘한 여자임""]",False,False,success,success,success,"[""EXTRA_SEASON"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0059,무조건 달콤한 향이 좋아 달콤한데 약간 민트계열도 있었으면 좋겠어,"[""Mint""]","[""Sweet"",""Mint""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""무조건 달콤한 향"",""약간 민트계열""]","[""무조건 달콤한 향"",""달콤한데 약간 민트계열도 있으면 좋겠어""]",False,False,success,success,success,"[""WRONG_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0060,살같에서 날 것 같은 베이비 파우더 같은 거 가지고 싶어,[],"[""Baby Powder""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""살같에서 날 것 같은"",""베이비 파우더""]","[""살갗에서 날 것 같은 느낌""]",False,False,success,success,success,"[""EXTRA_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0061,흰 꽃에서만 나는 맑은 향에 시트러스 향 섞인 거 갖고싶어.,"[""Citrus""]","[""citrus""]",True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""흰 꽃에서만 나는 맑은 향""]","[""맑은 향"",""흰 꽃에서만 나는 향"",""시트러스 향이 섞인 것""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0062,풍성한 복숭아!!! 나는 복숭아 밭한다!!! 할 정도로 복숭아 향나는 폭닥한거,"[""Peach""]","[""Peach""]",True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""풍성한 복숭아"",""폭닥""]","[""peach 향이 풍성한"",""폭닥한 느낌""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0063,쨍한 허브 비누향에 세제 잔뜩 쓴 것 같은 향 갖고 싶어,"[""herbal"",""Soap""]","[""Fresh herb"",""clean soap""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""쨍한 허브 비누향"",""세제 잔뜩""]","[""세제를 잔뜩 쓴 것 같은 향""]",False,False,success,success,success,"[""WRONG_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0064,차가운데 쨍한 향수 추천,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""차가운데"",""쨍한""]","[""차가운데 쨍한 향""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0065,은은하게 잔향 좋은 거. 향은 딱히 선호 없음 모름 잘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":""LOW"",""longevity"":""""}",True,[],[],True,"[""잔향 좋은 거"",""선호 없음""]","[""은은하게 잔향 좋은 거"",""향은 딱히 선호 없음/모름""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0066,자연스러운 향수 갖고싶음 은은한 살냄새 같은 걸로,[],"[""Skin scent""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":""LOW"",""longevity"":""""}",True,[],[],True,"[""자연스러운"",""은은한 살냄새""]","[""자연스러운 향"",""은은한 살냄새 같은 느낌""]",False,False,success,success,success,"[""EXTRA_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0067,중성적인 향수 원해. 약간 담백하고 부드러운데 엣지있는거?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""neuter""]}","{""season"":[],""daypart"":[],""gender"":[""neuter""]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""담백"",""부드러운"",""엣지있는""]","[""약간 담백하고 부드러운데 엣지 있는 느낌""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0068,장마철 호수에 떠있는 연꽃같은 느낌 원해,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[""summer""],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""장마철"",""호수에 떠있는 연꽃""]","[""장마철, 호수 위에 떠있는 연꽃 같은 느낌""]",False,False,success,success,success,"[""EXTRA_SEASON"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0069,땀 냄새랑 섞여도 안 이상한 거. 바디스프레이처럼 쓸 수 있는 거 필요함,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""땀 냄새랑 섞여도 안 이상한 거"",""바디스프레이""]","[""땀 냄새랑 섞여도 이상하지 않음"",""바디스프레이처럼 가볍게/편하게 사용 가능""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0070,10만원 이내에서 살 수 있는 저렴한 시원한 향기 나는 향수,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""10만원 이내"",""저렴한"",""시원한""]","[""10만원 이내"",""저렴한"",""시원한 향기""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0071,무조건 20만원 이내에서 조합 괜찮은 향수 2개. 중성적인 느낌으로!,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""neuter""]}","{""season"":[],""daypart"":[],""gender"":[""neuter""]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""20만원 이내"",""조합 괜찮은"",""향수 2개""]","[""20만원 이내"",""조합 괜찮은 향수 2개"",""중성적인 느낌""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0072,이슬을 머금은 장미같은 향수 추천해줘,"[""Rose""]","[""Rose""]",True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""이슬을 머금은 장미""]","[""이슬을 머금은 장미 같은 향""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0073,첫 인상이 포근하고 릴랙싱한 향수를 가지고 싶어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""첫 인상이 포근"",""릴랙싱""]","[""첫 인상이 포근하고 릴랙싱한 향""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0074,비 오는 날에 뿌릴 만한 30대 여성 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""female""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""비 오는 날"",""30대""]",[],False,False,success,success,failed,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,SCHEMA_VALIDATION_ERROR,False
UQ0075,회사나 중요한 공식석상에서 뿌리기 적합한 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""회사"",""중요한 공식석상""]","[""회사나 중요한 공식석상에서 뿌리기 적합""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0076,산뜻하면서 과일냄새 나는 향수 사고싶어,[],"[""citrus"",""fruity""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""산뜻"",""과일냄새""]","[""산뜻하면서 과일냄새 나는 향수""]",False,False,success,success,success,"[""EXTRA_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0077,지금 단종된 템버린즈 볼드 시트러스랑 비슷한 향수 추천해줘,[],"[""citrus""]",False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""템버린즈 볼드 시트러스랑 비슷한 향수""]","[""지금 단종된 템버린즈 볼드 시트러스와 비슷한 향""]",False,False,success,success,success,"[""EXTRA_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0078,가볍고 부드러운 느낌의 향수,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""가볍고"",""부드러운""]","[""가볍고 부드러운 느낌""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0079,물 대신 과즙을 마시고 자란 꽃 같은 느낌과 최대한 비슷한 느낌의 향수,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""물 대신 과즙을 마시고 자란 꽃""]","[""물 대신 과즙을 마신 듯한 느낌"",""자란 꽃 같은 느낌"",""가능한 한 최대한 비슷한 느낌의 향수""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0080,바다에 누워서 가만히 하늘을 올려다보고있는 듯한 느낌의 향수,"[""Sea Notes""]",[],False,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""바다에 누워서"",""하늘을 올려다보고있는 듯""]","[""바다에 누워서 가만히 하늘을 올려다보고 있는 듯한 느낌""]",False,False,success,success,success,"[""MISSED_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0081,휴양지에 놀러갔을 때 어울릴만한 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""휴양지에 놀러갔을 때""]","[""휴양지에서 어울릴만한 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0082,뿌리고 슥 지나갔을 때 향이 너무 좋아서 사람들이 다 돌아볼 것 같은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""슥 지나갔을 때"",""향이 너무 좋아서 사람들이 다 돌아볼 것 같은""]","[""뿌리고 슥 지나갔을 때 향이 좋을 것"",""사람들이 돌아볼 것 같은 향""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0083,귀엽고 산뜻한 20대 여자가 뿌리면 잘어울릴 향수 알려줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""female""]}","{""season"":[],""daypart"":[],""gender"":[""female""]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""귀엽고"",""산뜻한"",""20대""]","[""귀엽고 산뜻한"",""20대 여성""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0084,40대 남성 데일리 향수 추천,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[""day""],""gender"":[""male""]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""40대"",""데일리 향수""]","[""40대"",""daily""]",False,False,success,success,success,"[""EXTRA_DAYPART"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0085,여름에 남자가 쓰기 좋은 시원한 향수 추천해줘,[],[],True,"{""season"":[""summer""],""daypart"":[],""gender"":[""male""]}","{""season"":[""summer""],""daypart"":[],""gender"":[""male""]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""시원한 향수""]","[""여름에 남자가 쓰기 좋은 시원한 향수""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0086,봄에 데일리로 쓰기 좋은 향수 추천해줘,[],[],True,"{""season"":[""spring""],""daypart"":[],""gender"":[]}","{""season"":[""spring""],""daypart"":[""day""],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""데일리로 쓰기 좋은""]","[""daily use""]",False,False,success,success,success,"[""EXTRA_DAYPART"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0087,가을에 잘 어울리는 우디 향수 추천해줘,"[""woody""]","[""woody""]",True,"{""season"":[""autumn""],""daypart"":[],""gender"":[]}","{""season"":[""autumn""],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,[],"[""가을에 잘 어울리는 우디 향수 추천해줘""]",False,False,success,success,success,"[""EXTRA_ADDITIONAL""]",EXTRA_ADDITIONAL,,False
UQ0088,출근할 때 부담 없이 뿌릴 수 있는 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[""day""],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""출근"",""부담 없이""]","[""출근할 때 부담 없이 뿌릴 수 있는 향수 추천""]",False,False,success,success,success,"[""EXTRA_DAYPART"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0089,소개팅할 때 쓰기 좋은 남자 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""소개팅""]","[""소개팅할 때"",""남자 향수""]",False,False,success,success,success,"[""MISSED_GENDER"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,False
UQ0090,데이트할 때 반응 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""데이트"",""반응 좋은""]","[""데이트할 때 반응 좋은 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0091,회사에서 쓰기 좋은 은은한 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":""LOW"",""longevity"":""""}",True,[],[],True,"[""회사"",""은은한""]","[""회사에서 쓰기 좋은"",""은은한 향수""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0092,향이 너무 세지 않은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":""LOW"",""longevity"":""""}","{""intensity"":""LOW"",""longevity"":""""}",True,"[""향이 너무 세""]",[],False,[],[],True,False,success,success,success,"[""MISSED_AVOID""]",MISSED_AVOID,,False
UQ0093,인기많은 남자 향수 추천해줘.,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[""male""]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""인기많은 남자""]","[""인기 많은 남자 향수""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0094,너무 흔하지 않으면서 섹시한 느낌의 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""흔하지 않으면서"",""섹시한""]","[""너무 흔하지 않음"",""섹시한 느낌""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0095,햇살 내리쬐는 일본 여름같은 향수,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[""summer""],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""햇살 내리쬐는 일본 여름""]","[""햇살 내리쬐는 일본 여름 같은 향""]",False,False,success,success,success,"[""EXTRA_SEASON"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0096,중성적이면서 살짝 꿀 향이 나는 향수 찾고있어,[],"[""Honey""]",False,"{""season"":[],""daypart"":[],""gender"":[""neuter""]}","{""season"":[],""daypart"":[],""gender"":[""neuter""]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""꿀 향""]","[""중성적""]",False,False,success,success,success,"[""EXTRA_SCENT"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0097,마사지숍에서 날 것 같은 향수,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""마사지숍""]","[""마사지숍에서 날 것 같은 향""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0098,양키캔들 핑크 샌즈 쓰고 있는데 이거 향 너무 좋아서 이거랑 비슷한 향수 갖고싶어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""양키캔들 핑크 샌즈""]","[""양키캔들 핑크 샌즈와 비슷한 향을 원함"",""현재 사용 중인 '핑크 샌즈' 향이 너무 마음에 듦""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0099,갓 세탁한 포근한 이불 같은 느낌의 향수 가지고싶어,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""갓 세탁한 포근한 이불""]","[""갓 세탁한 포근한 이불 같은 느낌""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0100,샤넬 no5랑 믹스해서 사용하기 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""샤넬 no5랑 믹스해서 사용하기 좋은""]","[""샤넬 No.5와 믹스해서 사용하기 좋은 향수 추천"",""No.5와 함께 레이어링 용도""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0101,봄에 쓰기 좋은 달달한 꽃 향수 사고싶어,[],[],True,"{""season"":[""spring""],""daypart"":[],""gender"":[]}","{""season"":[""spring""],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""달달한 꽃""]","[""sweet"",""floral""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0102,아빠 선물용으로 실패 확률 낮은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""아빠 선물용"",""실패 확률 낮은""]","[""아빠 선물용"",""실패 확률 낮은 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0103,평소에 스트릿룩 많이 입는데 스트릿룩이랑 어울리는 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""스트릿룩이랑 어울리는""]","[""스트릿룩과 어울리는 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0104,향수 하나만 산다면 사계절용으로 뭐가 좋아?,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[""spring"",""summer"",""autumn"",""winter""],""daypart"":[],""gender"":[]}",False,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""사계절용""]","[""하나만 추천"",""사계절용""]",False,False,success,success,success,"[""EXTRA_SEASON"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0105,시향 없이 블라인드 구매해도 괜찮은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""시향 없이"",""블라인드 구매""]","[""시향 없이 블라인드 구매해도 괜찮은 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0106,지속력 좋은 남자 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[""male""]}",True,"{""intensity"":"""",""longevity"":""HIGH""}","{""intensity"":"""",""longevity"":""HIGH""}",True,[],[],True,[],[],True,True,success,success,success,[],,,False
UQ0107,잔향이 좋은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""HIGH""}",False,[],[],True,"[""잔향이 좋은""]","[""잔향이 좋은 향수 추천""]",False,False,success,success,success,"[""EXTRA_LONGEVITY"",""MISSED_ADDITIONAL""]",MULTIPLE_ERRORS,,True
UQ0108,처음 맡았을 때 호불호 적은 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[]}","{""season"":[],""daypart"":[],""gender"":[]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""호불호 적은""]","[""처음 맡았을 때 호불호가 적은 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
UQ0109,여자들이 좋아할 만한 남자 향수 추천해줘,[],[],True,"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""season"":[],""daypart"":[],""gender"":[""male""]}",True,"{""intensity"":"""",""longevity"":""""}","{""intensity"":"""",""longevity"":""""}",True,[],[],True,"[""여자들이 좋아할 만한""]","[""여자들이 좋아할 만한 남자 향수 추천""]",False,False,success,success,success,"[""MISSED_ADDITIONAL""]",MISSED_ADDITIONAL,,False
