commercial_identity_id,canonical_brand,fragrance_name_normalized,concentration,product_form,candidate_family_id,has_purchase_signal,has_hwahae_signal,best_hwahae_rank,purchase_overlap_status,purchase_overlap_basis,matched_purchase_commercial_identity_id,member_count,purchase_member_count,hwahae_member_count,member_refs,fragrantica_match_attempted,fragrantica_match_status,fragrantica_id,fragrantica_match_basis,fragrantica_candidate_ids,fragrantica_match_score,fragrantica_candidate_names,fragrantica_match_margin,best_musinsa_rank,best_oliveyoung_rank,best_lotte_rank,fragrantica_verification_refusal
ci_f7ced541c01c,마인드오버바디,생화장미 로즈온어플래닛,EDP,LIQUID_PERFUME,cf_c72b1b3b84f0,True,False,,,,,1,1,0,musinsa:256,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,256.0,,,
ci_e57d14822a83,Clean,리저브 블렌드 스킨,EDP,LIQUID_PERFUME,cf_8586ca21a986,True,False,,,,,1,1,0,musinsa:257,True,NO_MATCH,,compatible candidate not found,35231|42952|3031|36537|104123,0.666667,Blonde Rose|Clean Lovegrass|Clean Provence|Summer Splash Sunkissed Skin|Strawberry Fields,0.095238,257.0,,,
ci_48a7650c4dbb,Maison Martin Margiela,레플리카 스프링타임 인 어 파크,EDT,LIQUID_PERFUME,cf_53e42834c1b1,True,False,,,,,1,1,0,musinsa:258,True,MATCH,55927.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",55927,1.0,Springtime in a Park,,258.0,,,
ci_844980499428,Montblanc,스타워커,EDT,LIQUID_PERFUME,cf_452fce9de686,True,False,,,,,3,3,0,musinsa:259|oliveyoung:126|oliveyoung:187,True,MATCH,4023.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",4023,1.0,Starwalker,,259.0,126.0,,
ci_89065f584687,LOIVIE,피오니 앤 화이트 머스크,EDP,LIQUID_PERFUME,cf_f2c62cb15eb0,True,False,,,,,2,2,0,musinsa:260|musinsa:317,True,MATCH,95618.0,brand exact/explicit alias; name exact score=1.000 margin=0.455; no conflicting concentration record; form compatible; llm reconstructed name exact,95618|95649|95620|95621|95622,1.0,Peony & White Musk|Thyme & Moss|Bergamot & White Rose|Mango & Mint Leaves|Lotus & Incense,0.454545,260.0,,,
ci_8f23a3d1df3d,KINFOLK NOTES,캡틴스 바,EDP,LIQUID_PERFUME,cf_da8afe0b8c2a,True,False,,,,,1,1,0,musinsa:261,True,MATCH,123290.0,"human confirmation review: brand, fragrance name, concentration/form compatible",123290,1.0,Captain's Bar,,261.0,,,
ci_214ae48a4e34,Elizabeth Arden,베닝,UNSPECIFIED,SOLID_FRAGRANCE,cf_b5c4e0ff038e,True,False,,,,,1,1,0,musinsa:262,True,NO_MATCH,,compatible candidate not found,,,,,262.0,,,
ci_b30f69a3df89,Body Fantasies,파우치 판타지,UNSPECIFIED,BODY_FRAGRANCE,cf_8e6165365ad9,True,False,,,,,1,1,0,musinsa:266,True,NO_MATCH,,compatible candidate not found,,,,,266.0,,,
ci_1ee9b276cd55,Vivienne Westwood,보이넥스트도어 에끌로에,EDP,LIQUID_PERFUME,cf_c934af463532,True,False,,,,,1,1,0,musinsa:267,True,NO_MATCH,,compatible candidate not found,1532|6208|21770|116577|1533,0.545455,Boudoir|Boudoir Jouy|Mon Boudoir|Boudoir 2025|Boudoir Sin Garden,0.045455,267.0,,,
ci_25a3e29e48bc,데이모어센트,20 쉘 Type 업그레이드 엑스트레드 니치,EXTRAIT,LIQUID_PERFUME,cf_22d15c81403f,True,False,,,,,1,1,0,musinsa:268,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,268.0,,,
ci_5af09bf5d215,Adidas,바이브 스무스 페이스,EDP,LIQUID_PERFUME,cf_45cfe4ea353d,True,False,,,,,1,1,0,musinsa:271,True,NO_MATCH,,compatible candidate not found,120996|7212|7206|120994|21916,0.5,Smooth Pace|Adidas Game Spirit|Adidas Urban Spice|Dreams Glaze|Moves,0.0,271.0,,,
ci_75acfa90d705,시머스,상탈 팬텀,EDP,LIQUID_PERFUME,cf_95320e6af7be,True,False,,,,,1,1,0,musinsa:274,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,274.0,,,
ci_16d1dac7e3d3,Issey Miyake,로디세이 뿌르 옴므,EDT,LIQUID_PERFUME,cf_7919c724003d,True,False,,,,,2,2,0,musinsa:275|musinsa:281,True,MATCH_REVIEW,,candidate retrieval only; name score=0.923 margin=0.000; manual confirmation required; no conflicting concentration record,37742|721|55797|22864|724,0.923077,L'Eau d'Issey Parfum|L'Eau d'Issey Pour Homme|L'Eau d'Issey pour Homme Wood & Wood|L’Eau d’Issey Pour Homme Yuzu|L'Eau Bleue d'Issey Pour Homme,0.0,275.0,,,
ci_03db89ce6119,Jill Stuart,LIMITED 크리스탈 블룸 썸씽 퓨어 블루 000원 상당,EDP,LIQUID_PERFUME,cf_362a3098fb4f,True,False,,,,,1,1,0,musinsa:277,True,MATCH,45086.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",45086,1.0,Crystal Bloom Something Pure Blue,,277.0,,,
ci_951ff379ce1b,Ex Nihilo,러스트 인 파라다이스,EDP,LIQUID_PERFUME,cf_c6e1423d3600,True,False,,,,,1,1,0,musinsa:278,True,MATCH,53588.0,"human confirmation review: brand, fragrance name, concentration/form compatible",53588,1.0,Lust in Paradise,,278.0,,,
ci_ec985663d1ef,Etat Libre d'Orange,헤르만,EDP,LIQUID_PERFUME,cf_90be27c2ede8,True,False,,,,,1,1,0,musinsa:282,True,NO_MATCH,,compatible candidate not found,4522|4512|132347|43531|20448,0.666667,Rien|Charogne|Nihilismus|You Or Someone Like You|La Fin Du Monde,0.0,282.0,,,
ci_43fb1cd8f909,Versace,레드진,EDT,LIQUID_PERFUME,cf_da3e826faecf,True,False,,,,,1,1,0,musinsa:285,True,MATCH,638.0,"human confirmation review: brand, fragrance name, concentration/form compatible",638,1.0,Red Jeans,,285.0,,,
ci_b6a8d353474b,Davidoff,쿨워터맨 EDT125,EDT,LIQUID_PERFUME,cf_5fbe09791de5,True,False,,,,,1,1,0,musinsa:286,True,NO_MATCH,,compatible candidate not found,23600|23599|54343|54312|84034,0.636364,Davidoff Cool Water Woman Coral Reef Edition|Davidoff Cool Water Man Coral Reef Edition|Cool Water Woman Summer Edition 2019|Cool Water Man Summer Edition 2019|Cool Water Oceanic Edition,0.0,286.0,,,
ci_d4c9681992bb,Maison Martin Margiela,레플리카 체이싱 선셋,EDT,LIQUID_PERFUME,cf_dbaa297d7596,True,False,,,,,1,1,0,musinsa:287,True,MATCH,124286.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",124286,1.0,Chasing Sunsets,,287.0,,,
ci_2fd40db92e1f,Ariana Grande,땡큐 넥스트 2 0,EDP,LIQUID_PERFUME,cf_297434d662b1,True,False,,,,,1,1,0,musinsa:289,True,MATCH,68367.0,"human confirmation review: brand, fragrance name, concentration/form compatible",68367,1.0,Thank U Next 2.0,,289.0,,,
ci_d5f3d77a3d05,Lanvin,레 플레르 드 랑방 써니 매그놀리아,EDT,LIQUID_PERFUME,cf_e06d11a0b371,True,False,,,,,1,1,0,musinsa:292,True,NO_MATCH,,compatible candidate not found,69742|48478|95441|5798|45084,0.545455,Sunny Magnolia|Modern Princess Eau Sensuelle|Modern Princess in Jeans|Arpege Eclat d'Arpege|Rumeur (original),0.045455,292.0,,,
ci_c420901cde27,Clean,클래식 쿨 코튼,EDP,LIQUID_PERFUME,cf_f09e9b850958,True,True,88.0,MATCH,brand_exact + classic_collection_label_removed + identity_exact + EDP_exact,ci_c420901cde27,2,1,1,musinsa:293|hwahae:88,True,MATCH,23032.0,"human confirmation review: brand, fragrance name, concentration/form compatible",23032,1.0,Cool Cotton,,293.0,,,
ci_b1466cebe3b7,Ariana Grande,스위트 라이크 캔디,EDP,LIQUID_PERFUME,cf_4364822bef5a,True,True,38.0,MATCH,brand_alias_spacing + identity_exact + EDP_exact,ci_b1466cebe3b7,4,3,1,musinsa:294|oliveyoung:113|oliveyoung:152|hwahae:38,True,MATCH,39970.0,brand exact/explicit alias; name exact score=1.000 margin=0.333; concentration compatible; form compatible; llm reconstructed name exact,39970|43095|50384|96256|35343,1.0,Sweet Like Candy|Sweet Like Candy Limited Edition|Cloud|Pressed Petals|Frankie,0.333333,294.0,113.0,,
ci_6f816b0ebea7,Sennok,슬리핑로즈,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_cc49b06da9eb,True,False,,,,,1,1,0,musinsa:297,True,MATCH,123063.0,"human confirmation review: brand, fragrance name, concentration/form compatible",123063,1.0,Sleeping Rose,,297.0,,,
ci_07caf36ee06e,The Body Shop,화이트 머스크 98110,EDP,LIQUID_PERFUME,cf_40270d74a652,True,False,,,,,1,1,0,musinsa:300,True,NO_MATCH,,compatible candidate not found,67043|57378|67044|67045|2431,0.625,White Musk Free|White Musk Flora|White Musk Lover|White Musk Radical|White Musk For Men,0.0,300.0,,,
ci_d4a291c33943,헤트라스 뷰티,핸드메이드 더 리본,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_1e692c097fa4,True,False,,,,,1,1,0,musinsa:301,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,301.0,,,
ci_a496085fe969,닉켈하우스,퓨어 젭퍼,EDP,LIQUID_PERFUME,cf_f5464dcc9a3b,True,False,,,,,1,1,0,musinsa:302,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,302.0,,,
ci_7bd259aa5e84,라퐁프,블랑쉬,UNSPECIFIED,LIQUID_PERFUME,cf_2c99482b3df8,True,False,,,,,1,1,0,musinsa:303,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,303.0,,,
ci_487d7e45fd66,Narciso Rodriguez,퓨어 머스크 블랑 포 허 인텐스,EDP,LIQUID_PERFUME,cf_d5b889907a57,True,False,,,,,1,1,0,musinsa:305,True,NO_MATCH,,compatible candidate not found,10297|122211|123069|101595|62877,0.606061,Essence Musc Collection Eau de Parfum Intense|Pure Musc Blanc For Her|Musc Grenat|Narciso Rodriguez For Her Intense|Pure Musc Absolu For Her,0.013468,305.0,,,
ci_c433d1b6a85d,Dolce&Gabbana,라이트 블루 뿌르 옴므 리뉴얼,EDT,LIQUID_PERFUME,cf_ddaec9ecc10d,True,False,,,,,1,1,0,musinsa:306,True,MATCH_REVIEW,,candidate retrieval only; name score=0.800 margin=0.073; manual confirmation required; no conflicting concentration record,72622|130522|1068|104984|72621,0.8,Light Blue pour Homme Italian Love|Light Blue Perfume Gel|Light Blue pour Homme|Light Blue Pour Homme Eau de Toilette|Light Blue Italian Love,0.072727,306.0,,,
ci_f169826e372a,든향,파자마 Pajama,EDP,LIQUID_PERFUME,cf_012dbd4d7324,True,False,,,,,1,1,0,musinsa:307,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,307.0,,,
ci_2ccc66e293c4,라퐁프,블랙베리앤베이,UNSPECIFIED,LIQUID_PERFUME,cf_abc3901d46fe,True,False,,,,,1,1,0,musinsa:308,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,308.0,,,
ci_2693a00d479b,KINFOLK NOTES,가든 샤워,EDP,LIQUID_PERFUME,cf_17ef35268bfe,True,False,,,,,1,1,0,musinsa:309,True,MATCH_REVIEW,,candidate retrieval only; name score=0.727 margin=0.227; manual confirmation required; no conflicting concentration record,123289|123295|123294|123660|123293,0.727273,Garden Shower|Atreides|Garden Shower Special Edition|Sweet Dreams|Spring One,0.227273,309.0,,,
ci_8fcc2265df15,Elizabeth Arden,화이트티,EDP,LIQUID_PERFUME,cf_28f7c46281f4,True,False,,,,,1,1,0,musinsa:310,True,MATCH,76395.0,"human confirmation review: brand, fragrance name, concentration/form compatible",76395,1.0,White Tea Eau de Parfum,,310.0,,,
ci_dd21c26c8074,Youssoful,히페리온 니치,UNSPECIFIED,LIQUID_PERFUME,cf_bd1b753b8c13,True,False,,,,,1,1,0,musinsa:312,True,MATCH_REVIEW,,candidate retrieval only; name score=0.800 margin=0.300; manual confirmation required; no conflicting concentration record,118431|118435|118427|118419|118418,0.8,Hyperion|Emporia Cotton|Coco Hawaii|Puglia ostuni|Beieren,0.3,312.0,,,
ci_bd7c4574ee8d,라피네르,키링굿즈 선물포장 키링 메탈 튤립,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_7a022a0a1a47,True,False,,,,,1,1,0,musinsa:315,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,315.0,,,
ci_17531ea3da3f,어레이드 오드 퍼퓸,오드 오크모스 머스크,EDP,LIQUID_PERFUME,cf_81bff4bc5e26,True,False,,,,,1,1,0,musinsa:316,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,316.0,,,
ci_fb136e084ad2,Sabrina Carpenter,체리베이비,EDP,LIQUID_PERFUME,cf_08e7c868c7ff,True,False,,,,,1,1,0,musinsa:318,True,MATCH,95861.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",95861,1.0,Sweet Tooth Cherry Baby,,318.0,,,
ci_4630385a2560,Sabrina Carpenter,스위트투스,EDP,LIQUID_PERFUME,cf_902257a5f23b,True,False,,,,,2,2,0,musinsa:319|oliveyoung:95,True,MATCH,76824.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",76824,1.0,Sweet Tooth,,319.0,95.0,,
ci_0c3e36599029,Clean,리저브 블렌드 레인,EDP,LIQUID_PERFUME,cf_9c43911e38ab,True,False,,,,,1,1,0,musinsa:320,True,MATCH_REVIEW,,candidate retrieval only; name score=0.714 margin=0.089; manual confirmation required; no conflicting concentration record,35231|6763|55775|75629|55777,0.714286,Blonde Rose|Fresh Laundry|Saguaro Blossom & Sand|Soft Laundry|Galbanum & Rain,0.089286,320.0,,,
ci_cbf0d7465305,Kenzo,겐조 옴므,EDT,LIQUID_PERFUME,cf_b65791787e8f,True,False,,,,,1,1,0,musinsa:321,True,NO_MATCH,,compatible candidate not found,71|77|14791|93681|29989,0.571429,Kenzo Jungle Homme|Kenzo pour Homme|L'Eau 2 Kenzo pour Homme|L'Eau Kenzo Glacée Pour Homme|L'Eau Kenzo Intense pour Homme ,0.045113,321.0,,,
ci_d3d6b5d738a1,리베르,코튼 스팀 글로스 Steam Gloss,EDP,LIQUID_PERFUME,cf_7827516486da,True,False,,,,,1,1,0,musinsa:322,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,322.0,,,
ci_d042ddd14dbc,Clean,클래식 소프트 런드리,EDP,LIQUID_PERFUME,cf_fcf71d339e34,True,False,,,,,1,1,0,musinsa:323,True,MATCH,75629.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",75629,1.0,Soft Laundry,,323.0,,,
ci_c9752303ca5e,Jimmy Choo,블러썸,EDP,LIQUID_PERFUME,cf_2478da13cb60,True,True,52.0,MATCH,brand_exact + identity_exact + EDP_exact,ci_c9752303ca5e,4,3,1,musinsa:324|oliveyoung:107|oliveyoung:188|hwahae:52,True,MATCH,29165.0,"human confirmation review: brand, fragrance name, concentration/form compatible",29165,1.0,Jimmy Choo Blossom,,324.0,107.0,,
ci_27332baf1a94,Calvin Klein,씨케이원 나이트 에센스 인텐스,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_5c83ac28d212,True,False,,,,,1,1,0,musinsa:326,True,NO_MATCH,,compatible candidate not found,58766|41917|3592|57185|53472,0.636364,CK One Chinese New Year Edition|Eternity Intense|Secret Obsession|CK One Collector's Edition|CK One Collector's Edition ,0.004785,326.0,,,
ci_43d322183c78,Vivienne Westwood,리우 도쿄레이,EDP,LIQUID_PERFUME,cf_9b95a82b7464,True,False,,,,,1,1,0,musinsa:328,True,NO_MATCH,,compatible candidate not found,1534|1535|1532|9989|21770,0.5,Let It Rock|Libertine|Boudoir|Naughty Alice|Mon Boudoir,0.055556,328.0,,,
ci_f974d3be25a5,로그인 포레스트,더 딥 피그 우디끄,PARFUM_UNSPECIFIED,BALM_OR_STICK,cf_c0a88111d45e,True,False,,,,,1,1,0,musinsa:329,True,NO_MATCH,,compatible candidate not found,,,,,329.0,,,
ci_a2b3cbe832e0,Lush,더티,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_2cc67a37bb17,True,False,,,,,2,2,0,musinsa:330|musinsa:349,True,MATCH_REVIEW,,candidate retrieval only; name score=0.800 margin=0.000; manual confirmation required; no conflicting concentration record,107551|62545|11734|10799|63325,0.8,Dirty|Dirty|Dirty|Day of the Dead|Potion,0.0,330.0,,,
ci_edb25b6c3ea3,Sennok,린넨시트러스,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_25aa7ec73578,True,False,,,,,1,1,0,musinsa:332,True,MATCH_REVIEW,,candidate retrieval only; name score=0.833 margin=0.218; manual confirmation required; no conflicting concentration record,123062|123063|109565|109564|109566,0.833333,Linen Citrus|Sleeping Rose|Soap Clean Soap|Slow September|Baby Blusher,0.217949,332.0,,,
ci_1ec0f06d4fe6,디아르망,여자가 좋아하는 남자 니치 블루마틴,UNSPECIFIED,LIQUID_PERFUME,cf_fcba408c0d88,True,False,,,,,1,1,0,musinsa:333,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,333.0,,,
ci_5793667d500c,Elizabeth Arden,그린티 코코넛브리즈,EDT,LIQUID_PERFUME,cf_666d4fa61d10,True,False,,,,,1,1,0,musinsa:334,True,MATCH,91712.0,"human confirmation review: brand, fragrance name, concentration/form compatible",91712,1.0,Green Tea Coconut Breeze,,334.0,,,
ci_e1a8a151aae2,Versace,뿌르옴므 딜런블루,EDT,LIQUID_PERFUME,cf_5edbf794cff9,True,False,,,,,1,1,0,musinsa:335,True,MATCH,40031.0,"human confirmation review: brand, fragrance name, concentration/form compatible",40031,1.0,Versace Pour Homme Dylan Blue,,335.0,,,
ci_687504aac14b,그라펜,타투 원우드,PARFUM_UNSPECIFIED,ROLL_ON,cf_d23bb7b8cb9e,True,False,,,,,1,1,0,musinsa:336,True,NO_MATCH,,compatible candidate not found,,,,,336.0,,,
ci_784a273ea50d,라피네르,노드아이 오리진 메탈 튤립,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_d6dad2cd9e0e,True,False,,,,,1,1,0,musinsa:337,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,337.0,,,
ci_064e3172215c,Adidas,아디다스 바이브 스무스 페이스,EDP,LIQUID_PERFUME,cf_16a6bb740c5c,True,False,,,,,1,1,0,musinsa:338,True,NO_MATCH,,compatible candidate not found,120994|120996|21823|7212|7206,0.533333,Dreams Glaze|Smooth Pace|Adidas Fresh Vibes|Adidas Game Spirit|Adidas Urban Spice,0.104762,338.0,,,
ci_c0bd4a4f5b6e,ANILLO,엠버528,EDP,LIQUID_PERFUME,cf_7ecf977bd837,True,False,,,,,1,1,0,musinsa:339,True,MATCH,121752.0,"human confirmation review: brand, fragrance name, concentration/form compatible",121752,1.0,Amber 528,,339.0,,,
ci_86a33bd30fbf,라퐁프,모하비고스트,UNSPECIFIED,LIQUID_PERFUME,cf_600354050690,True,False,,,,,1,1,0,musinsa:341,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,341.0,,,
ci_6a8371b682cf,누다라,시그니처 틴타슈,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_9361fbfbe921,True,False,,,,,1,1,0,musinsa:342,True,NO_MATCH,,compatible candidate not found,120625|120623|120622|120621|120620,0.0,Объятие|Когда цветёт папоротник|Облака под нами|Садовник и роза|Кафе на краю Вселенной,0.0,342.0,,,
ci_5521c25e1459,Kenzo,로 겐조 뿌르옴므,EDT,LIQUID_PERFUME,cf_47d48689c1c5,True,False,,,,,1,1,0,musinsa:344,True,NO_MATCH,,compatible candidate not found,112700|93682|93681|29989|14716,0.666667,L'Eau Kenzo Pour Femme|L'Eau Kenzo Glacée Pour Femme|L'Eau Kenzo Glacée Pour Homme|L'Eau Kenzo Intense pour Homme |Flower Tag Eau de Parfum,0.0,344.0,,,
ci_f21db36f96f8,Ahro,풀 문 블로썸,UNSPECIFIED,LIQUID_PERFUME,cf_1ee5bd2796bd,True,False,,,,,1,1,0,musinsa:345,True,NO_MATCH,,compatible candidate not found,95502|95501|95500,0.428571,Cheery Freesia|Iris Soap|Tangerine Sunshine,0.064935,345.0,,,
ci_3431d14236d3,Calvin Klein,씨케이원 에센스 인텐스100ml,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_1c70e5cd2d6c,True,False,,,,,1,1,0,musinsa:347,True,NO_MATCH,,compatible candidate not found,48101|278|9548|48102|55683,0.538462,Obsessed for Women Intense|CK One Summer|CK One We Are One Magnets|Obsessed for Men Intense|Calvin Klein Women Eau de Parfum Intense,0.012146,347.0,,,
ci_a88d01a37159,Montblanc,익스플로러 익스트림,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_74e835add973,True,False,,,,,1,1,0,musinsa:348,True,MATCH,106403.0,"human confirmation review: brand, fragrance name, concentration/form compatible",106403,1.0,Explorer Extreme,,348.0,,,
ci_e2bbb1d18103,Forment,박지훈 시그니처 코튼허그,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_dc7d8a66b49c,True,False,,,,,1,1,0,oliveyoung:3,True,NO_MATCH,,compatible candidate not found,75979|123202|123203,0.666667,Cotton Hug|Cotton Kiss|Cotton Memory,0.238095,,3.0,,
ci_3f1625d048c2,Jennifer Lopez,글로우 바이제이로,EDT,BODY_FRAGRANCE,cf_87a4f91d80c0,True,False,,,,,1,1,0,oliveyoung:14,True,NO_MATCH,,compatible candidate not found,,,,,,14.0,,
ci_b8cd393d2c56,Narciso Rodriguez,타잔 포 허 퓨어 머스크,EDP,LIQUID_PERFUME,cf_d43315e25eb1,True,False,,,,,1,1,0,oliveyoung:17,True,MATCH_REVIEW,,candidate retrieval only; name score=0.714 margin=0.048; manual confirmation required; no conflicting concentration record,88936|11266|88935|76831|51915,0.714286,Narciso Rodriguez For Her Musc Nude|Narciso Rodriguez For Her Iridescent|For Him Vetiver Musc|Jasmine Musc|Narciso Rodriguez For Her Oil Musc Parfum,0.047619,,17.0,,
ci_be5552a929f6,Forment,박지훈 시그니처 코튼메모리,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_029e6f7b4540,True,True,7.0,MATCH,brand_exact + identity_exact + promotional_copy_removed | brand_exact + identity_exact + promotional_edition_removed,ci_be5552a929f6,3,1,2,oliveyoung:20|hwahae:7|hwahae:18,True,MATCH_REVIEW,,candidate retrieval only; name score=0.727 margin=0.327; manual confirmation required; no conflicting concentration record,123203|75979|123202,0.727273,Cotton Memory|Cotton Hug|Cotton Kiss,0.327273,,20.0,,
ci_f149cc2700c4,Forment,박지훈 시그니처 코튼베이비,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_ca1a7dffc4a1,True,False,,,,,1,1,0,oliveyoung:23,True,NO_MATCH,,compatible candidate not found,123203|75979|123202,0.451613,Cotton Memory|Cotton Hug|Cotton Kiss,0.023041,,23.0,,
ci_28ef15b9cc2a,Clean,웜코튼,EDP,LIQUID_PERFUME,cf_b80f77dd693b,True,False,,,,,1,1,0,oliveyoung:27,True,MATCH,3024.0,brand exact/explicit alias; name exact score=1.000 margin=0.259; no conflicting concentration record; form compatible; llm reconstructed name exact,3024|71221|55779|23032|3030,1.0,Clean Warm Cotton|Clean Classic Warm Cotton|White Amber & Warm Cotton|Cool Cotton|Clean Man,0.259259,,27.0,,
ci_4f945c5205c0,Atelier Faye,데이오프,PARFUM_UNSPECIFIED,LIQUID_PERFUME,cf_e282c27e55c9,True,True,20.0,MATCH,brand_exact + identity_exact + local_product_type_evidence,ci_4f945c5205c0,2,1,1,oliveyoung:29|hwahae:20,True,NO_MATCH,,brand unresolved or fragrance name empty,,,,,,29.0,,
ci_bef9410756d3,Calvin Klein,CK 비,EDT,LIQUID_PERFUME,cf_58499b932bda,True,True,86.0,MATCH,brand_alias_CK_CalvinKlein + identity_exact + EDT_exact,ci_bef9410756d3,2,1,1,oliveyoung:30|hwahae:86,True,MATCH,275.0,brand exact/explicit alias; name exact score=1.000 margin=0.200; concentration compatible; form compatible; llm reconstructed name exact,275|273|276|274|6281,1.0,CK be|Crave|CK One|Calvin|CK Free,0.2,,30.0,,
ci_9a08a16f5b5e,Ariana Grande,땡큐 넥스트,EDP,LIQUID_PERFUME,cf_9a3ff5083c2c,True,True,33.0,MATCH,brand_exact + identity_exact + EDP_exact; 2.0_variant_not_used,ci_9a08a16f5b5e,2,1,1,oliveyoung:31|hwahae:33,True,MATCH,56741.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",56741,1.0,"Thank U, Next",,,31.0,,
ci_e138e63c4dbd,Clean,& 휩드바닐라,PARFUM_UNSPECIFIED,HAIR_FRAGRANCE,cf_0969dea96bf9,True,False,,,,,1,1,0,oliveyoung:32,True,NO_MATCH,,compatible candidate not found,128986,0.243902,Skin [Reserve Blend] Hair Perfume,0.243902,,32.0,,
ci_e950f7d25ef0,Calvin Klein,CK One,EDT,LIQUID_PERFUME,cf_cebf9ae3f860,True,True,30.0,MATCH,brand_alias_CK_CalvinKlein + identity_exact + EDT_exact,ci_e950f7d25ef0,2,1,1,oliveyoung:33|hwahae:30,True,MATCH,276.0,"human confirmation review: brand, fragrance name, concentration/form compatible",276,1.0,CK One,,,33.0,,
ci_ecc1ed6c7ff8,John Varvatos,아티산 중,EDT,LIQUID_PERFUME,cf_98b92cc2e516,True,False,,,,,1,1,0,oliveyoung:34,True,MATCH,5534.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",5534,1.0,Artisan,,,34.0,,
ci_d49aa1d6db5e,Clean,웜코튼 중,EDP,LIQUID_PERFUME,cf_d96afb511ff7,True,False,,,,,1,1,0,oliveyoung:36,True,MATCH,3024.0,"snapshot manual confirmation: brand, fragrance name, concentration/form compatible",3024,1.0,Clean Warm Cotton,,,36.0,,
