query_id,query_text,selection_reason,gold_scent,gold_context,gold_performance,gold_avoid,gold_additional,extended_scent,extended_context,extended_performance,extended_avoid,extended_additional,llm_scent,llm_context,llm_performance,llm_avoid,llm_additional,extended_exact,llm_exact,avoid_exact,additional_exact,avoid_normalized_equal,additional_normalized_equal,avoid_item_count_gold,avoid_item_count_llm,additional_item_count_gold,additional_item_count_llm,diff_fields,manual_decision,manual_issue_type,manual_comment
UQ0150,우디 향 좋아하는데 무겁거나 중후한 건 싫어. 추천 좀.,AVOID_MISMATCH,"[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""무겁거나"",""중후한""]",[],"[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""우디 향 좋아하는데 무겁거나 중후한""]",[],"[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""heavy"",""heavy and mature""]","[""우디 향 선호"",""무겁거나 중후한 느낌은 싫음"",""추천 요청""]",False,False,False,False,False,False,2,2,0,3,avoid|additional,GOLD_ERROR,OTHER_GOLD_ERROR,[검토 반영] gold avoid의 '무겁거나'/'중후한'은 향의 무게감 형용사로 대응 accord/note가 없다. additional이 맞다
UQ0151,"꽃향은 좋은데, 화장품 냄새 같은 꽃향은 싫음.",AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""화장품 냄새""]","[""꽃향""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""화장품 냄새 같은 꽃향""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""cosmetic-smelling floral""]","[""floral is okay, but not the kind that smells like cosmetics""]",False,False,False,False,False,False,1,1,1,1,avoid|additional,SURFACE_MISMATCH,AVOID_SPAN,[AI 초안] avoid 화장품 냄새 vs cosmetic-smelling floral — 원문이 '화장품 냄새 같은 꽃향'이라 llm이 floral까지 포함해 범위를 더 정확히 잡음
UQ0152,패출리 들어간 향은 싫어. 그거 뺀 걸로 추천 좀.,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""패출리""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""패출리 들어간 향""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""Patchouli""]","[""패출리 들어간 향은 싫음""]",False,False,False,False,False,False,1,1,0,1,avoid|additional,SURFACE_MISMATCH,WORDING_VARIATION,[AI 초안] avoid 패출리 vs Patchouli — 음차 표기
UQ0153,인센스나 절 냄새 나는 향수 개극혐이니까 그거 말고 다양한 종류로 추천 좀.,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""인센스"",""절 냄새""]","[""다양한 종류로 추천""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""인센스나 절 냄새 나는 향수 개극혐이니까 그거""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""incense"",""incense/절 냄새""]","[""다양한 종류로 추천 요청""]",False,False,False,False,False,False,2,2,1,1,avoid|additional,SURFACE_MISMATCH,WORDING_VARIATION,"[AI 초안] avoid 인센스/절 냄새 vs incense/incense+절 냄새 — 2:2 대응, 두 번째 항목에 원문 병기"
UQ0154,"과일 향수 추천하는데 복숭아, 체리는 빼고 해줘. 그거 싫어.",AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""복숭아"",""체리""]","[""과일 향수""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""체리""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""Peach"",""Cherry""]","[""Fruity perfume preference"",""Recommend fruity scents but exclude peach and cherry""]",False,False,False,False,False,False,2,2,1,2,avoid|additional,SURFACE_MISMATCH,WORDING_VARIATION,[AI 초안] avoid 복숭아/체리 vs Peach/Cherry — 2:2 번역
UQ0155,딥티크 탐다오랑 오르페옹 중에 출근용으로 뭐가 더 나아?,ADDITIONAL_SAMPLE,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""딥티크 탐다오랑 오르페옹 중에 출근용""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[""day""],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""딥티크 탐다오 vs 딥티크 오르페옹 중 출근용으로 더 나은 것 문의""]",False,False,True,False,True,False,0,0,1,1,context|additional,SURFACE_MISMATCH,ADDITIONAL_SEGMENTATION,[AI 초안] additional은 같은 내용의 표현 차이. 별건으로 llm이 '출근용'에서 daypart=day를 추론했는데 프롬프트는 명시적 언급만 허용하므로 과추론
UQ0161,햇빛 받은 흰 셔츠 같은 느낌하고 싶은데 시트러스는 싫어.,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""시트러스""]","[""햇빛 받은 흰 셔츠""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""citrus"",""햇빛 받은 흰 셔츠 같은 느낌하고 싶은데 시트러스""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""citrus""]","[""햇빛 받은 흰 셔츠 같은 느낌""]",False,False,False,False,False,False,1,1,1,1,avoid|additional,SURFACE_MISMATCH,WORDING_VARIATION,[AI 초안] avoid 시트러스 vs citrus — 음차 표기
UQ0162,호텔 침구 같은 깨끗함! 근데 세제 냄새처럼 인위적이면 싫어.,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""세제 냄새""]","[""호텔 침구"",""깨끗함""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""soapy/detergent-like 인위적인 냄새""]","[""호텔 침구 같은 깨끗한 느낌""]",False,False,False,False,False,False,1,1,2,1,avoid|additional,SURFACE_MISMATCH,WORDING_VARIATION,"[AI 초안] avoid 세제 냄새 vs soapy/detergent-like 인위적인 냄새 — 대상 동일, llm이 한영 혼합으로 길게"
UQ0164,장미 꽃 향기는 좋은데 인위적인 향기는 아니었으면 좋겠음. 추천 좀,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""인위적인""]","[""장미 꽃 향기""]","[""Rose""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],"[""Rose""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""인위적인 향""]","[""장미 꽃 향기는 좋지만 인위적인 향처럼 느껴지지 않았으면 좋겠음""]",False,False,False,False,False,False,1,1,1,1,scent|avoid|additional,GOLD_ERROR,SCENT_CANONICALIZATION,"[AI 초안] avoid 인위적인 vs 인위적인 향은 1어절 차이로 동일. 그러나 gold scent가 비어 있는 것이 문제 — '장미 꽃 향기는 좋은데'는 UQ0005 '바닐라 향기가 좋은데'->Vanilla, UQ0169 '딸기 향기가 났으면'->Strawberry와 같은 문형인데 여기만 scent 미기재. llm의 Rose가 정책에 맞음"
UQ0166,카라멜 향기 달달하게 났으면 좋겠어. 초코 향이면 안돼!!,AVOID_MISMATCH,"[""Caramel""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""초코 향""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],"[""Caramel"",""Sweet""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""Chocolate""]",[],False,False,False,True,False,True,1,1,0,0,scent|avoid,SURFACE_MISMATCH,WORDING_VARIATION,[AI 초안] avoid 초코 향 vs Chocolate — 번역. 별건으로 llm이 '달달하게'를 scent=Sweet로 추가했는데 감각 표현 변환 금지 위반이므로 gold가 맞음
UQ0167,머스크말고 화이트 머스크 향이 나는 향수로 추천해줘.,AVOID_MISMATCH,"[""White Musk""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""머스크""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""머스크""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""musk""]","[""화이트 머스크 향이 나는 향수로 추천""]",False,False,False,False,False,False,1,1,0,1,scent|avoid|additional,SURFACE_MISMATCH,WORDING_VARIATION,[AI 초안] avoid 머스크 vs musk — 음차 표기. 별건으로 gold scent=White Musk를 llm이 놓치고 additional로 보냄
UQ0168,바질 냄새 싫어. 바질 냄새 안나는 그린 계열 향수 추천 해줘.,AVOID_MISMATCH,"[""green""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""바질 냄새 ""]","[""그린 계열""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""Basil""]","[""바질 냄새 안 나는 그린 계열 향수 추천""]",False,False,False,False,False,False,1,1,1,1,scent|avoid|additional,SURFACE_MISMATCH,WORDING_VARIATION,[AI 초안] avoid '바질 냄새 ' vs Basil — 번역. gold 값 끝에 공백이 붙어 있으나 정규화로 흡수됨. 별건으로 gold scent=green을 llm이 놓침
UQ0169,"딸기 향기가 났으면 좋겠어. 달달한 거 말고, 진짜 싱싱한 딸기 향기 나는 향수 추천해줘.",AVOID_MISMATCH,"[""Strawberry""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""달달한 거""]","[""싱싱한 딸기 향기""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""달달한 거""]",[],"[""Strawberry""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""sweet""]","[""진짜 싱싱한 딸기 향기"",""달달한 것보다는 싱싱한 쪽을 원함""]",False,False,False,False,False,False,1,1,1,2,avoid|additional,SURFACE_MISMATCH,WORDING_VARIATION,[AI 초안] avoid 달달한 거 vs sweet — 번역
UQ0170,청량한데 남자 향수 냄새는 안났으면 좋겠음. 뭔말인지 알지?,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""남자 향수 냄새""]","[""청량""]",[],"{""season"":[],""daypart"":[],""gender"":[""male""]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""청량한 느낌을 원함"",""남자 향수 냄새는 안났으면 좋겠음""]",False,False,False,False,False,False,1,0,1,2,avoid|additional,GOLD_OK,AVOID_SPAN,[AI 초안] avoid 남자 향수 냄새를 llm이 비움. additional에 그대로 들어감
UQ0171,처음에는 상쾌한데 시간이 지나면 포근하게 남는 향수 추천해줘.,ADDITIONAL_SAMPLE,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""처음에는 상쾌"",""시간이 지나면 포근""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""처음에는 상쾌한데 시간이 지나면 포근하게 남는 향""]",False,False,True,False,True,False,0,0,2,1,additional,SURFACE_MISMATCH,ADDITIONAL_SEGMENTATION,[AI 초안] gold 2개 vs llm 1개 긴 구. 시간 변화 서술을 gold는 둘로 나눔
UQ0180,플로럴인데 파우더리하지 않고 잔향 오래가는 거 추천해줘,AVOID_MISMATCH,"[""floral""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""HIGH""}","[""파우더리""]",[],"[""floral"",""powdery""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""HIGH""}",[],[],"[""floral""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""HIGH""}","[""powdery""]",[],False,False,False,True,False,True,1,1,0,0,avoid,SURFACE_MISMATCH,WORDING_VARIATION,[AI 초안] avoid 파우더리 vs powdery — 음차 표기
UQ0182,겨울용 무거운 향인데 사무실에서도 부담없이 사용할 수 있는 향수 알려줘,ADDITIONAL_SAMPLE,[],"{""season"":[""winter""],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""무거운 향"",""사무실"",""부담없이 사용""]",[],"{""season"":[""winter""],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[""winter""],""daypart"":[""day""],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""winter용 무거운 향"",""사무실에서도 부담없이 사용할 수 있는 향수""]",False,False,True,False,True,False,0,0,3,2,context|additional,SURFACE_MISMATCH,ADDITIONAL_SEGMENTATION,[AI 초안] gold 3개 vs llm 2개 분할 차이. 별건으로 llm이 '사무실'에서 daypart=day를 추론한 과추론
UQ0185,산타마리아노벨라 시향했는데 너무 올드하더라. 젊은 느낌으로 추천해줄래?,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""올드""]","[""산타마리아노벨라 시향했는데 너무 올드"",""젊은 느낌""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""too old-fashioned""]","[""Santamaría Novella에서 시향한 향이 너무 올드하다고 느낌"",""젊은 느낌으로 추천""]",False,False,False,False,False,False,1,1,2,2,avoid|additional,GOLD_ERROR,OTHER_GOLD_ERROR,[검토 반영] gold avoid의 '올드'는 시대감 인상으로 대응 accord/note가 없다. additional이 맞다
UQ0187,아이리스가 세련됐다던데 입문용으로 괜찮은 거 있어?,ADDITIONAL_SAMPLE,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""아이리스"",""입문용""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""입문용"",""아이리스가 세련됐다고 들은 것""]",False,False,True,False,True,False,0,0,2,2,additional,SURFACE_MISMATCH,ADDITIONAL_SEGMENTATION,[AI 초안] gold 아이리스/입문용 vs llm 입문용/아이리스가 세련됐다고 들은 것 — 순서와 길이 차이
UQ0192,지금 우디 향수만 여러 개 가지고 있어서 완전히 다른 계열 하나 사고 싶어.,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""우디""]","[""완전히 다른 계열""]","[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""woody""]","[""우디 향수는 제외하고 완전히 다른 계열 한 가지 구입하고 싶음""]",False,False,False,False,False,False,1,1,1,1,avoid|additional,SURFACE_MISMATCH,WORDING_VARIATION,[AI 초안] avoid 우디 vs woody — 음차 표기
UQ0193,뭔가 깨끗하고 세련된 느낌이면 좋겠는데 정확히 어떤 향인지는 모르겠어.,ADDITIONAL_SAMPLE,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""깨끗하고"",""세련된""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""깨끗하고 세련된 느낌""]",False,False,True,False,True,False,0,0,2,1,additional,SURFACE_MISMATCH,ADDITIONAL_SEGMENTATION,[AI 초안] gold 깨끗하고/세련된 2개 vs llm 1개 긴 구
UQ0194,포근한 니트 같은 느낌인데 달달하지 않은 향수 있을까?,AVOID_MISMATCH,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""달달""]","[""포근한 니트""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""포근한 니트 같은 느낌인데 달달""]",[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""sweet""]","[""cozy knit-like feeling"",""not overly sweet""]",False,False,False,False,False,False,1,1,1,2,avoid|additional,SURFACE_MISMATCH,WORDING_VARIATION,[AI 초안] avoid 달달 vs sweet — 번역
UQ0195,따뜻한 차 한 잔 마시면서 창밖에 비 오는 걸 보는 느낌의 향수 추천해줘.,ADDITIONAL_SAMPLE,[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""따뜻한 차 한 잔"",""창밖에 비 오는 걸 보는""]",[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],[],[],"{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}",[],"[""따뜻한 차 한 잔을 마시며"",""창밖에 비 오는 걸 보는 느낌""]",False,False,True,False,True,False,0,0,2,2,additional,SURFACE_MISMATCH,WORDING_VARIATION,"[AI 초안] gold 2개 vs llm 2개, 어미만 다름"
UQ0196,우디 향 좋아하는데 너무 무겁거나 아저씨 같은 느낌은 싫어.,AVOID_MISMATCH,"[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""너무 무겁거나"",""아저씨 같은 느낌""]",[],"[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""우디 향 좋아하는데 너무 무겁거나 아저씨 같은 느낌""]",[],"[""woody""]","{""season"":[],""daypart"":[],""gender"":[]}","{""intensity"":"""",""longevity"":""""}","[""too heavy"",""old-fashioned/uncle-like feeling""]",[],False,False,False,True,False,True,2,2,0,0,avoid,GOLD_ERROR,OTHER_GOLD_ERROR,[검토 반영] gold avoid의 '너무 무겁거나'/'아저씨 같은 느낌'은 무게감과 인상으로 대응 accord/note가 없다. additional이 맞다
