fragrantica_id,brand,name,note,note_type,rank
73661,Santa Maria Novella,Angeli di Firenze,Jasmine,top,1
73661,Santa Maria Novella,Angeli di Firenze,Cyclamen,top,2
73661,Santa Maria Novella,Angeli di Firenze,Ylang-Ylang,top,3
73661,Santa Maria Novella,Angeli di Firenze,Melon,middle,4
73661,Santa Maria Novella,Angeli di Firenze,Peach,middle,5
73661,Santa Maria Novella,Angeli di Firenze,Iris,middle,6
73661,Santa Maria Novella,Angeli di Firenze,Black Currant,middle,7
73661,Santa Maria Novella,Angeli di Firenze,White Musk,base,8
73661,Santa Maria Novella,Angeli di Firenze,Vanilla,base,9
73661,Santa Maria Novella,Angeli di Firenze,Precious Woods,base,10
50384,Ariana Grande,Cloud,Lavender,top,1
50384,Ariana Grande,Cloud,Pear,top,2
50384,Ariana Grande,Cloud,Bergamot,top,3
50384,Ariana Grande,Cloud,Whipped Cream,middle,4
50384,Ariana Grande,Cloud,Coconut,middle,5
50384,Ariana Grande,Cloud,Praline,middle,6
50384,Ariana Grande,Cloud,Vanilla Orchid,middle,7
50384,Ariana Grande,Cloud,Musk,base,8
50384,Ariana Grande,Cloud,Woody Notes,base,9
17798,Byredo,Inflorescence,Pink Freesia,top,1
17798,Byredo,Inflorescence,Rose,top,2
17798,Byredo,Inflorescence,Lily-of-the-Valley,middle,3
17798,Byredo,Inflorescence,Magnolia,middle,4
17798,Byredo,Inflorescence,Jasmine,base,5
56076,Chanel,Gabrielle Essence,Citruses,top,1
56076,Chanel,Gabrielle Essence,Peach,top,2
56076,Chanel,Gabrielle Essence,Red Fruits,top,3
56076,Chanel,Gabrielle Essence,Black Currant,top,4
56076,Chanel,Gabrielle Essence,Petitgrain,top,5
56076,Chanel,Gabrielle Essence,White Flowers,middle,6
56076,Chanel,Gabrielle Essence,Tuberose,middle,7
56076,Chanel,Gabrielle Essence,Ylang-Ylang,middle,8
56076,Chanel,Gabrielle Essence,Jasmine,middle,9
56076,Chanel,Gabrielle Essence,Orange Blossom,middle,10
56076,Chanel,Gabrielle Essence,Coconut,middle,11
56076,Chanel,Gabrielle Essence,Musk,base,12
56076,Chanel,Gabrielle Essence,Sandalwood,base,13
56076,Chanel,Gabrielle Essence,Vanilla,base,14
5484,Jo Malone London,Red Roses,Lemon,top,1
5484,Jo Malone London,Red Roses,Mint,top,2
5484,Jo Malone London,Red Roses,Bulgarian Rose,middle,3
5484,Jo Malone London,Red Roses,Violet Leaf,middle,4
5484,Jo Malone London,Red Roses,Beeswax,base,5
5585,Jo Malone London,Lime Basil & Mandarin,Lime,top,1
5585,Jo Malone London,Lime Basil & Mandarin,Mandarin Orange,top,2
5585,Jo Malone London,Lime Basil & Mandarin,Bergamot,top,3
5585,Jo Malone London,Lime Basil & Mandarin,Basil,middle,4
5585,Jo Malone London,Lime Basil & Mandarin,Thyme,middle,5
5585,Jo Malone London,Lime Basil & Mandarin,Lilac,middle,6
5585,Jo Malone London,Lime Basil & Mandarin,Iris,middle,7
5585,Jo Malone London,Lime Basil & Mandarin,Vetiver,base,8
5585,Jo Malone London,Lime Basil & Mandarin,Patchouli,base,9
109563,Sennok,After Bath,Mint,top,1
109563,Sennok,After Bath,Lavender,top,2
109563,Sennok,After Bath,Bergamot,top,3
109563,Sennok,After Bath,Geranium,middle,4
109563,Sennok,After Bath,Rose,middle,5
109563,Sennok,After Bath,Iris,middle,6
109563,Sennok,After Bath,Cedarwood,base,7
109563,Sennok,After Bath,Sandalwood,base,8
109563,Sennok,After Bath,Patchouli,base,9
42944,Calvin Klein,CK All,Bergamot,top,1
42944,Calvin Klein,CK All,Mandarin Orange,top,2
42944,Calvin Klein,CK All,Grapefruit blossom,top,3
42944,Calvin Klein,CK All,Jasmine,middle,4
42944,Calvin Klein,CK All,Rhubarb,middle,5
42944,Calvin Klein,CK All,Freesia,middle,6
42944,Calvin Klein,CK All,Lily,middle,7
42944,Calvin Klein,CK All,Musk,base,8
42944,Calvin Klein,CK All,Amber,base,9
42944,Calvin Klein,CK All,Vetiver,base,10
75642,Dior,J'adore Parfum d'Eau,Jasmine Sambac,flat,1
75642,Dior,J'adore Parfum d'Eau,Green Notes,flat,2
75642,Dior,J'adore Parfum d'Eau,Magnolia,flat,3
75642,Dior,J'adore Parfum d'Eau,Honeysuckle,flat,4
75642,Dior,J'adore Parfum d'Eau,Neroli,flat,5
75642,Dior,J'adore Parfum d'Eau,Rose,flat,6
11784,Montblanc,Legend,Lavender,top,1
11784,Montblanc,Legend,Pineapple,top,2
11784,Montblanc,Legend,Bergamot,top,3
11784,Montblanc,Legend,Lemon Verbena,top,4
11784,Montblanc,Legend,Red Apple,middle,5
11784,Montblanc,Legend,Dried Fruits,middle,6
11784,Montblanc,Legend,oak moss,middle,7
11784,Montblanc,Legend,Geranium,middle,8
11784,Montblanc,Legend,Coumarin,middle,9
11784,Montblanc,Legend,Rose,middle,10
11784,Montblanc,Legend,Tonka Bean,base,11
11784,Montblanc,Legend,Sandalwood,base,12
25836,Burberry,My Burberry,Sweet Pea,top,1
25836,Burberry,My Burberry,Bergamot,top,2
25836,Burberry,My Burberry,Mandarin Orange,top,3
25836,Burberry,My Burberry,Grapefruit,top,4
25836,Burberry,My Burberry,Lemon,top,5
25836,Burberry,My Burberry,Quince,middle,6
25836,Burberry,My Burberry,Freesia,middle,7
25836,Burberry,My Burberry,Geranium,middle,8
25836,Burberry,My Burberry,Peach,middle,9
25836,Burberry,My Burberry,Green Notes,middle,10
25836,Burberry,My Burberry,Gardenia,middle,11
25836,Burberry,My Burberry,Passionfruit,middle,12
25836,Burberry,My Burberry,Damask Rose,base,13
25836,Burberry,My Burberry,Rose,base,14
25836,Burberry,My Burberry,Patchouli,base,15
25836,Burberry,My Burberry,Musk,base,16
25836,Burberry,My Burberry,Leather,base,17
25836,Burberry,My Burberry,Violet,base,18
275,Calvin Klein,CK be,Lavender,top,1
275,Calvin Klein,CK be,Green Notes,top,2
275,Calvin Klein,CK be,Bergamot,top,3
275,Calvin Klein,CK be,Mint,top,4
275,Calvin Klein,CK be,Juniper,top,5
275,Calvin Klein,CK be,Mandarin Orange,top,6
275,Calvin Klein,CK be,Green Grass,middle,7
275,Calvin Klein,CK be,Jasmine,middle,8
275,Calvin Klein,CK be,Peach,middle,9
275,Calvin Klein,CK be,Freesia,middle,10
275,Calvin Klein,CK be,Magnolia,middle,11
275,Calvin Klein,CK be,Orchid,middle,12
275,Calvin Klein,CK be,Musk,base,13
275,Calvin Klein,CK be,Sandalwood,base,14
275,Calvin Klein,CK be,Cedar,base,15
275,Calvin Klein,CK be,Vanilla,base,16
275,Calvin Klein,CK be,Amber,base,17
275,Calvin Klein,CK be,Opoponax,base,18
108962,Tamburins,Pumkini,Shiso,flat,1
108962,Tamburins,Pumkini,Pumpkin,flat,2
108962,Tamburins,Pumkini,Coconut Milk,flat,3
108962,Tamburins,Pumkini,Sandalwood,flat,4
108962,Tamburins,Pumkini,Ginger,flat,5
108962,Tamburins,Pumkini,Blood Orange,flat,6
23032,Clean,Cool Cotton,Lemon Peel,top,1
23032,Clean,Cool Cotton,Bergamot,top,2
23032,Clean,Cool Cotton,Green Apple,top,3
23032,Clean,Cool Cotton,Cotton Flower,middle,4
23032,Clean,Cool Cotton,Mint,middle,5
23032,Clean,Cool Cotton,Mimosa,middle,6
23032,Clean,Cool Cotton,White Musk,base,7
23032,Clean,Cool Cotton,Peach,base,8
23032,Clean,Cool Cotton,Amber,base,9
10464,Frederic Malle,Portrait of a Lady,Rose,top,1
10464,Frederic Malle,Portrait of a Lady,Clove,top,2
10464,Frederic Malle,Portrait of a Lady,Raspberry,top,3
10464,Frederic Malle,Portrait of a Lady,Black Currant,top,4
10464,Frederic Malle,Portrait of a Lady,Cinnamon,top,5
10464,Frederic Malle,Portrait of a Lady,Red Berries,top,6
10464,Frederic Malle,Portrait of a Lady,Turkish Rose,middle,7
10464,Frederic Malle,Portrait of a Lady,Patchouli,middle,8
10464,Frederic Malle,Portrait of a Lady,Incense,middle+base,9
10464,Frederic Malle,Portrait of a Lady,Sandalwood,middle+base,10
10464,Frederic Malle,Portrait of a Lady,Ylang-Ylang,middle,11
10464,Frederic Malle,Portrait of a Lady,Musk,base,12
10464,Frederic Malle,Portrait of a Lady,Benzoin,base,13
10464,Frederic Malle,Portrait of a Lady,Amber,base,14
10464,Frederic Malle,Portrait of a Lady,Cedar,base,15
10464,Frederic Malle,Portrait of a Lady,Ambergris,base,16
10464,Frederic Malle,Portrait of a Lady,Vanilla,base,17
18767,Jo Malone London,Peony & Blush Suede,Red Apple,top,1
18767,Jo Malone London,Peony & Blush Suede,Peony,middle,2
18767,Jo Malone London,Peony & Blush Suede,Rose,middle,3
18767,Jo Malone London,Peony & Blush Suede,Jasmine,middle,4
18767,Jo Malone London,Peony & Blush Suede,Carnation,middle,5
18767,Jo Malone London,Peony & Blush Suede,Suede,base,6
72062,Dior,Dior Homme Cologne 2022,Calabrian bergamot,top,1
72062,Dior,Dior Homme Cologne 2022,Grapefruit blossom,middle,2
72062,Dior,Dior Homme Cologne 2022,White Musk,base,3
72606,Yves Saint Laurent,Mon Paris Lumière,Lotus,top,1
72606,Yves Saint Laurent,Mon Paris Lumière,Lemon,top,2
72606,Yves Saint Laurent,Mon Paris Lumière,Turkish Rose,middle,3
72606,Yves Saint Laurent,Mon Paris Lumière,Datura,middle,4
72606,Yves Saint Laurent,Mon Paris Lumière,Jasmine,middle,5
72606,Yves Saint Laurent,Mon Paris Lumière,Patchouli,base,6
72606,Yves Saint Laurent,Mon Paris Lumière,White Musk,base,7
31861,Dior,Sauvage,Calabrian bergamot,top,1
31861,Dior,Sauvage,Pepper,top,2
31861,Dior,Sauvage,Sichuan Pepper,middle,3
31861,Dior,Sauvage,Lavender,middle,4
31861,Dior,Sauvage,Pink Pepper,middle,5
31861,Dior,Sauvage,Vetiver,middle,6
31861,Dior,Sauvage,Patchouli,middle,7
31861,Dior,Sauvage,Geranium,middle,8
31861,Dior,Sauvage,elemi,middle,9
31861,Dior,Sauvage,Ambroxan,base,10
31861,Dior,Sauvage,Cedar,base,11
31861,Dior,Sauvage,Labdanum,base,12
79437,Jo Malone London,Earl Grey & Cucumber,Earl Grey Tea,top,1
79437,Jo Malone London,Earl Grey & Cucumber,Bergamot,top,2
79437,Jo Malone London,Earl Grey & Cucumber,Cucumber,middle,3
79437,Jo Malone London,Earl Grey & Cucumber,Beeswax,base,4
79437,Jo Malone London,Earl Grey & Cucumber,Musk,base,5
79437,Jo Malone London,Earl Grey & Cucumber,Vanilla,base,6
52002,Montblanc,Explorer,Bergamot,top,1
52002,Montblanc,Explorer,Pink Pepper,top,2
52002,Montblanc,Explorer,Clary Sage,top,3
52002,Montblanc,Explorer,Haitian Vetiver,middle,4
52002,Montblanc,Explorer,Leather,middle,5
52002,Montblanc,Explorer,Ambroxan,base,6
52002,Montblanc,Explorer,Akigalawood,base,7
52002,Montblanc,Explorer,Indonesian Patchouli Leaf,base,8
52002,Montblanc,Explorer,Cacao Pod,base,9
12426,Prada,Prada Candy,Caramel,top,1
12426,Prada,Prada Candy,Powdery Notes,middle,2
12426,Prada,Prada Candy,Musk,middle,3
12426,Prada,Prada Candy,Benzoin,base,4
12426,Prada,Prada Candy,Vanilla,base,5
2271,Lanvin,Rumeur 2 Rose,Lemon,top,1
2271,Lanvin,Rumeur 2 Rose,Orange,top,2
2271,Lanvin,Rumeur 2 Rose,Grapefruit,top,3
2271,Lanvin,Rumeur 2 Rose,Bergamot,top,4
2271,Lanvin,Rumeur 2 Rose,Pear,top,5
2271,Lanvin,Rumeur 2 Rose,Green Notes,top,6
2271,Lanvin,Rumeur 2 Rose,Rose,middle,7
2271,Lanvin,Rumeur 2 Rose,Magnolia,middle,8
2271,Lanvin,Rumeur 2 Rose,False Jasmine,middle,9
2271,Lanvin,Rumeur 2 Rose,Jasmine,middle,10
2271,Lanvin,Rumeur 2 Rose,Honeysuckle,middle,11
2271,Lanvin,Rumeur 2 Rose,Lily-of-the-Valley,middle,12
2271,Lanvin,Rumeur 2 Rose,Musk,base,13
2271,Lanvin,Rumeur 2 Rose,Patchouli,base,14
2271,Lanvin,Rumeur 2 Rose,Amber,base,15
3865,Diptyque,Philosykos Eau de Parfum,Fig Leaf,top,1
3865,Diptyque,Philosykos Eau de Parfum,Fig,top,2
3865,Diptyque,Philosykos Eau de Parfum,Green Notes,middle,3
3865,Diptyque,Philosykos Eau de Parfum,Coconut,middle,4
3865,Diptyque,Philosykos Eau de Parfum,Fig Tree,base,5
3865,Diptyque,Philosykos Eau de Parfum,Woody Notes,base,6
3865,Diptyque,Philosykos Eau de Parfum,Cedar,base,7
5534,John Varvatos,Artisan,Clementine,top,1
5534,John Varvatos,Artisan,Tangerine,top,2
5534,John Varvatos,Artisan,Marjoram,top,3
5534,John Varvatos,Artisan,Thyme,top,4
5534,John Varvatos,Artisan,Orange Blossom,middle,5
5534,John Varvatos,Artisan,Ginger,middle,6
5534,John Varvatos,Artisan,Lavender,middle,7
5534,John Varvatos,Artisan,Jasmine,middle,8
5534,John Varvatos,Artisan,Musk,base,9
5534,John Varvatos,Artisan,Woodsy Notes,base,10
5534,John Varvatos,Artisan,Amber,base,11
644,Versace,Versace Man Eau Fraiche,Lemon,top,1
644,Versace,Versace Man Eau Fraiche,Bergamot,top,2
644,Versace,Versace Man Eau Fraiche,Carambola (Star Fruit),top,3
644,Versace,Versace Man Eau Fraiche,Cardamom,top,4
644,Versace,Versace Man Eau Fraiche,Brazilian Rosewood,top,5
644,Versace,Versace Man Eau Fraiche,Cedar,middle,6
644,Versace,Versace Man Eau Fraiche,Tarragon,middle,7
644,Versace,Versace Man Eau Fraiche,Sage,middle,8
644,Versace,Versace Man Eau Fraiche,Pepper,middle,9
644,Versace,Versace Man Eau Fraiche,Musk,base,10
644,Versace,Versace Man Eau Fraiche,Woodsy Notes,base,11
644,Versace,Versace Man Eau Fraiche,Saffron,base,12
644,Versace,Versace Man Eau Fraiche,Amber,base,13
644,Versace,Versace Man Eau Fraiche,Sycamore,base,14
2186,Montale,Chocolate Greedy,Cacao,flat,1
2186,Montale,Chocolate Greedy,Vanilla,flat,2
2186,Montale,Chocolate Greedy,Tonka Bean,flat,3
2186,Montale,Chocolate Greedy,Bitter Orange,flat,4
2186,Montale,Chocolate Greedy,Dried Fruits,flat,5
2186,Montale,Chocolate Greedy,Coffee,flat,6
92647,Versace,Eros Energy,Lemon,top,1
92647,Versace,Eros Energy,Lime,top,2
92647,Versace,Eros Energy,Grapefruit,top,3
92647,Versace,Eros Energy,Blood Orange,top,4
92647,Versace,Eros Energy,Sicilian Bergamot,top,5
92647,Versace,Eros Energy,Mandarin Orange,top,6
92647,Versace,Eros Energy,Pink Pepper,middle,7
92647,Versace,Eros Energy,White Amber,middle,8
92647,Versace,Eros Energy,Black Currant,middle,9
92647,Versace,Eros Energy,Musk,base,10
92647,Versace,Eros Energy,Oakmoss,base,11
92647,Versace,Eros Energy,Patchouli,base,12
65792,Jaguar,Jaguar Classic Electric Sky,Violet Leaf,top,1
65792,Jaguar,Jaguar Classic Electric Sky,Grapefruit,top,2
65792,Jaguar,Jaguar Classic Electric Sky,Sichuan Pepper,top,3
65792,Jaguar,Jaguar Classic Electric Sky,Lavender,middle,4
65792,Jaguar,Jaguar Classic Electric Sky,Clary Sage,middle,5
65792,Jaguar,Jaguar Classic Electric Sky,Geranium,middle,6
65792,Jaguar,Jaguar Classic Electric Sky,Amberwood,base,7
65792,Jaguar,Jaguar Classic Electric Sky,Oakmoss,base,8
65792,Jaguar,Jaguar Classic Electric Sky,Tonka Bean,base,9
96192,Lalique,Soleil Lunar,Magnolia,top,1
96192,Lalique,Soleil Lunar,Mandarin Orange,top,2
96192,Lalique,Soleil Lunar,Pink Pepper,top,3
96192,Lalique,Soleil Lunar,Lady of the Night Flower,middle,4
96192,Lalique,Soleil Lunar,Heliotrope,middle,5
96192,Lalique,Soleil Lunar,Ambrette,middle,6
96192,Lalique,Soleil Lunar,Musk,base,7
96192,Lalique,Soleil Lunar,Moss,base,8
96192,Lalique,Soleil Lunar,Ambergris,base,9
39181,Mancera,Aoud Lemon Mint,Lemon,top,1
39181,Mancera,Aoud Lemon Mint,Almond,top,2
39181,Mancera,Aoud Lemon Mint,Black Pepper,top,3
39181,Mancera,Aoud Lemon Mint,Coriander,top,4
39181,Mancera,Aoud Lemon Mint,Agarwood (Oud),middle,5
39181,Mancera,Aoud Lemon Mint,Patchouli,middle,6
39181,Mancera,Aoud Lemon Mint,Egyptian Jasmine,middle,7
39181,Mancera,Aoud Lemon Mint,Mint,middle,8
39181,Mancera,Aoud Lemon Mint,Vanilla,base,9
39181,Mancera,Aoud Lemon Mint,White Musk,base,10
39181,Mancera,Aoud Lemon Mint,Amber,base,11
39181,Mancera,Aoud Lemon Mint,Vetiver,base,12
39181,Mancera,Aoud Lemon Mint,Leather,base,13
53671,Parfums Berdoues,Azur Riviera,Algae,top,1
53671,Parfums Berdoues,Azur Riviera,Jasmine,middle,2
53671,Parfums Berdoues,Azur Riviera,Orange Blossom,middle,3
53671,Parfums Berdoues,Azur Riviera,Sea Notes,base,4
64022,Banana Republic,Metal Rain,Lemon,top,1
64022,Banana Republic,Metal Rain,Black Currant,top,2
64022,Banana Republic,Metal Rain,Violet Leaf,top,3
64022,Banana Republic,Metal Rain,Basil,top,4
64022,Banana Republic,Metal Rain,Lavender,middle,5
64022,Banana Republic,Metal Rain,Green Tea,middle,6
64022,Banana Republic,Metal Rain,Ozonic notes,middle,7
64022,Banana Republic,Metal Rain,Galbanum,middle,8
64022,Banana Republic,Metal Rain,Cashmeran,base,9
64022,Banana Republic,Metal Rain,Sandalwood,base,10
64022,Banana Republic,Metal Rain,Musk,base,11
64022,Banana Republic,Metal Rain,Ambrocenide,base,12
37603,Nishane,Fan Your Flames,Coconut,top,1
37603,Nishane,Fan Your Flames,Rum,top,2
37603,Nishane,Fan Your Flames,Tobacco,middle,3
37603,Nishane,Fan Your Flames,Tonka Bean,middle,4
37603,Nishane,Fan Your Flames,Chinese Cedar,base,5
37603,Nishane,Fan Your Flames,Oakmoss,base,6
74740,Banana Republic,Midnight Hour,Mango,top,1
74740,Banana Republic,Midnight Hour,Green Leaves,top,2
74740,Banana Republic,Midnight Hour,Ginger,top,3
74740,Banana Republic,Midnight Hour,Pink Pepper,middle,4
74740,Banana Republic,Midnight Hour,Star Anise,middle,5
74740,Banana Republic,Midnight Hour,Geranium,middle,6
74740,Banana Republic,Midnight Hour,Hedione,middle,7
74740,Banana Republic,Midnight Hour,Leather,base,8
74740,Banana Republic,Midnight Hour,Agarwood (Oud),base,9
74740,Banana Republic,Midnight Hour,Musk,base,10
74740,Banana Republic,Midnight Hour,Indonesian Patchouli Leaf,base,11
45029,Banana Republic,90 Pure White,Green Tea,top,1
45029,Banana Republic,90 Pure White,Grapefruit,top,2
45029,Banana Republic,90 Pure White,Bergamot,top,3
45029,Banana Republic,90 Pure White,Violet Leaf,middle,4
45029,Banana Republic,90 Pure White,Lavender,middle,5
45029,Banana Republic,90 Pure White,Jasmine,middle,6
45029,Banana Republic,90 Pure White,Musk,base,7
45029,Banana Republic,90 Pure White,Vetiver,base,8
45029,Banana Republic,90 Pure White,Amber,base,9
106298,BMW Fragrances,Bergamood,Bergamot,top,1
106298,BMW Fragrances,Bergamood,Pink Pepper,top,2
106298,BMW Fragrances,Bergamood,Mandarin,top,3
106298,BMW Fragrances,Bergamood,Petitgrain Paraguay,middle,4
106298,BMW Fragrances,Bergamood,Helvetolide,middle,5
106298,BMW Fragrances,Bergamood,Lavender,middle,6
106298,BMW Fragrances,Bergamood,Ambroxan,base,7
106298,BMW Fragrances,Bergamood,Anthamber™,base,8
1923,Rance 1795,Le Vainqueur,Watermelon,top,1
1923,Rance 1795,Le Vainqueur,Grapefruit,top,2
1923,Rance 1795,Le Vainqueur,Ginger,top,3
1923,Rance 1795,Le Vainqueur,Melon,top,4
1923,Rance 1795,Le Vainqueur,Bergamot,top,5
1923,Rance 1795,Le Vainqueur,Mandarin Orange,top,6
1923,Rance 1795,Le Vainqueur,Lavender,middle,7
1923,Rance 1795,Le Vainqueur,Geranium,middle,8
1923,Rance 1795,Le Vainqueur,Nutmeg,middle,9
1923,Rance 1795,Le Vainqueur,Lily-of-the-Valley,middle,10
1923,Rance 1795,Le Vainqueur,Jasmine,middle,11
1923,Rance 1795,Le Vainqueur,Vetiver,base,12
1923,Rance 1795,Le Vainqueur,Leather,base,13
1923,Rance 1795,Le Vainqueur,Iris,base,14
1923,Rance 1795,Le Vainqueur,Musk,base,15
1923,Rance 1795,Le Vainqueur,Sandalwood,base,16
1923,Rance 1795,Le Vainqueur,Amber,base,17
93865,SW19,Midnight,Lily of the Valley,top,1
93865,SW19,Midnight,White Lotus,top,2
93865,SW19,Midnight,Powdery Notes,middle,3
93865,SW19,Midnight,White Musk,middle,4
93865,SW19,Midnight,Musk,base,5
93865,SW19,Midnight,Sandalwood,base,6
93865,SW19,Midnight,Benzoin,base,7
95034,Youssoful,Saint Moritz,Fig,top,1
95034,Youssoful,Saint Moritz,Grapefruit,top,2
95034,Youssoful,Saint Moritz,Peony,middle,3
95034,Youssoful,Saint Moritz,Vanilla Orchid,middle,4
95034,Youssoful,Saint Moritz,Jasmine,middle,5
95034,Youssoful,Saint Moritz,White Musk,base,6
82586,Clean,Apple Blossom,Apple,top,1
82586,Clean,Apple Blossom,Pear,top,2
82586,Clean,Apple Blossom,Grapefruit,top,3
82586,Clean,Apple Blossom,Freesia,middle,4
82586,Clean,Apple Blossom,Jasmine,middle,5
82586,Clean,Apple Blossom,Peony,middle,6
82586,Clean,Apple Blossom,Watery Notes,base,7
82586,Clean,Apple Blossom,Musk,base,8
82586,Clean,Apple Blossom,Orcanox™,base,9
82586,Clean,Apple Blossom,Amberwood,base,10
116396,Montale,Be My Plum,Green Plum,top,1
116396,Montale,Be My Plum,Pink Pepper,top,2
116396,Montale,Be My Plum,Cambodian Oud,top,3
116396,Montale,Be My Plum,Indian Tuberose,middle,4
116396,Montale,Be My Plum,Tiare,middle,5
116396,Montale,Be My Plum,Ylang Ylang,middle,6
116396,Montale,Be My Plum,Plum Blossom,middle,7
116396,Montale,Be My Plum,Cashmere Musk,base,8
116396,Montale,Be My Plum,Vanilla Sugar,base,9
116396,Montale,Be My Plum,Coconut,base,10
74107,Mancera,Jasmin Exclusif,Spices,top,1
74107,Mancera,Jasmin Exclusif,Bergamot,top,2
74107,Mancera,Jasmin Exclusif,Egyptian Jasmine,middle,3
74107,Mancera,Jasmin Exclusif,Agarwood (Oud),middle,4
74107,Mancera,Jasmin Exclusif,Leather,middle,5
74107,Mancera,Jasmin Exclusif,Patchouli,middle,6
74107,Mancera,Jasmin Exclusif,Jasmine,base,7
74107,Mancera,Jasmin Exclusif,Sandalwood,base,8
74107,Mancera,Jasmin Exclusif,Vanilla Pod,base,9
74107,Mancera,Jasmin Exclusif,Labdanum,base,10
1929,Rance 1795,Josephine,Hyacinth,top,1
1929,Rance 1795,Josephine,Rose,top,2
1929,Rance 1795,Josephine,Peony,top,3
1929,Rance 1795,Josephine,Lilac,top,4
1929,Rance 1795,Josephine,Hawthorn,top,5
1929,Rance 1795,Josephine,Jasmine,top,6
1929,Rance 1795,Josephine,Ylang-Ylang,top,7
1929,Rance 1795,Josephine,Bergamot,top,8
1929,Rance 1795,Josephine,Iris,middle,9
1929,Rance 1795,Josephine,Geranium,middle,10
1929,Rance 1795,Josephine,Black Currant,middle,11
1929,Rance 1795,Josephine,Galbanum,middle,12
1929,Rance 1795,Josephine,Violet Leaf,middle,13
1929,Rance 1795,Josephine,Peach,middle,14
1929,Rance 1795,Josephine,Clove,middle,15
1929,Rance 1795,Josephine,Vanille,base,16
1929,Rance 1795,Josephine,Sandalwood,base,17
1929,Rance 1795,Josephine,Musk,base,18
1929,Rance 1795,Josephine,Ebony Wood,base,19
1929,Rance 1795,Josephine,Amber,base,20
90739,Montale,Bubble Forever,Lemon,top,1
90739,Montale,Bubble Forever,Neroli,top,2
90739,Montale,Bubble Forever,Grapefruit,top,3
90739,Montale,Bubble Forever,Pear,top,4
90739,Montale,Bubble Forever,Orange Blossom,middle,5
90739,Montale,Bubble Forever,Jasmine,middle,6
90739,Montale,Bubble Forever,Bulgarian Rose,middle,7
90739,Montale,Bubble Forever,Cinnamon,middle,8
90739,Montale,Bubble Forever,Toffee,base,9
90739,Montale,Bubble Forever,Musk,base,10
90739,Montale,Bubble Forever,Vanilla,base,11
90739,Montale,Bubble Forever,Amber,base,12
44174,Nishane,Hacivat,Pineapple,top,1
44174,Nishane,Hacivat,Grapefruit,top,2
44174,Nishane,Hacivat,Bergamot,top,3
44174,Nishane,Hacivat,Cedar,middle,4
44174,Nishane,Hacivat,Patchouli,middle,5
44174,Nishane,Hacivat,Jasmine,middle,6
44174,Nishane,Hacivat,Oakmoss,base,7
44174,Nishane,Hacivat,Woody Notes,base,8
35456,John Varvatos,Artisan Blu,Bergamot,top,1
35456,John Varvatos,Artisan Blu,Basil,top,2
35456,John Varvatos,Artisan Blu,Lavender,top,3
35456,John Varvatos,Artisan Blu,Chayote,top,4
35456,John Varvatos,Artisan Blu,Bitter Orange,top,5
35456,John Varvatos,Artisan Blu,Geranium,middle,6
35456,John Varvatos,Artisan Blu,Palmarosa,middle,7
35456,John Varvatos,Artisan Blu,Orange Blossom,middle,8
35456,John Varvatos,Artisan Blu,Clary Sage,middle,9
35456,John Varvatos,Artisan Blu,Iris,middle,10
35456,John Varvatos,Artisan Blu,Pine,base,11
35456,John Varvatos,Artisan Blu,Cedar,base,12
35456,John Varvatos,Artisan Blu,Pistachio,base,13
35456,John Varvatos,Artisan Blu,Tamarisk,base,14
35456,John Varvatos,Artisan Blu,Patchouli,base,15
30567,Nishane,Wulóng Chá,Bergamot,top,1
30567,Nishane,Wulóng Chá,Orange,top,2
30567,Nishane,Wulóng Chá,Mandarin Orange,top,3
30567,Nishane,Wulóng Chá,Litsea Cubeba,top,4
30567,Nishane,Wulóng Chá,Oolong tea,middle,5
30567,Nishane,Wulóng Chá,Nutmeg,middle,6
30567,Nishane,Wulóng Chá,Fig,base,7
30567,Nishane,Wulóng Chá,Musk,base,8
8339,John Varvatos,Artisan Black,Blood Orange,top,1
8339,John Varvatos,Artisan Black,Tangerine,top,2
8339,John Varvatos,Artisan Black,Amalfi Lemon,top,3
8339,John Varvatos,Artisan Black,Watermelon,top,4
8339,John Varvatos,Artisan Black,Ginger,middle,5
8339,John Varvatos,Artisan Black,African Orange Flower,middle,6
8339,John Varvatos,Artisan Black,Neroli,middle,7
8339,John Varvatos,Artisan Black,Jasmine,middle,8
8339,John Varvatos,Artisan Black,Cardamom,middle,9
8339,John Varvatos,Artisan Black,Coriander,middle,10
8339,John Varvatos,Artisan Black,Leather,base,11
8339,John Varvatos,Artisan Black,Vetyver,base,12
8339,John Varvatos,Artisan Black,Woody Notes,base,13
8339,John Varvatos,Artisan Black,White Amber,base,14
8339,John Varvatos,Artisan Black,Kephalis,base,15
8339,John Varvatos,Artisan Black,Patchouli,base,16
8339,John Varvatos,Artisan Black,White Musk,base,17
8339,John Varvatos,Artisan Black,Orris Root,base,18
54976,Rance 1795,Désirée,Rose de Mai,top,1
54976,Rance 1795,Désirée,Grapefruit,top,2
54976,Rance 1795,Désirée,Bergamot,top,3
54976,Rance 1795,Désirée,Ginger,top,4
54976,Rance 1795,Désirée,Juniper Berries,top,5
54976,Rance 1795,Désirée,Lemon Zest,top,6
54976,Rance 1795,Désirée,Mint,top,7
54976,Rance 1795,Désirée,Rose,middle,8
54976,Rance 1795,Désirée,Gardenia,middle,9
54976,Rance 1795,Désirée,Jasmine,middle,10
54976,Rance 1795,Désirée,Red Thyme,middle,11
