core_id,latin_core,korean_transliteration,reconstruction_status
f73d9790ec25f3ae,Nectarine Blossom & Honey,넥타린 블로섬 앤 허니,OK
5f050f34b3d45ca4,Dark Amber & Ginger Lily,다크 앰버 앤 진저 릴리,OK
44c6ba55bf981d1d,Lotus Blossom & Water Lily,로터스 블로섬 앤 워터 릴리,OK
a9cc581f04bd4e24,Aoud Velvet,아우드 벨벳,OK
1e269af75eb05544,Notorious,노토리우스,UNCERTAIN
9410709104a1cb45,Midnight Poison Elixir,미드나이트 쁘아종 엘릭서,OK
8d0d2ce454bde3b9,Hypnotic Poison Elixir,힙노틱 쁘아종 엘릭서,OK
80fcc25fcf54d301,Gianni Versace,잔니 베르사체,OK
78597907669f711e,Paris Nuit de Fete,파리 뉘 드 페,UNCERTAIN
c205399824ddeeb2,Starwalker,스타워커,OK
035d3f5cf7fea7ba,Homme Sport,옴므 스포트,OK
82dfeb8d73361926,Baby Doll Music Box Collector 2007,베이비 돌 뮤직 복스 컬렉터 2007,UNCERTAIN
ef292520d8673251,Vanilla Extasy,바닐라 엑스타지,OK
ee6e691527d1af85,Aoud Red Flowers,아우드 레드 플라워스,OK
c32d4c2b4775c390,Red Vetiver,레드 베티버,OK
37b8fdc79ec2cda9,Highness Rose,헤이네스스 로즈,UNCERTAIN
85a686ab8ceacfe0,Boise Vanille,부아제 바니유,OK
183ae10db05e6841,Vanille Absolu,바니유 압솔뤼,OK
34a568351c8e92e8,Fahrenheit Summer 2007,파렌하이트 서머 2007,OK
362fb7dc59ab5321,Individuel,앵디비뒤엘,OK
7cba16ba70bf7639,Paris Eau de Printemps Limited Edition 2002,파리 오 드 프랭탕 리미티드 에디션 2002,OK
46fc090a05169b4e,Vice Versa,비스 벨사,UNCERTAIN
b7a3ee3fc54c87cb,Rive Gauche Light,리브 고쉬 라이트,OK
fd9403b16fb8b3ae,Rive Gauche Intense,리브 고쉬 인텐스,OK
153f469e2a8d2902,Rive Gauche Fraicheur,리브 고쉬 프레쇠르,OK
985b9caf08def5a8,Elle Intense,엘 인텐스,OK
a2ac57206b4192c6,for Her,포 허,OK
1fb30327a72e3583,J'Adore L'Absolu,쟈도르 랍솔뤼,OK
616ca60155244cd5,J'Adore Anniversaire en Or,쟈도르 앙니벨셀 앙 오르,UNCERTAIN
ea358fd298092ed3,J'Adore Gold Supreme Divinement Or,쟈도르 골드 수프림 디비네망 오르,UNCERTAIN
2a6541c5fe0242df,J'Adore Summer Fragrance,쟈도르 서머 프래그런스,OK
8fb8b410596f1c08,Wild Fig & Cassis,와일드 피그 앤 카스시스,UNCERTAIN
782def89e0b77007,Les Exclusifs de Chanel Beige,레 엑스클뤼지프 드 샤넬 베주,OK
6aee3a451c181ef8,N°5 Elixir Sensuel,N°5 엘릭서 센슈엘,OK
212bfda6169e7ad2,Les Exclusifs de Chanel Sycomore,레 엑스클뤼지프 드 샤넬 시코모르,OK
18b868c06a49fee4,Une Fleur de Chanel,윈 플뢰르 드 샤넬,OK
20fb4cb62c9fc15f,CK One Collector Bottle 2008,씨케이 원 컬렉터 보틀 2008,OK
3747704bb335a6dc,Opium Collector Edition 2008,오피움 컬렉터 에디션 2008,OK
2b93070755c8399c,Young Sexy Lovely Collector Edition Radiant 2008,영 섹시 러블리 컬렉터 에디션 레이디언트 2008,OK
e67b7dbd2a4da67e,Polo Modern Reserve,폴로 모던 리저브,OK
181bc05495de0176,Gianni Versace Couture,잔니 베르사체 쿠튀르,OK
f0b1e4980954e6ed,Jazz Prestige,재즈 프레스티지,UNCERTAIN
0468aa2282a7a960,Fresh Man,프레시 맨,OK
50068e930bc6bcd3,Fresh Woman,프레시 우먼,OK
3ad266f0362ade80,Vetyver 2003,베티버 2003,OK
2b061942c7c0ab30,Sliver Aoud,슬리버 아우드,OK
e6f466dd157a0c1d,Aoud Shiny,아우드 시니,UNCERTAIN
8e7f9b553a07c689,Crystal Aoud,크리스탈 아우드,OK
fb160d092124a413,L'Eau d'Issey Extract Edition Shiro Kuramata,로 디세이 에트라 에디션 시로 쿠라마타,UNCERTAIN
f743ce839f30a5e6,Sweet Lime & Cedar,스위트 라임 앤 시더,OK
ae228e40dade1b8a,Iris Nobile Edizione Speciale 2008,아이리스 노빌레 에디치오네 스페찰레 2008,OK
2676250b18c0614e,Profumo 2008,프로푸모 2008,OK
e2d633ad20916970,Romance Always Yours,로맨스 아뤠이스 유어스,UNCERTAIN
de91183c32d7cf49,Powder Flowers,파우더 플라워스,OK
3043a180702d970f,Fruits of the Musk,프루츠 오브 더 머스크,OK
4202628f64bad2bd,Opium Elixir Voluptueux,오피움 엘릭서 보룹투윽스,UNCERTAIN
52a337958b9bb316,L'Eau d'Issey Une Goutte de Nuage,로 디세이 윈 구트 드 누아,UNCERTAIN
e252d0b058d9c802,Essence,에센스,OK
96cae414d485b3d4,CK One Summer 2009,씨케이 원 서머 2009,OK
05579f77caf0d633,Sunkissed Glow,선키스트 글로우,OK
eabf4d2bb990ba95,Eternity For Men Summer 2009,이터니티 포 맨 서머 2009,OK
09debc34c2408b51,CK IN2U Heat for Her,씨케이 인 2 유 히트 포 허,OK
1ff1a0d4a0e3b674,CK IN2U Heat for Him,씨케이 인 2 유 히트 포 힘,OK
01b3490eee4b8562,Red Roses,레드 로즈,OK
17d61bc9761952c7,La Nuit de l'Homme,라 뉘 드 롬므,OK
91117818f38f25e7,Artisan,아티산,OK
752a66c56ad2deec,French Lime Blossom,프렌치 라임 블로섬,OK
15c45bcf4177612f,Pomegranate Noir,포머그래닛 누아르,OK
c69123cf003e318b,Amber & Lavender,앰버 앤 라벤더,OK
dff2ecefe67a3e35,Tuberose,튜베로즈,OK
6735f0e0ad41dae8,Grapefruit,그레이프프루트,OK
04544f6772444274,Lime Basil & Mandarin,라임 바질 앤 만다린,OK
b31e0ecd04039a73,Presence d'Une Femme Intense,프레장스 둔 팜 인텐스,UNCERTAIN
1eba35f27deb6d88,Baby Doll Honeymoon Limited Edition,베이비 돌 호네이문 리미티드 에디션,UNCERTAIN
465b9b353c4a9647,Femme Individuelle Soul & Senses,팜 앵디비뒤엘 소울 앤 센세스,UNCERTAIN
cf1332b2c37e8ee9,J'adore L'eau Florale,쟈도르 로 플로랄,OK
4b619053b642dbde,Paris Eau de Printemps Limited Edition 2009,파리 오 드 프랭탕 리미티드 에디션 2009,OK
b45ad3968e59b381,L'Homme Sport,롬므 스포트,OK
fe61323d636f1b0e,Miss Dior Cherie L'Eau,미스 디올 셰리 로,OK
cf0ee626994a5958,Young Sexy Lovely Couture Collection 2009,영 섹시 러블리 쿠튀르 컬렉션 2009,OK
5cc921b6a2f265a3,Arpege Eclat d'Arpege,아르페쥬 에끌라 다르페쥬,OK
1b9d1f8bd4eb603e,Eclat d'Arpege Bijou Collector,에끌라 다르페쥬 비수 컬렉터,UNCERTAIN
cffe413b86658f8d,Monsieur Lanvin,무슈 랑방,OK
918e9410ce6b468f,Lisy,리시,UNCERTAIN
15756eca1c0a8799,Elle Shocking Elle,엘 쇼킹 엘,UNCERTAIN
585da9208242320f,L'eau d'Issey Eau D'Ete Summer Edition,로 디세이 오 데테 서머 에디션,OK
54159d9a5a87d499,Colonia Assoluta In Villa,콜로니아 아솔루타 인 빌라,UNCERTAIN
bbe34950244633f7,Summer Eau Fraiche,서머 오 프레슈,OK
621db2a29a566e5c,Simply Soap,심플리 솝,OK
081a1aae2f6f932d,L'eau d'Issey Eau D'Ete Summer Edition for Men,로 디세이 오 데테 서머 에디션 포 맨,OK
c43c552ce1a7d32e,Cristalle Eau Verte,크리스탈 오 벨트,UNCERTAIN
a71f817d8d2b26ee,Homme Voyage,옴므 보야주,OK
0403d4e045d71a4f,Opium Oriental Limited Edition,오피움 오리엔탈 리미티드 에디션,OK
b5bb37c2df12a2e9,Cruise Collection Escale a Pondichery,크루즈 컬렉션 에스칼 어 폰딕헤리,UNCERTAIN
2c3fab9c63ea53b8,Blu Mediterraneo Foglie di Basilico,블루 메디테라네오 포리이에 디 바시리오,UNCERTAIN
d9155c919904b5f3,Blu Mediterraneo Quercia Marina,블루 메디테라네오 퀘르차 마리나,UNCERTAIN
99f1cc4f551f7f2c,Romance Tender Notes,로맨스 텐더 노츠,OK
8666bc281cf38638,Boudoir Jouy,부두아르 조의,UNCERTAIN
77b3967388e73eed,Addict 2 Sparkle in Pink,어딕트 2 스파클 인 핑크,OK
36392065c1ca35a4,Intense for Him,인텐스 포 힘,OK
6333eb667088112f,CK Free,씨케이 프리,OK
9039bc6c0b3f5e0c,Intense,인텐스,OK
6a56881fd87b24af,Diorling,디올링,OK
a76e803c3e5c85ed,Rock Volume One,록 보룸 원,UNCERTAIN
2bc8c49a8a74f56e,A Scent by Issey Miyake,어 센트 바이 이세이 미야케,OK
89eaab12ff0f5208,Bal d'Afrique,발 다프리크,OK
059027f62a5803e9,Vanilla & Anise,바닐라 앤 아니스,UNCERTAIN
2109163174cfc4eb,Magnolia Nobile,매그놀리아 노빌레,OK
8d4b5cdb33b501e3,My Glow,마이 글로우,OK
bd0b34758f8e5570,Parisienne,파리지엔느,OK
80a4bc7d59a0255f,Fahrenheit Absolute,파렌하이트 앱솔루트,OK
f8b9a433ce631ffd,for Her Musc Intense,포 허 뮈스크 인텐스,OK
a91f72a7ed52d885,for Him Musk,포 힘 머스크,OK
e93cf20cb47ad3ed,Musc for Her,뮈스크 포 허,OK
c2b686b8da427a33,Eclat d'Arpege Limited Edition,에끌라 다르페쥬 리미티드 에디션,OK
0c4f9bce263da668,Boise Fruite,부아제 프뤼테,OK
53a8b88408812c8e,Wild Aoud,와일드 아우드,OK
700b1b44f7460dba,Deep Roses,딥 로즈,OK
7c0fa21eb4ba246e,Addict 2 Eau Fraiche,어딕트 2 오 프레슈,OK
79a1ddf9073b19b5,Your Fragrance! for Her,유어 프래그런스! 포 허,OK
6c03e1d00b1cc361,Your Fragrance! for Him,유어 프래그런스! 포 힘,OK
098a424f5fbfc7d7,Fresh Laundry,프레시 런드리,OK
ae25d6481fc1741f,Classic,클래식,OK
09fa8783270beb6b,For Men,포 맨,OK
907651042325e095,Marc II,말크 II,UNCERTAIN
442aded87a55aa8c,Performance,펠폴만스,UNCERTAIN
c1398a8532d2bade,CK IN2U Her Collectables,씨케이 인 2 유 허 컬렉터블스,OK
6cd0c6c38117190a,CK IN2U Him Collectables,씨케이 인 2 유 힘 컬렉터블스,OK
c97a8a0a5f36fc78,Coco Mademoiselle Parfum,코코 마드모아젤 퍼퓸,OK
03c90f0ab8ba355e,L'Eau d'Issey Ettore Sottsass Edition,로 디세이 에트톨 소트차스 에디션,UNCERTAIN
bc12e71c68d92504,J'Adore Collector Anniversary Edition,쟈도르 컬렉터 애니버서리 에디션,OK
bb96fb51a7c7c123,Polo Crest,폴로 크레스트,UNCERTAIN
431d333f7ff2b436,Ambre Nuit,앙브르 뉘,OK
52a32108c1a4a4f8,Les Exclusifs de Chanel 28 La Pausa,레 엑스클뤼지프 드 샤넬 28 라 포사,UNCERTAIN
149c697999d9c29b,Les Exclusifs de Chanel Bel Respiro,레 엑스클뤼지프 드 샤넬 벨 레스피로,UNCERTAIN
8b91baef0c67d924,Les Exclusifs de Chanel No 22,레 엑스클뤼지프 드 샤넬 넘버 22,OK
d40382f24799b58f,Les Exclusifs de Chanel Cuir de Russie,레 엑스클뤼지프 드 샤넬 퀴르 드 뤼시,OK
14fcadf7a98982ad,Les Exclusifs de Chanel Coromandel,레 엑스클뤼지프 드 샤넬 코로망델,OK
9c4dbc3e70124785,Les Exclusifs de Chanel No 18,레 엑스클뤼지프 드 샤넬 넘버 18,OK
834ab7000ee1e047,Les Exclusifs de Chanel 31 Rue Cambon,레 엑스클뤼지프 드 샤넬 31 뤼 암봉,UNCERTAIN
406e6b90ad591419,Les Creations de Monsieur Dior Diorissimo,레 크레아시옹 드 무슈 디올 디오리시모,OK
7edacf81af3be31d,Les Creations de Monsieur Dior Dioressence,레 크레아시옹 드 무슈 디올 디오레상스,OK
1721fb5f23a0a1a8,Les Creations de Monsieur Dior Diorella,레 크레아시옹 드 무슈 디올 디오렐라,OK
7a60ee2a168bac01,Les Creations de Monsieur Dior Eau Fraiche,레 크레아시옹 드 무슈 디올 오 프레슈,OK
1804837529f0b999,Les Creations de Monsieur Dior Forever and Ever,레 크레아시옹 드 무슈 디올 포에버 앤드 에버,OK
c07affe5a03e7a15,Opium 2009,오피움 2009,OK
dc6fa7d4df9fc053,Baudelaire,보데레일,UNCERTAIN
94d1470dbeff15a3,Blue Glow by JLO,블루 글로우 바이 제이엘오,OK
8acfd9d9c75ec241,Eau de Fleurs Neroli,오 드 플뢰르 네롤리,OK
57bda5134db7c3e2,L’Eau d’Issey Fleur de Bois,로 디세이 플뢰르 드 부아,OK
3d54bd4ed046bfa9,L’Eau d’Issey pour Homme Edition Bois,로 디세이 뿌르 옴므 에디션 부아,OK
6ec62b9e16943072,Polo Red White & Blue,폴로 레드 화이트 앤 블루,OK
0c29dbfe86461b3d,Blu Mediterraneo Bergamotto di Calabria,블루 메디테라네오 베르가모토 디 칼라브리아,OK
630c74b2de456692,untitled,운티트레드,UNCERTAIN
5528cbee801551d4,CK One Summer 2010,씨케이 원 서머 2010,OK
d6da98589acb041d,V'E,베,UNCERTAIN
27c5a005e9d23a12,Eternity Summer 2010,이터니티 서머 2010,OK
13deaeab7c8988a2,Eternity For Men Summer 2010,이터니티 포 맨 서머 2010,OK
c790164cf75c4c8e,Elle Edition Collector,엘 에디션 컬렉터,OK
a04c4de3078c667c,Eternity Aqua for Men,이터니티 아쿠아 포 맨,OK
6278022be043c399,ck IN2U Heat Her,씨케이 인 2 유 히트 허,OK
b48d7f15badba9b9,ck IN2U Heat Him,씨케이 인 2 유 히트 힘,OK
d080468e487156dc,L'Eau d'Issey Summer,로 디세이 서머,OK
6b1b2a00bf3cd192,L'Eau d'Issey Pour Homme Summer,로 디세이 뿌르 옴므 서머,OK
739173607bf3b96f,Miss Dior Cherie 2010,미스 디올 셰리 2010,OK
83bb939b02623535,A Scent by Issey Miyake Florale,어 센트 바이 이세이 미야케 플로랄,OK
f678b70a9fc6d6ca,Summer Romance,서머 로맨스,OK
840fb54428ff91fa,Black Vetyver Cafe,블랙 베티버 카페,OK
5b92d0689d520fd7,Artisan Black,아티산 블랙,OK
622dfcb75d92eeaa,Iris Nobile Edizione Speziale,아이리스 노빌레 에디치오네 스페치아레,UNCERTAIN
ad7277546dc9f75f,La Tulipe,라 튤립,OK
26796dce8f0269f7,Your Fragrance! Refresh for Her,유어 프래그런스! 리프레시 포 허,OK
b0bd6f0cd4de74b0,Your Fragrance! Refresh for Him,유어 프래그런스! 리프레시 포 힘,OK
f869e195897de86e,Chypre Vanille,시프르 바니유,OK
ed17fbeb7c56d74c,Cruise Collection Escale Aux Marquises,크루즈 컬렉션 에스칼 옥스 말퀴세스,UNCERTAIN
7d249ed4eb75246b,Beauty,뷰티,OK
c95cafcd971a4fe3,Verbenas of Provence,벨베나스 오브 프로방스,UNCERTAIN
37d5543b3de08157,Louban,로우반,UNCERTAIN
6224021e6017b17f,Big Pony 1,빅 포니 1,OK
dc6bc9c782612f46,Big Pony 2,빅 포니 2,OK
505c8afe6ca81c82,Big Pony 3,빅 포니 3,OK
9081b0ed3b631d9e,Big Pony 4,빅 포니 4,OK
4931aab4cd1edd94,Jeanne Lanvin My Sin,잔 랑방 마이 신,OK
b843790a364aed2f,Bleu de Chanel,블루 드 샤넬,OK
50f2310398a05029,Eclat d'Arpege,에끌라 다르페쥬,OK
0f15dfd3511e09c5,Outdoor Shower Fresh,오우트둘 샤워 프레시,UNCERTAIN
155a59e2699857b8,Roses Elixir,로즈 엘릭서,OK
296e796d6bd47e5b,So Flowers,소 플라워스,OK
5aa9e3d70aaddae3,Aoud Leather,아우드 레더,OK
25f91697549553dc,Pure Gold,퓨어 골드,OK
9f4024faec10ef6d,Love,러브,OK
b4d7163c724d5174,Belle d'Opium,벨 도피움,OK
aa64283934220214,Mango Manga,마오 마아,UNCERTAIN
318b2ce5d56873e3,Presence Cool,프레장스 쿨,OK
3ef9d796f52c92ab,CK One We Are One Magnets,씨케이 원 위 아 원 마그넷츠,OK
f019144ae8af1774,Honeysuckle & Jasmine,허니서클 앤 재스민,OK
d88caba60184523d,Full Incense,풀 인센스,OK
d2707a2a1530a55c,Aoud Safran,아우드 사프란,OK
1be814b550516a49,Aoud Musk,아우드 머스크,OK
e20667cd356b44e1,Aoud Forest,아우드 포레스트,OK
e927a61b0f476c2f,Amber & Spices,앰버 앤 스파이시스,OK
d7b5ec94b1cda24f,Velvet Flowers,벨벳 플라워스,OK
83b9aa089490c7c4,Hypnotic Poison Eau Sensuelle,힙노틱 쁘아종 오 센슈엘,OK
302add41c1647ca9,Summer Linen,서머 리넨,UNCERTAIN
3e4c9f43ab7581f3,Extreme Polo Sport,익스트림 폴로 스포트,OK
20bee2f080bb2e6b,Opium Fraicheur d'Orient,오피움 프레쇠르 도리앙,OK
84c2f4549c496daa,Essenza di Colonia,에센차 디 콜로니아,OK
ddad2841a1a2c026,Rive Gauche Pour Homme Intense,리브 고쉬 뿌르 옴므 인텐스,OK
8f120028ffb97d50,Naughty Alice,노그흐티 아리스,UNCERTAIN
c956101d9f98b60c,L’Eau d’Issey Pour Homme Noir Absolu,로 디세이 뿌르 옴므 누아르 압솔뤼,OK
3ce2a37de319ff0d,L’Eau d’Issey Noir Absolu,로 디세이 누아르 압솔뤼,OK
d4e370c2433f0367,Magnolia Nobile Special Edition,매그놀리아 노빌레 스페셜 에디션,OK
ea823a6599f7b738,La Nuit de L'Homme Le Parfum,라 뉘 드 롬므 르 퍼퓸,OK
84c31882fd2ad222,10th Anniversary Special Edition,10 스 애니버서리 스페셜 에디션,OK
fee7fb89913e645b,L.A. Glow,L. 어. 글로우,OK
8f26f5c3a11e7eab,Parisienne A L'Extreme,파리지엔느 어 레트렘,UNCERTAIN
c768b493ad0ce070,Essence Musc Collection Intense,에센스 뮈스크 컬렉션 인텐스,OK
f5a7bca9776d8cd6,English Pear & Freesia,잉글리시 페어 앤 프리지아,OK
0dab7ef9252b35ed,J'Adore L'Or,쟈도르 로르,OK
767aee8951b22e84,Les Creations de Monsieur Dior Diorama,레 크레아시옹 드 무슈 디올 디오라마,OK
666d2a84a80ec7c9,La Collection Couturier Parfumeur Royale,라 컬렉션 쿠튀리에 파르푀뫼르 로이알,UNCERTAIN
0187259b5b3ae71b,La Collection Couturier Parfumeur New Look 1947,라 컬렉션 쿠튀리에 파르푀뫼르 뉴 룩 1947,OK
cd13f3b0abf7a548,La Collection Couturier Parfumeur Mitzah,라 컬렉션 쿠튀리에 파르푀뫼르 미트사흐,UNCERTAIN
ca2b0e5cb89feb31,La Collection Couturier Parfumeur Granville,라 컬렉션 쿠튀리에 파르푀뫼르 그란빌르,UNCERTAIN
64538282248baced,La Collection Couturier Parfumeur Leather Oud,라 컬렉션 쿠튀리에 파르푀뫼르 레더 우드,OK
9350c4742e91be78,La Collection Couturier Parfumeur Vetiver,라 컬렉션 쿠튀리에 파르푀뫼르 베티버,OK
5165a866f686fe8e,La Collection Couturier Parfumeur Milly-la-Foret,라 컬렉션 쿠튀리에 파르푀뫼르 밀리 - 라 - 포레트,UNCERTAIN
427c9d93011330c2,Accord Oud,악콜드 우드,UNCERTAIN
150792d918a785e7,M/Mink,M / 민크,UNCERTAIN
35fe35f7f4a4aaa8,Oud Immortel,우드 임몰텔,UNCERTAIN
f1832c3d728feded,No 5,넘버 5,OK
1ebde4e380c9585e,L'Eau d'Issey Florale,로 디세이 플로랄,OK
29981b7452fff033,CK Be We Are One Magnets,씨케이 비 위 아 원 마그넷츠,OK
0a656fad1d5f59ec,Black Intensitive Aoud,블랙 인텐시티브 아우드,UNCERTAIN
6b1da4971022f05b,Silver Intensive Aoud,실버 인텐시브 아우드,OK
4fccbdfb792bce0b,Gold Intensive Aoud,골드 인텐시브 아우드,OK
b4fe6f6ce0ac520a,Essentially,에스센티알리,UNCERTAIN
0843fb8ade0bb77a,For Her Iridescent,포 허 이리데슨트,OK
3f00030d2f7c56ec,Essence Iridescent,에센스 이리데슨트,OK
25992b2395314976,Jeanne La Plume,잔 라 플룸,UNCERTAIN
7a0fc75c503e1ea6,CK One Summer 2011,씨케이 원 서머 2011,OK
e3a6a8ac7c3d9e13,Eternity for Men Summer 2011,이터니티 포 맨 서머 2011,OK
44f01b46823d26ba,Rose Edition,로즈 에디션,OK
34e172b369f29817,Aqua Fahrenheit,아쿠아 파렌하이트,OK
0a912a67619665de,J'Adore,쟈도르,OK
d6249a0e3b42e603,Miss Dior Parfum,미스 디올 퍼퓸,OK
349dc6ce4febcfbe,Paris Premieres Roses 2010,파리 프르미에르 로즈 2010,OK
0cedecb75fc40c85,Acqua di Colonia,아쿠아 디 콜로니아,OK
23a0282999cb1397,Citta di Kyoto,시트타 디 쿄토,UNCERTAIN
d535a627e4b3cb4f,Angels of Florence,엔젤스 오브 프로렌스,UNCERTAIN
d6603d1f826c8481,Eva,에바,UNCERTAIN
ca88ca7935461c8b,Essence Eau de Musc,에센스 오 드 뮈스크,OK
d4540f47b5971a7f,Vaniglia,바닐리아,OK
73cb08a415cfe85b,Violetta,비오레트타,UNCERTAIN
256dba512b1c60f0,Vetiver,베티버,OK
65003c7a186430e8,Iris,아이리스,OK
7a827c0e52269bc3,Patchouli,패출리,OK
55b773f554452c0b,Gardenia,가드니아,OK
908ce04f51bd6cfd,Ambra,암브라,OK
eeef269e7d3557d8,Lavanda Ambrata,라반다 암브라타,UNCERTAIN
07f73b3d3fbb4866,Caprifoglio Honeysuckle,카프리포글리오 허니서클,UNCERTAIN
cde90c17bb16632a,Fieno Hay,피에노 헤이,UNCERTAIN
10d71d6a4279474e,Fresia,프레지아,OK
7707982143af115e,Gaggia Mimosa,가그지아 미모사,UNCERTAIN
7bbbc2c394e53441,Lavanda Imperiale,라반다 앵페리알,OK
bd2dca1c10261f7e,Zagara Orange Blossom,자가라 오렌지 블로섬,OK
76d7ac6f8fdfcf31,Tuberosa,투베로사,OK
eca60144d4c2cde7,Acqua di Cuba,아쿠아 디 우바,UNCERTAIN
51be6463a68c9f7b,Acqua di Sicilia,아쿠아 디 시칠리아,OK
54a0deff8fa81a5a,Calicantus,카리칸투스,UNCERTAIN
8d06075245fc5956,Colonia Russa,콜로니아 루스사,UNCERTAIN
8148879eb27f3372,Frangipane,프란지판,UNCERTAIN
ef03928cf36693eb,Garofano Carnation,가로파노 칼나션,UNCERTAIN
5f19c14f1ecb78b2,Ginestra Broom,지네스트라 브룸,UNCERTAIN
4fe2351ca0c450f9,Marescialla,마레스샬라,UNCERTAIN
c4debab00a42e6a9,Melograno Pomegranate,멜로그라노 포머그래닛,OK
ad35efae4cd09b07,Nostalgia,노스탈지아,UNCERTAIN
c045d9cb3d5c1f7e,Peau D'Espagne,포 데스파니,UNCERTAIN
86700043f06eca7e,Potpourri,포트포울리,UNCERTAIN
75f9577a1637cf7a,Rosa,로사,OK
a9d622d4aa398611,Assam & Grapefruit,아스삼 앤 그레이프프루트,UNCERTAIN
4604015b86e60c73,Earl Grey & Cucumber,일르 그라에이 앤 쿠쿰벨,UNCERTAIN
8dc4afd1d42ef9a5,Fresh Mint Leaf,프레시 민트 리프,OK
684abf8be301ed37,Sweet Lemon,스위트 레몬,OK
411f3833ce5d3f52,Sweet Milk,스위트 밀크,UNCERTAIN
c09afa875c4bc861,Paris Premieres Roses 2011,파리 프르미에르 로즈 2011,OK
d630575d03f93657,Tuxedo,턱시도,OK
b8c930984fc67049,Monogram,모노그람,UNCERTAIN
3237d54db6165990,Woman Summer,우먼 서머,OK
a673ba0bb700007a,2 Thousand,2 소우산드,UNCERTAIN
8f5ffd2b2916d394,L'Eau d'Issey Eau d'Ete 2011,로 디세이 오 데테 2011,OK
eab9d453d373cbe1,L'Eau d'Issey Pour Homme Eau d'Ete 2011,로 디세이 뿌르 옴므 오 데테 2011,OK
13d9bd1bcb460c70,L’Homme Gingembre,롬므 쟁장브르,OK
d1c038c296001eee,Sakura Cherry Blossom,사쿠라 체리 블로섬,OK
631034260ddd21eb,Kouros Energizing 2010,쿠로스 에너자이징 2010,OK
e5667d1b7fa77752,A Scent Soleil de Neroli,어 센트 솔레이 드 네롤리,OK
7482e374b5bddc0a,Legend,레전드,OK
4db888e1853e137e,Higher Black,하이어 블랙,OK
aab47361937fe51f,Saharienne,사하리엔은,UNCERTAIN
f0caff6ec9984a2e,Chaps 2007,챕스 2007,OK
634006b133e168da,Chaps Woman,챕스 우먼,OK
8da9f5efef502df2,Summer Escape,서머 이스케이프,OK
4874e3f017f824fc,Cotton T-Shirt,코튼 트 - 실트,UNCERTAIN
ee6c5b48b65a2788,Clair de Jour,클라에이르 드 주르,UNCERTAIN
fe00707e7716c0e4,Addict To Life,어딕트 투 라이프,OK
9aa7de15cecb1b94,Dark Aoud,다크 아우드,OK
6d8ab608fb579a21,Moon Aoud,문 아우드,OK
079753f135426544,Untitled L'Eau,운티트레 로,UNCERTAIN
5378fd837fdc2a99,Kouros Tonique 2011,쿠로스 토니크 2011,OK
4345b660811caed3,Black Musk,블랙 머스크,OK
cf3fe5fff28b0808,Musk to Musk,머스크 투 머스크,OK
bd48c1647cf69d14,Pretty Fruity,프리티 프릐티,UNCERTAIN
caf94f7a3d9fd7d3,Wild Pears,와일드 필스,UNCERTAIN
6f5be2e7f4a8e1b7,Aoud Amber Rose,아우드 앰버 로즈,OK
02162e8d481d125f,Gold Flowers,골드 플라워스,OK
06c4081a620ed7ad,Wild Bluebell,와일드 블루벨,OK
27c41a5fa72ecff7,No 19 Parfum,넘버 19 퍼퓸,OK
410e8e42a021704d,Elle Limited Edition 2011,엘 리미티드 에디션 2011,OK
c35343d0a467546d,No 19 Poudre,넘버 19 푸드르,OK
d3fc03f21d11568b,Les Exclusifs de Chanel Jersey,레 엑스클뤼지프 드 샤넬 저지,OK
3c19178705867a8e,Rive Gauche Pour Homme Light,리브 고쉬 뿌르 옴므 라이트,OK
15dda6ce30eb1511,Allure Homme Eau Fraîchissante pour l'Été,알뤼르 옴므 오 프레시상트 뿌르 레테,OK
0ef12f96c66dc398,Allure Eau Fraîchissante pour l'Été,알뤼르 오 프레시상트 뿌르 레테,OK
6301417622b439f5,Palermo,파렐모,UNCERTAIN
8981c513edb7382b,CK One Shock For Her,씨케이 원 쇼크 포 허,OK
923eeeed6b02570e,CK One Shock For Him,씨케이 원 쇼크 포 힘,OK
9df0d3173a316488,Colonia Assoluta Edizione Speciale 2011,콜로니아 아솔루타 에디치오네 스페찰레 2011,OK
b01dadf7a691e423,Pour Homme Haute Concentration,뿌르 옴므 오 옹상트라티옹,UNCERTAIN
cb5f7d48fc31aa80,Love Eau Intense,러브 오 인텐스,OK
cdff7b931206be20,Opium Eau D'ete Summer Fragrance 2003,오피움 오 데테 서머 프래그런스 2003,OK
85ba34568325ef2d,Opium Eau D'ete Summer Fragrance 2004,오피움 오 데테 서머 프래그런스 2004,OK
03255f7ce1a6d34c,L'Homme Libre,롬므 리브르,OK
e84d7898f4b813a8,Love and Light,러브 앤드 라이트,OK
94b24f860f77fcea,Essence in Color,에센스 인 컬러,OK
8dfe7ed422c89da3,for Her in Color,포 허 인 컬러,OK
444e7c8f0cb22c43,Jeans Spirit! for Her,진스 스피릿! 포 허,OK
a982d9e4c1d2607d,Jeans Spirit! for Him,진스 스피릿! 포 힘,OK
1102b72dd1576c4e,Gelsomino Nobile,젤소미노 노빌레,OK
0f716699b038005f,Rose Water & Vanilla,로즈 워터 앤 바닐라,OK
0d773a06fd618f2a,Iris & White Musk,아이리스 앤 화이트 머스크,OK
3fdc13a5687014d1,Amber & Patchouli,앰버 앤 패출리,OK
8858bf39ab28d591,Oud & Bergamot,우드 앤 베르가못,OK
